stationid,compname,time,Fotos_0_Link,Fotos_0_Thumb,subzahl,MetaInfo_Name,MetaInfo_Location,MetaInfo_Owner,FotoAnzahl,meantype,value,gml$Point_srsName,gml$Point_gml$coord_X,gml$Point_gml$coord_Z,gml$Point_gml$coord_Y,unit,valueclass,Fotos_1_Thumb,Fotos_1_Link,Fotos_2_Link,Fotos_2_Thumb,Fotos_3_Link,Fotos_3_Thumb,Fotos_4_Thumb,Fotos_4_Link,Fotos_5_Link,Fotos_5_Thumb,Fotos_6_Thumb,Fotos_6_Link,Fotos_7_Thumb,Fotos_7_Link,Fotos_8_Thumb,Fotos_8_Link
04:S406,Stickstoffdioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/04S406 nN.JPG,/pub/fotos/stations/thumbs/04S406 nN.JPG,1,Wels Linzerstraße,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137",Amt der Oberösterreichischen Landesregierung,4.0,HMW,5,EPSG:31287,14.0366,316,48.1649,µg/m³,1,/pub/fotos/stations/thumbs/04S406 nO.JPG,/pub/fotos/stations/04S406 nO.JPG,/pub/fotos/stations/04S406 nS.JPG,/pub/fotos/stations/thumbs/04S406 nS.JPG,/pub/fotos/stations/04S406 nW.jpg,/pub/fotos/stations/thumbs/04S406 nW.jpg,,,,,,,,,,
04:S415,Stickstoffdioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/04S415 nN.jpg,/pub/fotos/stations/thumbs/04S415 nN.jpg,1,Linz 24er Turm A7,Heilhammerweg 54 (nahe VÖEST-Brücke der Autobahn),Amt der Oberösterreichischen Landesregierung,4.0,HMW,5,EPSG:31287,14.2977778,255,48.323333,µg/m³,1,/pub/fotos/stations/thumbs/04S415 nO.jpg,/pub/fotos/stations/04S415 nO.jpg,/pub/fotos/stations/04S415 nS.jpg,/pub/fotos/stations/thumbs/04S415 nS.jpg,/pub/fotos/stations/04S415 nW.JPG,/pub/fotos/stations/thumbs/04S415 nW.JPG,,,,,,,,,,
06:107,Stickstoffdioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06107 nN.JPG,/pub/fotos/stations/thumbs/06107 nN.JPG,1,Voitsberg Mühlgasse,"Mühlgasse, Ecke Franz Josef-Straße",Amt der Steiermärkischen Landesregierung,6.0,HMW,5,EPSG:31287,15.152777777777778,390,47.04472222222222,µg/m³,1,/pub/fotos/stations/thumbs/06107 nNO.JPG,/pub/fotos/stations/06107 nNO.JPG,/pub/fotos/stations/06107 nNW.jpg,/pub/fotos/stations/thumbs/06107 nNW.jpg,/pub/fotos/stations/06107 nO.JPG,/pub/fotos/stations/thumbs/06107 nO.JPG,/pub/fotos/stations/thumbs/06107 nS.JPG,/pub/fotos/stations/06107 nS.JPG,/pub/fotos/stations/06107 nW.JPG,/pub/fotos/stations/thumbs/06107 nW.JPG,,,,,,
07:2538,Stickstoffdioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/072538 nN.JPG,/pub/fotos/stations/thumbs/072538 nN.JPG,1,Kramsach Angerberg,"Voldöp, Angerberg",Amt der Tiroler Landesregierung,4.0,HMW,5,EPSG:31287,11.90995,602,47.458717,µg/m³,1,/pub/fotos/stations/thumbs/072538 nO.JPG,/pub/fotos/stations/072538 nO.JPG,/pub/fotos/stations/072538 nS.JPG,/pub/fotos/stations/thumbs/072538 nS.JPG,/pub/fotos/stations/072538 nW.JPG,/pub/fotos/stations/thumbs/072538 nW.JPG,,,,,,,,,,
07:2910,Stickstoffdioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/072910 nN.JPG,/pub/fotos/stations/thumbs/072910 nN.JPG,1,Lienz Amlacherkreuzung,Amlacher Kreuzung,Amt der Tiroler Landesregierung,4.0,HMW,5,EPSG:31287,12.765622,675,46.827732,µg/m³,1,/pub/fotos/stations/thumbs/072910 nO.JPG,/pub/fotos/stations/072910 nO.JPG,/pub/fotos/stations/072910 nS.JPG,/pub/fotos/stations/thumbs/072910 nS.JPG,/pub/fotos/stations/072910 nW.JPG,/pub/fotos/stations/thumbs/072910 nW.JPG,,,,,,,,,,
08:0503,Stickstoffdioxid,5 Aug 2022 20:00:00 GMT+0100,/pub/fotos/stations/080503 nN.JPG,/pub/fotos/stations/thumbs/080503 nN.JPG,1,Sulzberg - Gmeind,Gmeind,Umweltinstitut des Landes Vorarlberg,4.0,HMW,5,EPSG:31287,9.9267,1020,47.5292,µg/m³,1,/pub/fotos/stations/thumbs/080503 nO.jpg,/pub/fotos/stations/080503 nO.jpg,/pub/fotos/stations/080503 nS.JPG,/pub/fotos/stations/thumbs/080503 nS.JPG,/pub/fotos/stations/080503 nSW.JPG,/pub/fotos/stations/thumbs/080503 nSW.JPG,,,,,,,,,,
09:JAEG,Stickstoffdioxid,5 Aug 2022 22:00:00 GMT+0100,/pub/fotos/stations/09JAEG nNO.JPG,/pub/fotos/stations/thumbs/09JAEG nNO.JPG,1,Hermannskogel,"Hermannskogel, Jägerwiese",Gemeinde Wien - MA22 Umweltschutz,4.0,HMW,5,EPSG:31287,16.2972,488,48.2702,µg/m³,1,/pub/fotos/stations/thumbs/09JAEG nO.JPG,/pub/fotos/stations/09JAEG nO.JPG,/pub/fotos/stations/09JAEG nS.JPG,/pub/fotos/stations/thumbs/09JAEG nS.JPG,/pub/fotos/stations/09JAEG nSW.JPG,/pub/fotos/stations/thumbs/09JAEG nSW.JPG,,,,,,,,,,
04:S407,Stickstoffdioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/04S407 nNO.jpg,/pub/fotos/stations/thumbs/04S407 nNO.jpg,1,"Vöcklabruck, Untere Agergasse",Untere Agergasse 14,Amt der Oberösterreichischen Landesregierung,5.0,HMW,6,EPSG:31287,13.6676111,420,48.0008965,µg/m³,1,/pub/fotos/stations/thumbs/04S407 nNW.jpg,/pub/fotos/stations/04S407 nNW.jpg,/pub/fotos/stations/04S407 nO.jpg,/pub/fotos/stations/thumbs/04S407 nO.jpg,/pub/fotos/stations/04S407 nS.JPG,/pub/fotos/stations/thumbs/04S407 nS.JPG,/pub/fotos/stations/thumbs/04S407 nW.jpg,/pub/fotos/stations/04S407 nW.jpg,,,,,,,,
04:S409,Stickstoffdioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/04S409 nN.jpg,/pub/fotos/stations/thumbs/04S409 nN.jpg,1,Steyr Münichholz,"Siedlung Münichholz, Holzstrasse, Karl Punzer-Straße 1",Amt der Oberösterreichischen Landesregierung,5.0,HMW,6,EPSG:31287,14.442777777777777,305,48.04944444444444,µg/m³,1,/pub/fotos/stations/thumbs/04S409 nNO.jpg,/pub/fotos/stations/04S409 nNO.jpg,/pub/fotos/stations/04S409 nO.jpg,/pub/fotos/stations/thumbs/04S409 nO.jpg,/pub/fotos/stations/04S409 nSW.jpg,/pub/fotos/stations/thumbs/04S409 nSW.jpg,/pub/fotos/stations/thumbs/04S409 nW.JPG,/pub/fotos/stations/04S409 nW.JPG,,,,,,,,
04:S416,Stickstoffdioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/04S416 nN.JPG,/pub/fotos/stations/thumbs/04S416 nN.JPG,1,Linz Neue Welt,"Wiener Straße 233, Straßenbahnstation Neue Welt",Amt der Oberösterreichischen Landesregierung,4.0,HMW,6,EPSG:31287,14.31479,265,48.27329,µg/m³,1,/pub/fotos/stations/thumbs/04S416 nO.JPG,/pub/fotos/stations/04S416 nO.JPG,/pub/fotos/stations/04S416 nS.JPG,/pub/fotos/stations/thumbs/04S416 nS.JPG,/pub/fotos/stations/04S416 nW.JPG,/pub/fotos/stations/thumbs/04S416 nW.JPG,,,,,,,,,,
05:1200,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,/pub/fotos/stations/051200 nN.JPG,/pub/fotos/stations/thumbs/051200 nN.JPG,1,"Salzburg Lehener Park, Franz Martin-Straße 1",Franz Martin-Straße 1,Amt der Salzburger Landesregierung,4.0,HMW,6,EPSG:31287,13.03488,420,47.81565,µg/m³,1,/pub/fotos/stations/thumbs/051200 nO.jpg,/pub/fotos/stations/051200 nO.jpg,/pub/fotos/stations/051200 nS.jpg,/pub/fotos/stations/thumbs/051200 nS.jpg,/pub/fotos/stations/051200 nW.jpg,/pub/fotos/stations/thumbs/051200 nW.jpg,,,,,,,,,,
06:119,Stickstoffdioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06119 nN.JPG,/pub/fotos/stations/thumbs/06119 nN.JPG,1,Knittelfeld Parkstraße,"Parkstraße, Pestalozzistraße",Amt der Steiermärkischen Landesregierung,4.0,HMW,6,EPSG:31287,14.825277777777778,635,47.21037,µg/m³,1,/pub/fotos/stations/thumbs/06119 nO.JPG,/pub/fotos/stations/06119 nO.JPG,/pub/fotos/stations/06119 nS.JPG,/pub/fotos/stations/thumbs/06119 nS.JPG,/pub/fotos/stations/06119 nW.JPG,/pub/fotos/stations/thumbs/06119 nW.JPG,,,,,,,,,,
06:191,Stickstoffdioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06191 nN.JPG,/pub/fotos/stations/thumbs/06191 nN.JPG,1,Gratwein,Aufeldstraße,Amt der Steiermärkischen Landesregierung,5.0,HMW,6,EPSG:31287,15.3232,382,47.1357,µg/m³,1,/pub/fotos/stations/thumbs/06191 nNO.JPG,/pub/fotos/stations/06191 nNO.JPG,/pub/fotos/stations/06191 nO.JPG,/pub/fotos/stations/thumbs/06191 nO.JPG,/pub/fotos/stations/06191 nS.JPG,/pub/fotos/stations/thumbs/06191 nS.JPG,/pub/fotos/stations/thumbs/06191 nW.JPG,/pub/fotos/stations/06191 nW.JPG,,,,,,,,
10:ENK1,Stickstoffdioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/10ENK1 nN.JPG,/pub/fotos/stations/thumbs/10ENK1 nN.JPG,1,Enzenkirchen im Sauwald,"Kriegen, Kapelle",Umweltbundesamt,4.0,HMW,6,EPSG:31287,13.67085,525,48.39167,µg/m³,1,/pub/fotos/stations/thumbs/10ENK1 nO.JPG,/pub/fotos/stations/10ENK1 nO.JPG,/pub/fotos/stations/10ENK1 nSO.JPG,/pub/fotos/stations/thumbs/10ENK1 nSO.JPG,/pub/fotos/stations/10ENK1 nW.JPG,/pub/fotos/stations/thumbs/10ENK1 nW.JPG,,,,,,,,,,
10:KLH1,Stickstoffdioxid,6 Aug 2022 00:00:00 GMT+0100,/pub/fotos/stations/10KLH1 nN.jpg,/pub/fotos/stations/thumbs/10KLH1 nN.jpg,1,Klöch bei Bad Radkersburg,"Seindl, Dissay-Weg",Umweltbundesamt,6.0,HMW,6,EPSG:31287,15.95632,415,46.7672,µg/m³,1,/pub/fotos/stations/thumbs/10KLH1 nNO.jpg,/pub/fotos/stations/10KLH1 nNO.jpg,/pub/fotos/stations/10KLH1 nNW.jpg,/pub/fotos/stations/thumbs/10KLH1 nNW.jpg,/pub/fotos/stations/10KLH1 nO.jpg,/pub/fotos/stations/thumbs/10KLH1 nO.jpg,/pub/fotos/stations/thumbs/10KLH1 nSO.jpg,/pub/fotos/stations/10KLH1 nSO.jpg,/pub/fotos/stations/10KLH1 nSW.jpg,/pub/fotos/stations/thumbs/10KLH1 nSW.jpg,,,,,,
01:0004,Stickstoffdioxid,6 Aug 2022 00:30:00 GMT+0100,,,1,Bad Sauerbrunn,Freiwillige Feuerwehr,Amt der Burgenländischen Landesregierung,,HMW,7,EPSG:31287,16.32875,254,47.77907,µg/m³,1,,,,,,,,,,,,,,,,
02:KA71,Stickstoffdioxid,6 Aug 2022 00:00:00 GMT+0100,/pub/fotos/stations/02KA71 nN.jpg,/pub/fotos/stations/thumbs/02KA71 nN.jpg,1,Klagenfurt Sterneckstraße,Sterneckstraße (gegenüber Nr. 17),Amt der Kärntner Landesregierung,6.0,HMW,7,EPSG:31287,14.299144444444444,445,46.62661666666667,µg/m³,1,/pub/fotos/stations/thumbs/02KA71 nNO.JPG,/pub/fotos/stations/02KA71 nNO.JPG,/pub/fotos/stations/02KA71 nNW.JPG,/pub/fotos/stations/thumbs/02KA71 nNW.JPG,/pub/fotos/stations/02KA71 nO.jpg,/pub/fotos/stations/thumbs/02KA71 nO.jpg,/pub/fotos/stations/thumbs/02KA71 nS.jpg,/pub/fotos/stations/02KA71 nS.jpg,/pub/fotos/stations/02KA71 nW.jpg,/pub/fotos/stations/thumbs/02KA71 nW.jpg,,,,,,
02:WO35,Stickstoffdioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/02WO35 nN.JPG,/pub/fotos/stations/thumbs/02WO35 nN.JPG,1,St. Georgen im Lavanttal - Herzogberg,Herzogberg,Amt der Kärntner Landesregierung,4.0,HMW,7,EPSG:31287,14.891667,540,46.708333,µg/m³,1,/pub/fotos/stations/thumbs/02WO35 nO.JPG,/pub/fotos/stations/02WO35 nO.JPG,/pub/fotos/stations/02WO35 nS.JPG,/pub/fotos/stations/thumbs/02WO35 nS.JPG,/pub/fotos/stations/02WO35 nW.JPG,/pub/fotos/stations/thumbs/02WO35 nW.JPG,,,,,,,,,,
03:0403,Stickstoffdioxid,5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/030403 nNW.JPG,/pub/fotos/stations/thumbs/030403 nNW.JPG,1,Wolkersdorf,Hochbehälter Breitenkreuz,Amt der Niederösterreichischen Landesregierung,4.0,HMW,7,EPSG:31287,16.522,260,48.3929,µg/m³,1,/pub/fotos/stations/thumbs/030403 nO.jpg,/pub/fotos/stations/030403 nO.jpg,/pub/fotos/stations/030403 nS.jpg,/pub/fotos/stations/thumbs/030403 nS.jpg,/pub/fotos/stations/030403 nW.jpg,/pub/fotos/stations/thumbs/030403 nW.jpg,,,,,,,,,,
03:0599,Stickstoffdioxid,5 Aug 2022 21:00:00 GMT+0100,/pub/fotos/stations/030599 nN.jpg,/pub/fotos/stations/thumbs/030599 nN.jpg,1,Klosterneuburg B14 (Bahnhof Klosterneuburg-Kierling),Parkplatz Bahnhof Klosterneuburg-Kierling,Amt der Niederösterreichischen Landesregierung,4.0,HMW,7,EPSG:31287,16.3279444,170,48.30822222,µg/m³,1,/pub/fotos/stations/thumbs/030599 nNO.jpg,/pub/fotos/stations/030599 nNO.jpg,/pub/fotos/stations/030599 nO.jpg,/pub/fotos/stations/thumbs/030599 nO.jpg,/pub/fotos/stations/030599 nS.jpg,/pub/fotos/stations/thumbs/030599 nS.jpg,,,,,,,,,,
03:1903,Stickstoffdioxid,5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/031903 nN.JPG,/pub/fotos/stations/thumbs/031903 nN.JPG,1,Trasdorf im Tullnerfeld,Kaindorfer Straße,Amt der Niederösterreichischen Landesregierung,5.0,HMW,7,EPSG:31287,15.8578,192,48.331,µg/m³,1,/pub/fotos/stations/thumbs/031903 nNW.jpg,/pub/fotos/stations/031903 nNW.jpg,/pub/fotos/stations/031903 nO.jpg,/pub/fotos/stations/thumbs/031903 nO.jpg,/pub/fotos/stations/031903 nS.jpg,/pub/fotos/stations/thumbs/031903 nS.jpg,/pub/fotos/stations/thumbs/031903 nW.jpg,/pub/fotos/stations/031903 nW.jpg,,,,,,,,
03:1905,Stickstoffdioxid,5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/031905 nN.jpg,/pub/fotos/stations/thumbs/031905 nN.jpg,1,Neusiedl im Tullnerfeld,Neusiedl im Tullnerfeld,Amt der Niederösterreichischen Landesregierung,4.0,HMW,7,EPSG:31287,15.96666667,182,48.32222222,µg/m³,1,/pub/fotos/stations/thumbs/031905 nO.jpg,/pub/fotos/stations/031905 nO.jpg,/pub/fotos/stations/031905 nS.jpg,/pub/fotos/stations/thumbs/031905 nS.jpg,/pub/fotos/stations/031905 nW.JPG,/pub/fotos/stations/thumbs/031905 nW.JPG,,,,,,,,,,
05:1066,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,/pub/fotos/stations/051066 nN.jpg,/pub/fotos/stations/thumbs/051066 nN.jpg,1,Salzburg Mirabellplatz,Mirabellplatz,Amt der Salzburger Landesregierung,4.0,HMW,7,EPSG:31287,13.043333,430,47.8055556,µg/m³,1,/pub/fotos/stations/thumbs/051066 nO.jpg,/pub/fotos/stations/051066 nO.jpg,/pub/fotos/stations/051066 nS.JPG,/pub/fotos/stations/thumbs/051066 nS.JPG,/pub/fotos/stations/051066 nW.jpg,/pub/fotos/stations/thumbs/051066 nW.jpg,,,,,,,,,,
06:142,Stickstoffdioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06142 nNO.JPG,/pub/fotos/stations/thumbs/06142 nNO.JPG,1,Leoben Donawitz Kindergarten,Kindergarten Pestalozzigasse (Pz.Nr. 71/8),Amt der Steiermärkischen Landesregierung,3.0,HMW,7,EPSG:31287,15.0745,555,47.37555555555556,µg/m³,1,/pub/fotos/stations/thumbs/06142 nO.JPG,/pub/fotos/stations/06142 nO.JPG,/pub/fotos/stations/06142 nW.JPG,/pub/fotos/stations/thumbs/06142 nW.JPG,,,,,,,,,,,,
06:195,Stickstoffdioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06195 nN.JPG,/pub/fotos/stations/thumbs/06195 nN.JPG,1,Deutschlandsberg Rathausgasse,"Rathausgasse 3, Arbeiterkammer",Amt der Steiermärkischen Landesregierung,4.0,HMW,7,EPSG:31287,15.212777777777777,365,46.81388888888888,µg/m³,1,/pub/fotos/stations/thumbs/06195 nNO.JPG,/pub/fotos/stations/06195 nNO.JPG,/pub/fotos/stations/06195 nNW.JPG,/pub/fotos/stations/thumbs/06195 nNW.JPG,/pub/fotos/stations/06195 nS.JPG,/pub/fotos/stations/thumbs/06195 nS.JPG,,,,,,,,,,
07:2315,Stickstoffdioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/072315 nN.JPG,/pub/fotos/stations/thumbs/072315 nN.JPG,1,Imst Inntalautobahn A12,"Inntalautobahn A12 km 132,56",Amt der Tiroler Landesregierung,5.0,HMW,7,EPSG:31287,10.7357167,719,47.2169472,µg/m³,1,/pub/fotos/stations/thumbs/072315 nNW.JPG,/pub/fotos/stations/072315 nNW.JPG,/pub/fotos/stations/072315 nO.JPG,/pub/fotos/stations/thumbs/072315 nO.JPG,/pub/fotos/stations/072315 nS.JPG,/pub/fotos/stations/thumbs/072315 nS.JPG,/pub/fotos/stations/thumbs/072315 nW.jpg,/pub/fotos/stations/072315 nW.jpg,,,,,,,,
09:KEND,Stickstoffdioxid,5 Aug 2022 22:00:00 GMT+0100,/pub/fotos/stations/09KEND nN.JPG,/pub/fotos/stations/thumbs/09KEND nN.JPG,1,Kendlerstraße,Kendlerstraße 40 (Umspannwerk),Gemeinde Wien - MA22 Umweltschutz,6.0,HMW,7,EPSG:31287,16.30975,236,48.205,µg/m³,1,/pub/fotos/stations/thumbs/09KEND nNO.JPG,/pub/fotos/stations/09KEND nNO.JPG,/pub/fotos/stations/09KEND nO.jpg,/pub/fotos/stations/thumbs/09KEND nO.jpg,/pub/fotos/stations/09KEND nS.JPG,/pub/fotos/stations/thumbs/09KEND nS.JPG,/pub/fotos/stations/thumbs/09KEND nSO.JPG,/pub/fotos/stations/09KEND nSO.JPG,/pub/fotos/stations/09KEND nW.JPG,/pub/fotos/stations/thumbs/09KEND nW.JPG,,,,,,
01:0012,Stickstoffdioxid,5 Aug 2022 08:00:00 GMT+0100,,,1,Illmitz im Burgenländischen Messnetz (könnten UBA-Daten drauf sein),,Amt der Burgenländischen Landesregierung,,HMW,8,EPSG:31287,,,,µg/m³,1,,,,,,,,,,,,,,,,
02:F103,Stickstoffdioxid,6 Aug 2022 00:00:00 GMT+0100,/pub/fotos/stations/02F103 nS.jpg,/pub/fotos/stations/thumbs/02F103 nS.jpg,1,Klagenfurt A2 Nordumfahrung 2,Klagenfurt A2,Amt der Kärntner Landesregierung,2.0,HMW,8,EPSG:31287,14.26625,455,46.65285,µg/m³,1,/pub/fotos/stations/thumbs/02F103 nSW.jpg,/pub/fotos/stations/02F103 nSW.jpg,,,,,,,,,,,,,,
02:KA61,Stickstoffdioxid,6 Aug 2022 00:00:00 GMT+0100,/pub/fotos/stations/02KA61 nN.jpg,/pub/fotos/stations/thumbs/02KA61 nN.jpg,1,Klagenfurt A2 Nordumfahrung ,"Südautobahn A2 (km 323,06 Fahrtichtung Villach)",Amt der Kärntner Landesregierung,4.0,HMW,8,EPSG:31287,14.26611111111111,455,46.6525,µg/m³,1,/pub/fotos/stations/thumbs/02KA61 nS.jpg,/pub/fotos/stations/02KA61 nS.jpg,/pub/fotos/stations/02KA61 nSW.JPG,/pub/fotos/stations/thumbs/02KA61 nSW.JPG,/pub/fotos/stations/02KA61 nW.jpg,/pub/fotos/stations/thumbs/02KA61 nW.jpg,,,,,,,,,,
02:VI12,Stickstoffdioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/02VI12 nN.JPG,/pub/fotos/stations/thumbs/02VI12 nN.JPG,1,Villach Tirolerbrücke,Tirolerbrücke (westl. v. Westbahnhof),Amt der Kärntner Landesregierung,6.0,HMW,8,EPSG:31287,13.841389,490,46.6125,µg/m³,1,/pub/fotos/stations/thumbs/02VI12 nNW.JPG,/pub/fotos/stations/02VI12 nNW.JPG,/pub/fotos/stations/02VI12 nO.jpg,/pub/fotos/stations/thumbs/02VI12 nO.jpg,/pub/fotos/stations/02VI12 nS.JPG,/pub/fotos/stations/thumbs/02VI12 nS.JPG,/pub/fotos/stations/thumbs/02VI12 nSW.JPG,/pub/fotos/stations/02VI12 nSW.JPG,/pub/fotos/stations/02VI12 nW.JPG,/pub/fotos/stations/thumbs/02VI12 nW.JPG,,,,,,
03:0301,Stickstoffdioxid,5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/030301 nS.jpg,/pub/fotos/stations/thumbs/030301 nS.jpg,1,Hainburg Krankenhaus,"Parkplatz Bezirkskrankenhaus, Florianistraße",Amt der Niederösterreichischen Landesregierung,1.0,HMW,8,EPSG:31287,16.95787,180,48.1442,µg/m³,1,,,,,,,,,,,,,,,,
03:1901,Stickstoffdioxid,5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/031901 nO.jpg,/pub/fotos/stations/thumbs/031901 nO.jpg,1,Tulln Leopoldgasse,"Leopoldgasse 17, am Friedhof bei Grottenthalgasse",Amt der Niederösterreichischen Landesregierung,2.0,HMW,8,EPSG:31287,16.0625,178,48.329445,µg/m³,1,/pub/fotos/stations/thumbs/031901 nSO.jpg,/pub/fotos/stations/031901 nSO.jpg,,,,,,,,,,,,,,
03:2604,Stickstoffdioxid,5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/032604 nN.jpg,/pub/fotos/stations/thumbs/032604 nN.jpg,1,Kematen an der Ybbs,Gimpersdorf,Amt der Niederösterreichischen Landesregierung,4.0,HMW,8,EPSG:31287,14.772277777777779,330,48.04511111111111,µg/m³,1,/pub/fotos/stations/thumbs/032604 nO.jpg,/pub/fotos/stations/032604 nO.jpg,/pub/fotos/stations/032604 nS.jpg,/pub/fotos/stations/thumbs/032604 nS.jpg,/pub/fotos/stations/032604 nW.jpg,/pub/fotos/stations/thumbs/032604 nW.jpg,,,,,,,,,,
04:S404,Stickstoffdioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/04S404 nN.jpg,/pub/fotos/stations/thumbs/04S404 nN.jpg,1,Traun Tischlerstraße,Tischlerstrasse Kindergarten,Amt der Oberösterreichischen Landesregierung,5.0,HMW,8,EPSG:31287,14.23755,274,48.22535,µg/m³,1,/pub/fotos/stations/thumbs/04S404 nNW.jpg,/pub/fotos/stations/04S404 nNW.jpg,/pub/fotos/stations/04S404 nO.JPG,/pub/fotos/stations/thumbs/04S404 nO.JPG,/pub/fotos/stations/04S404 nSO.JPG,/pub/fotos/stations/thumbs/04S404 nSO.JPG,/pub/fotos/stations/thumbs/04S404 nW.JPG,/pub/fotos/stations/04S404 nW.JPG,,,,,,,,
06:171,Stickstoffdioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06171 nNW.JPG,/pub/fotos/stations/thumbs/06171 nNW.JPG,1,Graz Ost Petersgasse,"Petersgasse, gegenüber Eisteichgasse",Amt der Steiermärkischen Landesregierung,5.0,HMW,8,EPSG:31287,15.46665,366,47.05952,µg/m³,1,/pub/fotos/stations/thumbs/06171 nO.JPG,/pub/fotos/stations/06171 nO.JPG,/pub/fotos/stations/06171 nS.JPG,/pub/fotos/stations/thumbs/06171 nS.JPG,/pub/fotos/stations/06171 nSO.JPG,/pub/fotos/stations/thumbs/06171 nSO.JPG,/pub/fotos/stations/thumbs/06171 nW.JPG,/pub/fotos/stations/06171 nW.JPG,,,,,,,,
06:178,Stickstoffdioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06178 nNW.JPG,/pub/fotos/stations/thumbs/06178 nNW.JPG,1,Weiz Bahnhofstraße,Bahnhofstraße 7,Amt der Steiermärkischen Landesregierung,4.0,HMW,8,EPSG:31287,15.628392,459,47.215703,µg/m³,1,/pub/fotos/stations/thumbs/06178 nO.JPG,/pub/fotos/stations/06178 nO.JPG,/pub/fotos/stations/06178 nS.JPG,/pub/fotos/stations/thumbs/06178 nS.JPG,/pub/fotos/stations/06178 nSW.JPG,/pub/fotos/stations/thumbs/06178 nSW.JPG,,,,,,,,,,
07:2106,Stickstoffdioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/072106 nN.JPG,/pub/fotos/stations/thumbs/072106 nN.JPG,1,Innsbruck Reichenau - Andechsstraße,Andechstrasse 21,Amt der Tiroler Landesregierung,4.0,HMW,8,EPSG:31287,11.4169445,570,47.27129,µg/m³,1,/pub/fotos/stations/thumbs/072106 nO.JPG,/pub/fotos/stations/072106 nO.JPG,/pub/fotos/stations/072106 nS.JPG,/pub/fotos/stations/thumbs/072106 nS.JPG,/pub/fotos/stations/072106 nW.JPG,/pub/fotos/stations/thumbs/072106 nW.JPG,,,,,,,,,,
07:2530,Stickstoffdioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/072530 nN.JPG,/pub/fotos/stations/thumbs/072530 nN.JPG,1,Wörgl Stelzhamerstraße,Josef Stelzhamer-Straße / Joseph Haydn-Straße 4,Amt der Tiroler Landesregierung,4.0,HMW,8,EPSG:31287,12.066633,508,47.4885583,µg/m³,1,/pub/fotos/stations/thumbs/072530 nO.JPG,/pub/fotos/stations/072530 nO.JPG,/pub/fotos/stations/072530 nS.JPG,/pub/fotos/stations/thumbs/072530 nS.JPG,/pub/fotos/stations/072530 nW.JPG,/pub/fotos/stations/thumbs/072530 nW.JPG,,,,,,,,,,
07:2552,Stickstoffdioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/072552 nN.JPG,/pub/fotos/stations/thumbs/072552 nN.JPG,1,Kufstein Zentrum Praxmarerstraße,Praxmarerstraße / Josef Egger Straße 5,Amt der Tiroler Landesregierung,5.0,HMW,8,EPSG:31287,12.1724111,489,47.5818083,µg/m³,1,/pub/fotos/stations/thumbs/072552 nNO.jpg,/pub/fotos/stations/072552 nNO.jpg,/pub/fotos/stations/072552 nO.JPG,/pub/fotos/stations/thumbs/072552 nO.JPG,/pub/fotos/stations/072552 nSO.JPG,/pub/fotos/stations/thumbs/072552 nSO.JPG,/pub/fotos/stations/thumbs/072552 nW.JPG,/pub/fotos/stations/072552 nW.JPG,,,,,,,,
