stationid,compname,time,Fotos_0_Link,Fotos_0_Thumb,subzahl,MetaInfo_Name,MetaInfo_Location,MetaInfo_Owner,FotoAnzahl,meantype,value,gml$Point_srsName,gml$Point_gml$coord_X,gml$Point_gml$coord_Z,gml$Point_gml$coord_Y,unit,valueclass,Fotos_1_Thumb,Fotos_1_Link,Fotos_2_Link,Fotos_2_Thumb,Fotos_3_Link,Fotos_3_Thumb,Fotos_4_Thumb,Fotos_4_Link,Fotos_5_Link,Fotos_5_Thumb,Fotos_6_Thumb,Fotos_6_Link,Fotos_7_Thumb,Fotos_7_Link,Fotos_8_Thumb,Fotos_8_Link
04:S416,Stickstoffmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/04S416 nN.JPG,/pub/fotos/stations/thumbs/04S416 nN.JPG,1,Linz Neue Welt,"Wiener Straße 233, Straßenbahnstation Neue Welt",Amt der Oberösterreichischen Landesregierung,4.0,HMW,1,EPSG:31287,14.31479,265,48.27329,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/04S416 nO.JPG,/pub/fotos/stations/04S416 nO.JPG,/pub/fotos/stations/04S416 nS.JPG,/pub/fotos/stations/thumbs/04S416 nS.JPG,/pub/fotos/stations/04S416 nW.JPG,/pub/fotos/stations/thumbs/04S416 nW.JPG,,,,,,,,,,
05:1066,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,/pub/fotos/stations/051066 nN.jpg,/pub/fotos/stations/thumbs/051066 nN.jpg,1,Salzburg Mirabellplatz,Mirabellplatz,Amt der Salzburger Landesregierung,4.0,HMW,1,EPSG:31287,13.043333,430,47.8055556,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/051066 nO.jpg,/pub/fotos/stations/051066 nO.jpg,/pub/fotos/stations/051066 nS.JPG,/pub/fotos/stations/thumbs/051066 nS.JPG,/pub/fotos/stations/051066 nW.jpg,/pub/fotos/stations/thumbs/051066 nW.jpg,,,,,,,,,,
05:1200,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,/pub/fotos/stations/051200 nN.JPG,/pub/fotos/stations/thumbs/051200 nN.JPG,1,"Salzburg Lehener Park, Franz Martin-Straße 1",Franz Martin-Straße 1,Amt der Salzburger Landesregierung,4.0,HMW,1,EPSG:31287,13.03488,420,47.81565,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/051200 nO.jpg,/pub/fotos/stations/051200 nO.jpg,/pub/fotos/stations/051200 nS.jpg,/pub/fotos/stations/thumbs/051200 nS.jpg,/pub/fotos/stations/051200 nW.jpg,/pub/fotos/stations/thumbs/051200 nW.jpg,,,,,,,,,,
05:2100,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,/pub/fotos/stations/052100 nN.jpg,/pub/fotos/stations/thumbs/052100 nN.jpg,1,Hallein Winterstall,Winterstallstraße,Amt der Salzburger Landesregierung,3.0,HMW,1,EPSG:31287,13.106,650,47.667,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/052100 nO.jpg,/pub/fotos/stations/052100 nO.jpg,/pub/fotos/stations/052100 nS.jpg,/pub/fotos/stations/thumbs/052100 nS.jpg,,,,,,,,,,,,
05:3055,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,/pub/fotos/stations/053055 nNW.jpg,/pub/fotos/stations/thumbs/053055 nNW.jpg,1,Haunsberg,SAFE Funkstation Simmerstatt,Amt der Salzburger Landesregierung,4.0,HMW,1,EPSG:31287,13.0158333,730,47.936667,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/053055 nS.jpg,/pub/fotos/stations/053055 nS.jpg,/pub/fotos/stations/053055 nSO.jpg,/pub/fotos/stations/thumbs/053055 nSO.jpg,/pub/fotos/stations/053055 nW.jpg,/pub/fotos/stations/thumbs/053055 nW.jpg,,,,,,,,,,
05:4057,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,/pub/fotos/stations/054057 nNW.jpg,/pub/fotos/stations/thumbs/054057 nNW.jpg,1,"St. Johann im Pongau, Bezirkshauptmannschaft","Bezirkshauptmannschaft, Hauptstraße 1",Amt der Salzburger Landesregierung,3.0,HMW,1,EPSG:31287,13.205556,620,47.351387,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/054057 nO.jpg,/pub/fotos/stations/054057 nO.jpg,/pub/fotos/stations/054057 nW.jpg,/pub/fotos/stations/thumbs/054057 nW.jpg,,,,,,,,,,,,
05:5032,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,/pub/fotos/stations/055032 nO.jpg,/pub/fotos/stations/thumbs/055032 nO.jpg,1,Tamsweg Untere Postgasse,Parkplatz Untere Postgasse 2,Amt der Salzburger Landesregierung,3.0,HMW,1,EPSG:31287,13.80804,1025,47.12566,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/055032 nSW.JPG,/pub/fotos/stations/055032 nSW.JPG,/pub/fotos/stations/055032 nW.jpg,/pub/fotos/stations/thumbs/055032 nW.jpg,,,,,,,,,,,,
06:136,Stickstoffmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06136 nN.JPG,/pub/fotos/stations/thumbs/06136 nN.JPG,1,Judendorf Süd,"Ringsiedlung, Murufer",Amt der Steiermärkischen Landesregierung,5.0,HMW,1,EPSG:31287,15.351111111111,375,47.12027777778,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/06136 nNW.JPG,/pub/fotos/stations/06136 nNW.JPG,/pub/fotos/stations/06136 nO.JPG,/pub/fotos/stations/thumbs/06136 nO.JPG,/pub/fotos/stations/06136 nSO.JPG,/pub/fotos/stations/thumbs/06136 nSO.JPG,/pub/fotos/stations/thumbs/06136 nW.JPG,/pub/fotos/stations/06136 nW.JPG,,,,,,,,
06:138,Stickstoffmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06138 nN.JPG,/pub/fotos/stations/thumbs/06138 nN.JPG,1,Graz Nord Gösting,"Graz Nord, Josef Ornig-Strasse 16, Umspannwerk, Sportplatz",Amt der Steiermärkischen Landesregierung,3.0,HMW,1,EPSG:31287,15.4151111111111,355,47.0943611111,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/06138 nNW.JPG,/pub/fotos/stations/06138 nNW.JPG,/pub/fotos/stations/06138 nO.JPG,/pub/fotos/stations/thumbs/06138 nO.JPG,,,,,,,,,,,,
06:141,Stickstoffmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06141 nN.JPG,/pub/fotos/stations/thumbs/06141 nN.JPG,1,Leoben Göss,"Mayr-Melnhof-Straße, Südende, Kindergarten, Pz.Nr. 503/49 ",Amt der Steiermärkischen Landesregierung,4.0,HMW,1,EPSG:31287,15.10361111111111,554,47.35888888888889,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/06141 nNO.JPG,/pub/fotos/stations/06141 nNO.JPG,/pub/fotos/stations/06141 nS.JPG,/pub/fotos/stations/thumbs/06141 nS.JPG,/pub/fotos/stations/06141 nW.JPG,/pub/fotos/stations/thumbs/06141 nW.JPG,,,,,,,,,,
06:178,Stickstoffmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06178 nNW.JPG,/pub/fotos/stations/thumbs/06178 nNW.JPG,1,Weiz Bahnhofstraße,Bahnhofstraße 7,Amt der Steiermärkischen Landesregierung,4.0,HMW,1,EPSG:31287,15.628392,459,47.215703,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/06178 nO.JPG,/pub/fotos/stations/06178 nO.JPG,/pub/fotos/stations/06178 nS.JPG,/pub/fotos/stations/thumbs/06178 nS.JPG,/pub/fotos/stations/06178 nSW.JPG,/pub/fotos/stations/thumbs/06178 nSW.JPG,,,,,,,,,,
06:180,Stickstoffmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06180 nN.jpg,/pub/fotos/stations/thumbs/06180 nN.jpg,1,Bruck an der Mur Flurgasse,"Flurgasse 2, Ecke Oberdorfer Straße",Amt der Steiermärkischen Landesregierung,7.0,HMW,1,EPSG:31287,15.253333,485,47.409443,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/06180 nNW.JPG,/pub/fotos/stations/06180 nNW.JPG,/pub/fotos/stations/06180 nO.JPG,/pub/fotos/stations/thumbs/06180 nO.JPG,/pub/fotos/stations/06180 nS.JPG,/pub/fotos/stations/thumbs/06180 nS.JPG,/pub/fotos/stations/thumbs/06180 nSO.jpg,/pub/fotos/stations/06180 nSO.jpg,/pub/fotos/stations/06180 nSW.JPG,/pub/fotos/stations/thumbs/06180 nSW.JPG,/pub/fotos/stations/thumbs/06180 nW.jpg,/pub/fotos/stations/06180 nW.jpg,,,,
06:194,Stickstoffmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06194 nN.JPG,/pub/fotos/stations/thumbs/06194 nN.JPG,1,Mürzzuschlag Roseggerpark,"Roseggerpark, Waldgasse/Roseggergasse",Amt der Steiermärkischen Landesregierung,6.0,HMW,1,EPSG:31287,15.673055555555555,679,47.60472222222222,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/06194 nNO.JPG,/pub/fotos/stations/06194 nNO.JPG,/pub/fotos/stations/06194 nNW.JPG,/pub/fotos/stations/thumbs/06194 nNW.JPG,/pub/fotos/stations/06194 nS.JPG,/pub/fotos/stations/thumbs/06194 nS.JPG,/pub/fotos/stations/thumbs/06194 nSO.JPG,/pub/fotos/stations/06194 nSO.JPG,/pub/fotos/stations/06194 nSW.JPG,/pub/fotos/stations/thumbs/06194 nSW.JPG,,,,,,
06:195,Stickstoffmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06195 nN.JPG,/pub/fotos/stations/thumbs/06195 nN.JPG,1,Deutschlandsberg Rathausgasse,"Rathausgasse 3, Arbeiterkammer",Amt der Steiermärkischen Landesregierung,4.0,HMW,1,EPSG:31287,15.212777777777777,365,46.81388888888888,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/06195 nNO.JPG,/pub/fotos/stations/06195 nNO.JPG,/pub/fotos/stations/06195 nNW.JPG,/pub/fotos/stations/thumbs/06195 nNW.JPG,/pub/fotos/stations/06195 nS.JPG,/pub/fotos/stations/thumbs/06195 nS.JPG,,,,,,,,,,
06:197,Stickstoffmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06197 nN.JPG,/pub/fotos/stations/thumbs/06197 nN.JPG,1,Leibnitz Lastenstraße,"Lastenstraße 12, Volksschule",Amt der Steiermärkischen Landesregierung,4.0,HMW,1,EPSG:31287,15.540555555555554,272,46.77833333333333,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/06197 nO.JPG,/pub/fotos/stations/06197 nO.JPG,/pub/fotos/stations/06197 nS.JPG,/pub/fotos/stations/thumbs/06197 nS.JPG,/pub/fotos/stations/06197 nW.JPG,/pub/fotos/stations/thumbs/06197 nW.JPG,,,,,,,,,,
07:2110,Stickstoffmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/072110 nN.JPG,/pub/fotos/stations/thumbs/072110 nN.JPG,1,Innsbruck Zentrum - Fallmerayerstraße,Fallmerayerstraße Ecke Maximilianstrasse,Amt der Tiroler Landesregierung,4.0,HMW,1,EPSG:31287,11.3923611,577,47.2626194,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/072110 nO.JPG,/pub/fotos/stations/072110 nO.JPG,/pub/fotos/stations/072110 nS.JPG,/pub/fotos/stations/thumbs/072110 nS.JPG,/pub/fotos/stations/072110 nW.JPG,/pub/fotos/stations/thumbs/072110 nW.JPG,,,,,,,,,,
07:2113,Stickstoffmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/072113 nN.JPG,/pub/fotos/stations/thumbs/072113 nN.JPG,1,Innsbruck Sadrach,Sadrach - Buttererbichl,Amt der Tiroler Landesregierung,5.0,HMW,1,EPSG:31287,11.3746611,678,47.2699028,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/072113 nO.JPG,/pub/fotos/stations/072113 nO.JPG,/pub/fotos/stations/072113 nS.JPG,/pub/fotos/stations/thumbs/072113 nS.JPG,/pub/fotos/stations/072113 nSO.JPG,/pub/fotos/stations/thumbs/072113 nSO.JPG,/pub/fotos/stations/thumbs/072113 nW.JPG,/pub/fotos/stations/072113 nW.JPG,,,,,,,,
07:2550,Stickstoffmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/072550 nN.JPG,/pub/fotos/stations/thumbs/072550 nN.JPG,1,Kundl A12 Inntal-Autobahn,"Inntalautobahn A12 km 25,12",Amt der Tiroler Landesregierung,5.0,HMW,1,EPSG:31287,11.958036,507,47.4689167,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/072550 nNO.jpg,/pub/fotos/stations/072550 nNO.jpg,/pub/fotos/stations/072550 nO.JPG,/pub/fotos/stations/thumbs/072550 nO.JPG,/pub/fotos/stations/072550 nS.JPG,/pub/fotos/stations/thumbs/072550 nS.JPG,/pub/fotos/stations/thumbs/072550 nW.JPG,/pub/fotos/stations/072550 nW.JPG,,,,,,,,
08:0503,Stickstoffmonoxid,5 Aug 2022 20:00:00 GMT+0100,/pub/fotos/stations/080503 nN.JPG,/pub/fotos/stations/thumbs/080503 nN.JPG,1,Sulzberg - Gmeind,Gmeind,Umweltinstitut des Landes Vorarlberg,4.0,HMW,1,EPSG:31287,9.9267,1020,47.5292,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/080503 nO.jpg,/pub/fotos/stations/080503 nO.jpg,/pub/fotos/stations/080503 nS.JPG,/pub/fotos/stations/thumbs/080503 nS.JPG,/pub/fotos/stations/080503 nSW.JPG,/pub/fotos/stations/thumbs/080503 nSW.JPG,,,,,,,,,,
08:0807,Stickstoffmonoxid,5 Aug 2022 20:00:00 GMT+0100,/pub/fotos/stations/080807 nS.jpg,/pub/fotos/stations/thumbs/080807 nS.jpg,1,Dornbirn Stadtstraße,"Stadtstrasse, gegenüber Stadtbad, nördl. Kapuzinerstraße",Umweltinstitut des Landes Vorarlberg,1.0,HMW,1,EPSG:31287,9.74344083333333,440,47.4100322222222,µg/m³,NOCLASS,,,,,,,,,,,,,,,,
09:A23,Stickstoffmonoxid,5 Aug 2022 22:00:00 GMT+0100,/pub/fotos/stations/09A23 nN.JPG,/pub/fotos/stations/thumbs/09A23 nN.JPG,1,A23 Südosttangente/Wehlistraße,"Wehlistraße 366, Gstr.Nr.2157/250",Gemeinde Wien - MA22 Umweltschutz,6.0,HMW,1,EPSG:31287,16.43455,162,48.20306,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/09A23 nNO.JPG,/pub/fotos/stations/09A23 nNO.JPG,/pub/fotos/stations/09A23 nNW.JPG,/pub/fotos/stations/thumbs/09A23 nNW.JPG,/pub/fotos/stations/09A23 nS.JPG,/pub/fotos/stations/thumbs/09A23 nS.JPG,/pub/fotos/stations/thumbs/09A23 nSO.JPG,/pub/fotos/stations/09A23 nSO.JPG,/pub/fotos/stations/09A23 nW.JPG,/pub/fotos/stations/thumbs/09A23 nW.JPG,,,,,,
09:BELG,Stickstoffmonoxid,5 Aug 2022 22:00:00 GMT+0100,/pub/fotos/stations/09BELG nN.JPG,/pub/fotos/stations/thumbs/09BELG nN.JPG,1,Belgradplatz,"Belgradplatz (Südostecke), Gstr.Nr. 816/252",Gemeinde Wien - MA22 Umweltschutz,4.0,HMW,1,EPSG:31287,16.3614172222222,218,48.1743530555556,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/09BELG nNW.JPG,/pub/fotos/stations/09BELG nNW.JPG,/pub/fotos/stations/09BELG nS.JPG,/pub/fotos/stations/thumbs/09BELG nS.JPG,/pub/fotos/stations/09BELG nW.JPG,/pub/fotos/stations/thumbs/09BELG nW.JPG,,,,,,,,,,
09:JAEG,Stickstoffmonoxid,5 Aug 2022 22:00:00 GMT+0100,/pub/fotos/stations/09JAEG nNO.JPG,/pub/fotos/stations/thumbs/09JAEG nNO.JPG,1,Hermannskogel,"Hermannskogel, Jägerwiese",Gemeinde Wien - MA22 Umweltschutz,4.0,HMW,1,EPSG:31287,16.2972,488,48.2702,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/09JAEG nO.JPG,/pub/fotos/stations/09JAEG nO.JPG,/pub/fotos/stations/09JAEG nS.JPG,/pub/fotos/stations/thumbs/09JAEG nS.JPG,/pub/fotos/stations/09JAEG nSW.JPG,/pub/fotos/stations/thumbs/09JAEG nSW.JPG,,,,,,,,,,
09:KE,Stickstoffmonoxid,5 Aug 2022 22:00:00 GMT+0100,/pub/fotos/stations/09KE nO.JPG,/pub/fotos/stations/thumbs/09KE nO.JPG,1,Kaiser-Ebersdorf,"Kaiserebersdorf, Alberner Straße 8 (Umspannwerk) (A4 160m)",Gemeinde Wien - MA22 Umweltschutz,4.0,HMW,1,EPSG:31287,16.476051,158,48.156708,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/09KE nSO.JPG,/pub/fotos/stations/09KE nSO.JPG,/pub/fotos/stations/09KE nSW.JPG,/pub/fotos/stations/thumbs/09KE nSW.JPG,/pub/fotos/stations/09KE nW.JPG,/pub/fotos/stations/thumbs/09KE nW.JPG,,,,,,,,,,
09:LIES,Stickstoffmonoxid,5 Aug 2022 22:00:00 GMT+0100,/pub/fotos/stations/09LIES nN.JPG,/pub/fotos/stations/thumbs/09LIES nN.JPG,1,Liesing - Carlberger-Gasse Gewerbegebiet,"Carlberger-Gasse 69 (Gst. Nr. 273/11, KG Erlaa)",Gemeinde Wien - MA22 Umweltschutz,4.0,HMW,1,EPSG:31287,16.30127778,211,48.14125,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/09LIES nNO.JPG,/pub/fotos/stations/09LIES nNO.JPG,/pub/fotos/stations/09LIES nSW.JPG,/pub/fotos/stations/thumbs/09LIES nSW.JPG,/pub/fotos/stations/09LIES nW.JPG,/pub/fotos/stations/thumbs/09LIES nW.JPG,,,,,,,,,,
09:MBA,Stickstoffmonoxid,5 Aug 2022 22:00:00 GMT+0100,/pub/fotos/stations/09MBA nO.JPG,/pub/fotos/stations/thumbs/09MBA nO.JPG,1,Hietzinger Kai,"Hietzinger Kai 1-3, Magistratisches Bezirksamt XIII, XIV",Gemeinde Wien - MA22 Umweltschutz,4.0,HMW,1,EPSG:31287,16.3000202777778,194,48.1883725,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/09MBA nS.JPG,/pub/fotos/stations/09MBA nS.JPG,/pub/fotos/stations/09MBA nSO.JPG,/pub/fotos/stations/thumbs/09MBA nSO.JPG,/pub/fotos/stations/09MBA nW.JPG,/pub/fotos/stations/thumbs/09MBA nW.JPG,,,,,,,,,,
09:SCHA,Stickstoffmonoxid,5 Aug 2022 22:00:00 GMT+0100,/pub/fotos/stations/09SCHA nN.JPG,/pub/fotos/stations/thumbs/09SCHA nN.JPG,1,Schafberg,"Schafbergbad, Josef Redl Gasse 2, Gstr.Nr. 698/4",Gemeinde Wien - MA22 Umweltschutz,3.0,HMW,1,EPSG:31287,16.301563,319,48.23537,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/09SCHA nSW.JPG,/pub/fotos/stations/09SCHA nSW.JPG,/pub/fotos/stations/09SCHA nW.JPG,/pub/fotos/stations/thumbs/09SCHA nW.JPG,,,,,,,,,,,,
10:ILL1,Stickstoffmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/10ILL1 nN.jpg,/pub/fotos/stations/thumbs/10ILL1 nN.jpg,1,Illmitz am Neusiedler See,Biologische Station Illmitz,Umweltbundesamt,9.0,HMW,1,EPSG:31287,16.76639,117,47.77028,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/10ILL1 nNO.JPG,/pub/fotos/stations/10ILL1 nNO.JPG,/pub/fotos/stations/10ILL1 nNW vom Dach der Biologischen Station.jpg,/pub/fotos/stations/thumbs/10ILL1 nNW vom Dach der Biologischen Station.jpg,/pub/fotos/stations/10ILL1 nNW.JPG,/pub/fotos/stations/thumbs/10ILL1 nNW.JPG,/pub/fotos/stations/thumbs/10ILL1 nO.jpg,/pub/fotos/stations/10ILL1 nO.jpg,/pub/fotos/stations/10ILL1 nS.jpg,/pub/fotos/stations/thumbs/10ILL1 nS.jpg,/pub/fotos/stations/thumbs/10ILL1 nSO.jpg,/pub/fotos/stations/10ILL1 nSO.jpg,/pub/fotos/stations/thumbs/10ILL1 nSW.jpg,/pub/fotos/stations/10ILL1 nSW.jpg,/pub/fotos/stations/thumbs/10ILL1 nW.jpg,/pub/fotos/stations/10ILL1 nW.jpg
10:ZOE2,Stickstoffmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/10ZOE2 nN.jpg,/pub/fotos/stations/thumbs/10ZOE2 nN.jpg,1,Zöbelboden im Reichraminger Hintergebirge - Wildwiese,"Zöbelboden, Wildwiese",Umweltbundesamt,4.0,HMW,1,EPSG:31287,14.44095,899,47.83828,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/10ZOE2 nO.jpg,/pub/fotos/stations/10ZOE2 nO.jpg,/pub/fotos/stations/10ZOE2 nS.jpg,/pub/fotos/stations/thumbs/10ZOE2 nS.jpg,/pub/fotos/stations/10ZOE2 nW.jpg,/pub/fotos/stations/thumbs/10ZOE2 nW.jpg,,,,,,,,,,
10:ZOE2,Stickstoffmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/10ZOE2 nN.jpg,/pub/fotos/stations/thumbs/10ZOE2 nN.jpg,2,Zöbelboden im Reichraminger Hintergebirge - Wildwiese,"Zöbelboden, Wildwiese",Umweltbundesamt,4.0,HMW,1,EPSG:31287,14.44095,899,47.83828,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/10ZOE2 nO.jpg,/pub/fotos/stations/10ZOE2 nO.jpg,/pub/fotos/stations/10ZOE2 nS.jpg,/pub/fotos/stations/thumbs/10ZOE2 nS.jpg,/pub/fotos/stations/10ZOE2 nW.jpg,/pub/fotos/stations/thumbs/10ZOE2 nW.jpg,,,,,,,,,,
03:0065,Stickstoffmonoxid,5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/030065 nN.JPG,/pub/fotos/stations/thumbs/030065 nN.JPG,1,"Purkersdorf, Tullnerbachstraße","Neukurkersdorf, Gemeindebauhof, Tullnerbachstraße (B44)",Amt der Niederösterreichischen Landesregierung,1.0,HMW,2,EPSG:31287,16.1434,260,48.1955,µg/m³,NOCLASS,,,,,,,,,,,,,,,,
03:0201,Stickstoffmonoxid,5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/030201 nN.JPG,/pub/fotos/stations/thumbs/030201 nN.JPG,1,"Bad Vöslau, Gainfarn","Kottingbrunner Straße, Gymnasium Gainfarn, Sportplatz",Amt der Niederösterreichischen Landesregierung,4.0,HMW,2,EPSG:31287,16.20573,265,47.9592,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/030201 nO.jpg,/pub/fotos/stations/030201 nO.jpg,/pub/fotos/stations/030201 nS.jpg,/pub/fotos/stations/thumbs/030201 nS.jpg,/pub/fotos/stations/030201 nW.jpg,/pub/fotos/stations/thumbs/030201 nW.jpg,,,,,,,,,,
03:0902,Stickstoffmonoxid,5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/030902 nS.jpg,/pub/fotos/stations/thumbs/030902 nS.jpg,1,"Stockerau, Rudolf Diesel-Straße","Rudolf Diesel-Straße 1, Tennisplatz",Amt der Niederösterreichischen Landesregierung,2.0,HMW,2,EPSG:31287,16.182222,175,48.385277,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/030902 nSO.JPG,/pub/fotos/stations/030902 nSO.JPG,,,,,,,,,,,,,,
03:2501,Stickstoffmonoxid,5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/032501 nN.JPG,/pub/fotos/stations/thumbs/032501 nN.JPG,1,Krems,"St.Paul-Gasse/Rechte Kremszeile 54, Sportplatz",Amt der Niederösterreichischen Landesregierung,4.0,HMW,2,EPSG:31287,15.619166,200,48.40861,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/032501 nS.jpg,/pub/fotos/stations/032501 nS.jpg,/pub/fotos/stations/032501 nSO.jpg,/pub/fotos/stations/thumbs/032501 nSO.jpg,/pub/fotos/stations/032501 nW.jpg,/pub/fotos/stations/thumbs/032501 nW.jpg,,,,,,,,,,
03:2604,Stickstoffmonoxid,5 Aug 2022 05:00:00 GMT+0100,/pub/fotos/stations/032604 nN.jpg,/pub/fotos/stations/thumbs/032604 nN.jpg,1,Kematen an der Ybbs,Gimpersdorf,Amt der Niederösterreichischen Landesregierung,4.0,HMW,2,EPSG:31287,14.772277777777779,330,48.04511111111111,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/032604 nO.jpg,/pub/fotos/stations/032604 nO.jpg,/pub/fotos/stations/032604 nS.jpg,/pub/fotos/stations/thumbs/032604 nS.jpg,/pub/fotos/stations/032604 nW.jpg,/pub/fotos/stations/thumbs/032604 nW.jpg,,,,,,,,,,
04:S125,Stickstoffmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/04S125 nNO.jpg,/pub/fotos/stations/thumbs/04S125 nNO.jpg,1,"Bad Ischl, Rettenbachwaldstraße",Rettenbachwaldstraße 5 (Holzplatz der Gemeinde),Amt der Oberösterreichischen Landesregierung,4.0,HMW,2,EPSG:31287,13.632222222222223,460,47.71611111111111,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/04S125 nNW.JPG,/pub/fotos/stations/04S125 nNW.JPG,/pub/fotos/stations/04S125 nSO.JPG,/pub/fotos/stations/thumbs/04S125 nSO.JPG,/pub/fotos/stations/04S125 nSW.jpg,/pub/fotos/stations/thumbs/04S125 nSW.jpg,,,,,,,,,,
04:S431,Stickstoffmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/04S431 nNW.jpg,/pub/fotos/stations/thumbs/04S431 nNW.jpg,1,Linz Römerberg B139,"Kapuzinerstraße B139, Parkplatz Klammstr.",Amt der Oberösterreichischen Landesregierung,4.0,HMW,2,EPSG:31287,14.28217,262,48.30299,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/04S431 nO.JPG,/pub/fotos/stations/04S431 nO.JPG,/pub/fotos/stations/04S431 nS.JPG,/pub/fotos/stations/thumbs/04S431 nS.JPG,/pub/fotos/stations/04S431 nW.jpg,/pub/fotos/stations/thumbs/04S431 nW.jpg,,,,,,,,,,
05:1500,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,/pub/fotos/stations/051500 nO.jpg,/pub/fotos/stations/thumbs/051500 nO.jpg,1,Salzburg Stadtautobahn A1,"Oberst Lepperdinger-Straße, Parkplatz Stadion Klessheim",Amt der Salzburger Landesregierung,1.0,HMW,2,EPSG:31287,13.000439,425,47.814861,µg/m³,NOCLASS,,,,,,,,,,,,,,,,
05:5019,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,/pub/fotos/stations/055019 nS.jpg,/pub/fotos/stations/thumbs/055019 nS.jpg,1,Zederhaus Lamm,Zederhaus Lamm,Amt der Salzburger Landesregierung,4.0,HMW,2,EPSG:31287,13.54318,1140,47.13378,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/055019 nSO.jpg,/pub/fotos/stations/055019 nSO.jpg,/pub/fotos/stations/055019 nSW.jpg,/pub/fotos/stations/thumbs/055019 nSW.jpg,/pub/fotos/stations/055019 nW.jpg,/pub/fotos/stations/thumbs/055019 nW.jpg,,,,,,,,,,
