,stationid,unit,compname,time,valueclass,MetaInfo_Name,MetaInfo_Owner,MetaInfo_Location,meantype,gml$Point_srsName,gml$Point_gml$coord_Z,gml$Point_gml$coord_X,gml$Point_gml$coord_Y,value,subzahl
72,06:145,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Kapfenberg St. Martin,Amt der Steiermärkischen Landesregierung,"St. Martin, Anton Buchalka-Straße 13, Ecke Friedhofweg",HMW,EPSG:31287,517,15.29032,47.44583333333333,12,1
73,06:172,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Graz Mitte Gries,Amt der Steiermärkischen Landesregierung,Platz der Freiwilligen Schützen,HMW,EPSG:31287,366,15.431945,47.06924,12,1
74,06:177,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Liezen Pyhrnbach,Amt der Steiermärkischen Landesregierung,Alte Gasse 12,HMW,EPSG:31287,649,14.244676,47.565439,12,1
75,06:179,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Hartberg Zentrum,Amt der Steiermärkischen Landesregierung,"F. Schmidt G., Sparkassenplatz, Parkplatz hinter Bahnhofstr.",HMW,EPSG:31287,349,15.971852,47.28286,12,1
76,06:195,µg/m³,Feinstaub (PM10),1660068000000000000,NOCLASS,Deutschlandsberg Rathausgasse,Amt der Steiermärkischen Landesregierung,"Rathausgasse 3, Arbeiterkammer",HMW,EPSG:31287,365,15.212777777777777,46.81388888888888,12,1
77,06:197,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Leibnitz Lastenstraße,Amt der Steiermärkischen Landesregierung,"Lastenstraße 12, Volksschule",HMW,EPSG:31287,272,15.540555555555554,46.77833333333333,12,1
78,09:A23,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,A23 Südosttangente/Wehlistraße,Gemeinde Wien - MA22 Umweltschutz,"Wehlistraße 366, Gstr.Nr.2157/250",HMW,EPSG:31287,162,16.43455,48.20306,12,1
79,09:LAA,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Laaer Berg,Gemeinde Wien - MA22 Umweltschutz,"Laaer Berg, Theodor Sickel-Gasse 1",HMW,EPSG:31287,251,16.3929202777778,48.1610363888889,12,1
80,09:SCHA,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Schafberg,Gemeinde Wien - MA22 Umweltschutz,"Schafbergbad, Josef Redl Gasse 2, Gstr.Nr. 698/4",HMW,EPSG:31287,319,16.301563,48.23537,12,1
81,01:0003,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Kittsee,Amt der Burgenländischen Landesregierung,Neurisse - Brunnenfeld ,HMW,EPSG:31287,136,17.0703159,48.1091532,13,1
82,03:0599,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Klosterneuburg B14 (Bahnhof Klosterneuburg-Kierling),Amt der Niederösterreichischen Landesregierung,Parkplatz Bahnhof Klosterneuburg-Kierling,HMW,EPSG:31287,170,16.3279444,48.30822222,13,1
83,03:1401,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Mödling Bachgasse,Amt der Niederösterreichischen Landesregierung,Untere Bachgasse (Park vor Schule),HMW,EPSG:31287,215,16.3022222,48.0861111,13,1
84,03:1902,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Zwentendorf im Tullnerfeld,Amt der Niederösterreichischen Landesregierung,"Zwentendorf, Lindenplatz Freiwillige Feuerwehr Zwentendorf",HMW,EPSG:31287,200,15.90706,48.34509,13,1
85,03:2401,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Wiener Neustadt,Amt der Niederösterreichischen Landesregierung,Neuklosterwiese Sportplatz,HMW,EPSG:31287,265,16.255,47.81416667,13,1
86,03:2604,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Kematen an der Ybbs,Amt der Niederösterreichischen Landesregierung,Gimpersdorf,HMW,EPSG:31287,330,14.772277777777779,48.04511111111111,13,1
87,04:S173,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,"Steyregg Au, Freizeitpark",Amt der Oberösterreichischen Landesregierung,"Altau, Freizeitpark, Am See 2",HMW,EPSG:31287,250,14.3665,48.27975,13,2
88,05:1066,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Salzburg Mirabellplatz,Amt der Salzburger Landesregierung,Mirabellplatz,HMW,EPSG:31287,430,13.043333,47.8055556,13,1
89,06:036,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Graz Lustbühel,Amt der Steiermärkischen Landesregierung,Observatorium Schloss Lustbühel,HMW,EPSG:31287,473,15.493688888888888,47.067011111111114,13,1
90,06:118,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,"Judenburg, Sportplatz",Amt der Steiermärkischen Landesregierung,"Stadionstraße, südlich des Sportplatzes",HMW,EPSG:31287,715,14.676666666666666,47.17833333333333,13,1
91,06:191,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Gratwein,Amt der Steiermärkischen Landesregierung,Aufeldstraße,HMW,EPSG:31287,382,15.3232,47.1357,13,1
92,09:FLO,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Floridsdorf,Gemeinde Wien - MA22 Umweltschutz,"Floridsdorf, Gerichtsgasse 1a (Prager Str. 65m)",HMW,EPSG:31287,164,16.396954,48.261086,13,1
93,09:STAD,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Stadlau,Gemeinde Wien - MA22 Umweltschutz,"Hausgrundweg 23, Gstr. 254/1",HMW,EPSG:31287,159,16.458345,48.226360833333,13,1
94,03:2302,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,St. Pölten Europaplatz,Amt der Niederösterreichischen Landesregierung,Europaplatz,HMW,EPSG:31287,271,15.6204,48.2013,14,1
95,04:S184,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,"Linz Stadtpark, Noßbergerstraße",Amt der Oberösterreichischen Landesregierung,"Noßbergerstraße, hinter Museumstraße 34a",HMW,EPSG:31287,260,14.297502777777778,48.30611944444444,14,2
96,05:1000,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Salzburg Rudolfsplatz,Amt der Salzburger Landesregierung,Rudolfsplatz (Grünfläche in der Mitte),HMW,EPSG:31287,425,13.05329,47.7974,14,1
97,05:1500,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Salzburg Stadtautobahn A1,Amt der Salzburger Landesregierung,"Oberst Lepperdinger-Straße, Parkplatz Stadion Klessheim",HMW,EPSG:31287,425,13.000439,47.814861,14,1
98,05:2000,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Hallein B159 Kreisverkehr Salzachtalstr./Europastr.,Amt der Salzburger Landesregierung,"Kreisverkehr Hagerkreuzung, S-Seite",HMW,EPSG:31287,440,13.09995,47.68259,14,1
99,09:BELG,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Belgradplatz,Gemeinde Wien - MA22 Umweltschutz,"Belgradplatz (Südostecke), Gstr.Nr. 816/252",HMW,EPSG:31287,218,16.3614172222222,48.1743530555556,14,1
100,01:0007,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Pöttelsdorf,Amt der Burgenländischen Landesregierung,Berggasse,HMW,EPSG:31287,214,16.434389,47.749044,15,1
101,03:1905,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Neusiedl im Tullnerfeld,Amt der Niederösterreichischen Landesregierung,Neusiedl im Tullnerfeld,HMW,EPSG:31287,182,15.96666667,48.32222222,15,1
102,06:138,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Graz Nord Gösting,Amt der Steiermärkischen Landesregierung,"Graz Nord, Josef Ornig-Strasse 16, Umspannwerk, Sportplatz",HMW,EPSG:31287,355,15.4151111111111,47.0943611111,15,1
103,06:194,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Mürzzuschlag Roseggerpark,Amt der Steiermärkischen Landesregierung,"Roseggerpark, Waldgasse/Roseggergasse",HMW,EPSG:31287,679,15.673055555555555,47.60472222222222,15,1
104,07:2821,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,"Vomp A12 Inntalautobahn, Raststätte",Amt der Tiroler Landesregierung,"A12, 100 m östl. der Autobahnraststätte",HMW,EPSG:31287,557,11.692028,47.348774,15,1
105,08:1919,µg/m³,Feinstaub (PM10),1660068000000000000,NOCLASS,Feldkirch Bärenkreuzung,Umweltinstitut des Landes Vorarlberg,Bärenkreuzung L53/L191/L190 (3m von L53),HMW,EPSG:31287,460,9.59745,47.23915,15,1
106,10:KLH1,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Klöch bei Bad Radkersburg,Umweltbundesamt,"Seindl, Dissay-Weg",HMW,EPSG:31287,415,15.95632,46.7672,15,2
107,01:0004,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Bad Sauerbrunn,Amt der Burgenländischen Landesregierung,Freiwillige Feuerwehr,HMW,EPSG:31287,254,16.32875,47.77907,16,1
108,03:0701,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Ziersdorf,Amt der Niederösterreichischen Landesregierung,Kläranlage Jubiläumssiedlung,HMW,EPSG:31287,230,15.94185,48.52832,16,1
109,04:S406,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Wels Linzerstraße,Amt der Oberösterreichischen Landesregierung,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137",HMW,EPSG:31287,316,14.0366,48.1649,16,2
110,05:2300,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Hallein A10 Tauernautobahn,Amt der Salzburger Landesregierung,"westlich A10, Brücke Almbach - Brücke Wiestaler Straße",HMW,EPSG:31287,445,13.10815,47.69135,16,1
111,06:119,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Knittelfeld Parkstraße,Amt der Steiermärkischen Landesregierung,"Parkstraße, Pestalozzistraße",HMW,EPSG:31287,635,14.825277777777778,47.21037,16,1
112,03:0302,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Stixneusiedl,Amt der Niederösterreichischen Landesregierung,"Stixneusiedl, Hochbehälter Viehtrift",HMW,EPSG:31287,235,16.675289,48.05004,17,1
113,03:0902,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,"Stockerau, Rudolf Diesel-Straße",Amt der Niederösterreichischen Landesregierung,"Rudolf Diesel-Straße 1, Tennisplatz",HMW,EPSG:31287,175,16.182222,48.385277,17,1
114,04:S217,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Enns Kristein 3 - A1 Westautobahn,Amt der Oberösterreichischen Landesregierung,"Ental 4, Autobahn A1, Abfahrt B309, Eckmayer-Mühle",HMW,EPSG:31287,255,14.436944444444444,48.20944444444445,17,2
115,06:151,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Bockberg,Amt der Steiermärkischen Landesregierung,"Bockbergweg, Jöbstl-Arbeiter",HMW,EPSG:31287,449,15.495833333333331,46.87138888888889,17,1
116,07:2519,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Brixlegg Innweg,Amt der Tiroler Landesregierung,"Innweg, nördöstlich Gebäude Innweg 16 a",HMW,EPSG:31287,519,11.8718028,47.4285528,17,1
117,03:1903,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Trasdorf im Tullnerfeld,Amt der Niederösterreichischen Landesregierung,Kaindorfer Straße,HMW,EPSG:31287,192,15.8578,48.331,18,1
118,06:114,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Zeltweg Hauptschule,Amt der Steiermärkischen Landesregierung,"Feldgasse, Hauptschule",HMW,EPSG:31287,675,14.753333,47.1925,18,1
119,06:156,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Masenberg,Amt der Steiermärkischen Landesregierung,"Masenberg, Sender oberhalb von Waldhansl",HMW,EPSG:31287,1180,15.882222,47.34806,18,1
120,06:164,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Graz Don Bosco,Amt der Steiermärkischen Landesregierung,"Don-Bosco-Kirche, Kreuzung Kärntnerstraße - Alte Poststraße",HMW,EPSG:31287,358,15.416603,47.055611,18,1
121,07:2227,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Hall in Tirol Untere Lend,Amt der Tiroler Landesregierung,Parkplatz beim Sportplatz Untere Lend,HMW,EPSG:31287,558,11.512497,47.27807,18,1
122,06:198,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Fürstenfeld Ungartorweg,Amt der Steiermärkischen Landesregierung,Hauptschule Schillerplatz 2,HMW,EPSG:31287,276,16.07905,47.04735,19,1
123,03:2501,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Krems,Amt der Niederösterreichischen Landesregierung,"St.Paul-Gasse/Rechte Kremszeile 54, Sportplatz",HMW,EPSG:31287,200,15.619166,48.40861,20,1
124,09:KE,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Kaiser-Ebersdorf,Gemeinde Wien - MA22 Umweltschutz,"Kaiserebersdorf, Alberner Straße 8 (Umspannwerk) (A4 160m)",HMW,EPSG:31287,158,16.476051,48.156708,20,1
125,06:171,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Graz Ost Petersgasse,Amt der Steiermärkischen Landesregierung,"Petersgasse, gegenüber Eisteichgasse",HMW,EPSG:31287,366,15.46665,47.05952,21,1
126,01:0002,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Oberschützen,Amt der Burgenländischen Landesregierung,"Schützenstraße 85, Wirtschaftshof der Gemeinde ",HMW,EPSG:31287,344,16.207863,47.339926,29,1
127,06:143,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Leoben Zentrum,Amt der Steiermärkischen Landesregierung,"Roseggerstraße, hinter Stadtkai, Altersheim, Josefinum",HMW,EPSG:31287,543,15.0889,47.3823,78,1
0,02:WO15,µg/m³,Feinstaub (PM2.5),1660068000000000000,NOCLASS,Wolfsberg Hauptschule,Amt der Kärntner Landesregierung,"Hauptschule, Klagenfurter Str. (B70), Hans Schreiber-Str. 1",HMW,EPSG:31287,460,14.84346,46.834975,0,1
1,06:170,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Graz Süd Tiergartenweg,Amt der Steiermärkischen Landesregierung,"Tiergartenweg 10, Ecke Herrgotwiesgasse 190 (B67: 250m)",HMW,EPSG:31287,345,15.43308,47.04172,1,1
2,06:176,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,B116 (Bruck an der Mur),Amt der Steiermärkischen Landesregierung,Wiener Straße 77,HMW,EPSG:31287,504,15.270528,47.425667,1,1
3,03:0407,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Groß-Enzersdorf - Glinzendorf,Amt der Niederösterreichischen Landesregierung,L3010 zwischen Glinzendorf und Rutzendorf,HMW,EPSG:31287,150,16.63638889,48.230833333,2,1
4,03:1413,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Wiener Neudorf Hauptstraße,Amt der Niederösterreichischen Landesregierung,Abfallwirtschaftszentrum,HMW,EPSG:31287,210,16.329,48.0843,2,1
5,03:1901,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Tulln Leopoldgasse,Amt der Niederösterreichischen Landesregierung,"Leopoldgasse 17, am Friedhof bei Grottenthalgasse",HMW,EPSG:31287,178,16.0625,48.329445,2,1
6,03:0101,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Amstetten,Amt der Niederösterreichischen Landesregierung,"Anzengruberstraße, Parkplatz vor der Schule",HMW,EPSG:31287,270,14.8788,48.1199,3,1
7,03:0104,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,"St. Valentin A1, Buchenstraße",Amt der Niederösterreichischen Landesregierung,"Attenhofen, Buchenstraße/Kaufpark",HMW,EPSG:31287,265,14.51954,48.19234,3,1
8,03:0201,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,"Bad Vöslau, Gainfarn",Amt der Niederösterreichischen Landesregierung,"Kottingbrunner Straße, Gymnasium Gainfarn, Sportplatz",HMW,EPSG:31287,265,16.20573,47.9592,3,1
9,03:0301,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Hainburg Krankenhaus,Amt der Niederösterreichischen Landesregierung,"Parkplatz Bezirkskrankenhaus, Florianistraße",HMW,EPSG:31287,180,16.95787,48.1442,3,1
10,03:0401,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Gänserndorf Baumschulweg,Amt der Niederösterreichischen Landesregierung,Baumschulweg,HMW,EPSG:31287,161,16.729445,48.33472,3,1
11,03:0502,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Heidenreichstein Thaures,Amt der Niederösterreichischen Landesregierung,Thaures,HMW,EPSG:31287,570,15.04666667,48.8786111,3,1
12,03:0599,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Klosterneuburg B14 (Bahnhof Klosterneuburg-Kierling),Amt der Niederösterreichischen Landesregierung,Parkplatz Bahnhof Klosterneuburg-Kierling,HMW,EPSG:31287,170,16.3279444,48.30822222,3,1
13,03:1301,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Mistelbach Steinhübel,Amt der Niederösterreichischen Landesregierung,Hochbehälter Steinhübel,HMW,EPSG:31287,250,16.5788,48.57832,3,1
14,03:1401,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Mödling Bachgasse,Amt der Niederösterreichischen Landesregierung,Untere Bachgasse (Park vor Schule),HMW,EPSG:31287,215,16.3022222,48.0861111,3,1
15,03:1902,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Zwentendorf im Tullnerfeld,Amt der Niederösterreichischen Landesregierung,"Zwentendorf, Lindenplatz Freiwillige Feuerwehr Zwentendorf",HMW,EPSG:31287,200,15.90706,48.34509,3,1
16,03:2301,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,St. Pölten Eybnerstraße,Amt der Niederösterreichischen Landesregierung,"Eybnerstraße, hinter D. Gran-Str. 16, Sportpl. Sonderschule",HMW,EPSG:31287,270,15.6325,48.2116,3,1
17,03:2302,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,St. Pölten Europaplatz,Amt der Niederösterreichischen Landesregierung,Europaplatz,HMW,EPSG:31287,271,15.6204,48.2013,3,1
18,03:2701,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,"Schwechat Sportplatz, Mühlgasse",Amt der Niederösterreichischen Landesregierung,"Phönix-Sportplatz, Mühlgasse/Radetzkystraße",HMW,EPSG:31287,155,16.474444444444444,48.144999999999996,3,1
19,09:AKC,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,AKH,Gemeinde Wien - MA22 Umweltschutz,"Allgemeines Krankenhaus, Ostringweg (zwischen Gebäuden BT25)",HMW,EPSG:31287,184,16.349818,48.21911,3,1
20,09:A23,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,A23 Südosttangente/Wehlistraße,Gemeinde Wien - MA22 Umweltschutz,"Wehlistraße 366, Gstr.Nr.2157/250",HMW,EPSG:31287,162,16.43455,48.20306,3,1
21,09:BELG,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Belgradplatz,Gemeinde Wien - MA22 Umweltschutz,"Belgradplatz (Südostecke), Gstr.Nr. 816/252",HMW,EPSG:31287,218,16.3614172222222,48.1743530555556,3,1
22,09:FLO,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Floridsdorf,Gemeinde Wien - MA22 Umweltschutz,"Floridsdorf, Gerichtsgasse 1a (Prager Str. 65m)",HMW,EPSG:31287,164,16.396954,48.261086,3,1
23,09:KEND,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Kendlerstraße,Gemeinde Wien - MA22 Umweltschutz,Kendlerstraße 40 (Umspannwerk),HMW,EPSG:31287,236,16.30975,48.205,3,1
24,09:LAA,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Laaer Berg,Gemeinde Wien - MA22 Umweltschutz,"Laaer Berg, Theodor Sickel-Gasse 1",HMW,EPSG:31287,251,16.3929202777778,48.1610363888889,3,1
25,09:LIES,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Liesing - Carlberger-Gasse Gewerbegebiet,Gemeinde Wien - MA22 Umweltschutz,"Carlberger-Gasse 69 (Gst. Nr. 273/11, KG Erlaa)",HMW,EPSG:31287,211,16.30127778,48.14125,3,1
26,09:LOB,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Lobau,Gemeinde Wien - MA22 Umweltschutz,Lobau Grundwasserwerk,HMW,EPSG:31287,155,16.5256138888889,48.1620694444444,3,1
27,09:SCHA,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Schafberg,Gemeinde Wien - MA22 Umweltschutz,"Schafbergbad, Josef Redl Gasse 2, Gstr.Nr. 698/4",HMW,EPSG:31287,319,16.301563,48.23537,3,1
28,09:STAD,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Stadlau,Gemeinde Wien - MA22 Umweltschutz,"Hausgrundweg 23, Gstr. 254/1",HMW,EPSG:31287,159,16.458345,48.226360833333,3,1
29,09:TAB,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Taborstraße,Gemeinde Wien - MA22 Umweltschutz,Ecke Taborstraße - Glockengasse,HMW,EPSG:31287,162,16.3809180555556,48.2167394444444,3,1
30,10:ILL1,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Illmitz am Neusiedler See,Umweltbundesamt,Biologische Station Illmitz,HMW,EPSG:31287,117,16.76639,47.77028,3,2
31,10:PIL1,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Pillersdorf bei Retz,Umweltbundesamt,Am Öhlberg,HMW,EPSG:31287,315,15.93595,48.7212,3,2
32,10:ZOE2,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Zöbelboden im Reichraminger Hintergebirge - Wildwiese,Umweltbundesamt,"Zöbelboden, Wildwiese",HMW,EPSG:31287,899,14.44095,47.83828,3,2
33,02:KA21,µg/m³,Feinstaub (PM2.5),1660068000000000000,NOCLASS,Klagenfurt Völkermarkter Straße,Amt der Kärntner Landesregierung,Völkermarkter Straße Ecke Enzenbergstraße,HMW,EPSG:31287,445,14.31806,46.62556,4,1
34,03:1903,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Trasdorf im Tullnerfeld,Amt der Niederösterreichischen Landesregierung,Kaindorfer Straße,HMW,EPSG:31287,192,15.8578,48.331,4,1
35,04:S108,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Grünbach bei Freistadt,Amt der Oberösterreichischen Landesregierung,Oberrauchenödt Kirche St. Michael,HMW,EPSG:31287,918,14.574722222222,48.53111111,4,1
36,04:S125,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,"Bad Ischl, Rettenbachwaldstraße",Amt der Oberösterreichischen Landesregierung,Rettenbachwaldstraße 5 (Holzplatz der Gemeinde),HMW,EPSG:31287,460,13.632222222222223,47.71611111111111,4,1
37,04:S156,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,"Braunau Zentrum, Kolpingplatz",Amt der Oberösterreichischen Landesregierung,"Kolpingplatz, Ecke Ringstraße 23 (Parkplatz Sonderschule)",HMW,EPSG:31287,350,13.03923,48.257474,4,1
38,04:S184,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,"Linz Stadtpark, Noßbergerstraße",Amt der Oberösterreichischen Landesregierung,"Noßbergerstraße, hinter Museumstraße 34a",HMW,EPSG:31287,260,14.297502777777778,48.30611944444444,4,1
39,04:S217,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Enns Kristein 3 - A1 Westautobahn,Amt der Oberösterreichischen Landesregierung,"Ental 4, Autobahn A1, Abfahrt B309, Eckmayer-Mühle",HMW,EPSG:31287,255,14.436944444444444,48.20944444444445,4,1
40,04:S404,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Traun Tischlerstraße,Amt der Oberösterreichischen Landesregierung,Tischlerstrasse Kindergarten,HMW,EPSG:31287,274,14.23755,48.22535,4,1
41,04:S409,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Steyr Münichholz,Amt der Oberösterreichischen Landesregierung,"Siedlung Münichholz, Holzstrasse, Karl Punzer-Straße 1",HMW,EPSG:31287,305,14.442777777777777,48.04944444444444,4,1
42,04:S415,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Linz 24er Turm A7,Amt der Oberösterreichischen Landesregierung,Heilhammerweg 54 (nahe VÖEST-Brücke der Autobahn),HMW,EPSG:31287,255,14.2977778,48.323333,4,1
43,04:S416,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Linz Neue Welt,Amt der Oberösterreichischen Landesregierung,"Wiener Straße 233, Straßenbahnstation Neue Welt",HMW,EPSG:31287,265,14.31479,48.27329,4,1
44,04:S432,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Lenzing Hauptstraße,Amt der Oberösterreichischen Landesregierung,Park Hauptstraße/Stefan Fadinger-Straße,HMW,EPSG:31287,485,13.60892,47.97386,4,1
45,05:6072,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Zell am See Freizeitzentrum/Eishalle,Amt der Salzburger Landesregierung,"Freizeitzentrum, Steinergasse",HMW,EPSG:31287,775,12.795124,47.32664,4,1
46,06:178,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Weiz Bahnhofstraße,Amt der Steiermärkischen Landesregierung,Bahnhofstraße 7,HMW,EPSG:31287,459,15.628392,47.215703,4,1
47,09:GAUD,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Gaudenzdorf,Gemeinde Wien - MA22 Umweltschutz,"Umspannwerk Gaudenzdorfer Gürtel, Dunklerg. 1-7/O. Perl-Weg",HMW,EPSG:31287,179,16.3393311111111,48.1871469444444,4,1
48,09:KE,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Kaiser-Ebersdorf,Gemeinde Wien - MA22 Umweltschutz,"Kaiserebersdorf, Alberner Straße 8 (Umspannwerk) (A4 160m)",HMW,EPSG:31287,158,16.476051,48.156708,4,1
49,10:ENK1,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Enzenkirchen im Sauwald,Umweltbundesamt,"Kriegen, Kapelle",HMW,EPSG:31287,525,13.67085,48.39167,4,2
50,01:0001,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Eisenstadt Laschoberstraße,Amt der Burgenländischen Landesregierung,"Laschoberstraße, östlich Kreisverkehr Ruster Straße",HMW,EPSG:31287,165,16.52617,47.8401138,5,1
51,03:1905,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,Neusiedl im Tullnerfeld,Amt der Niederösterreichischen Landesregierung,Neusiedl im Tullnerfeld,HMW,EPSG:31287,182,15.96666667,48.32222222,5,1
52,04:S173,µg/m³,Feinstaub (PM2.5),1660069800000000000,NOCLASS,"Steyregg Au, Freizeitpark",Amt der Oberösterreichischen Landesregierung,"Altau, Freizeitpark, Am See 2",HMW,EPSG:31287,250,14.3665,48.27975,5,1
53,04:S235,µg/m³,Feinstaub (PM2.5),1660068000000000000,NOCLASS,Feuerkogel (Höllengebirge),Amt der Oberösterreichischen Landesregierung,Feuerkogel 3,HMW,EPSG:31287,1602,13.720737,47.815855,5,1
