,stationid,unit,compname,time,valueclass,MetaInfo_Name,MetaInfo_Owner,MetaInfo_Location,meantype,gml$Point_srsName,gml$Point_gml$coord_Z,gml$Point_gml$coord_X,gml$Point_gml$coord_Y,value,subzahl
58,01:0007,µg/m³,Stickstoffdioxid,1660069800000000000,1,Pöttelsdorf,Amt der Burgenländischen Landesregierung,Berggasse,HMW,EPSG:31287,214,16.434389,47.749044,4,1
59,02:SP10,µg/m³,Stickstoffdioxid,1660068000000000000,1,Obervellach Schulzentrum,Amt der Kärntner Landesregierung,"Schulzentrum Obervellach-West 27, Dürnvellach",HMW,EPSG:31287,686,13.194533,46.935,4,1
60,03:0104,µg/m³,Stickstoffdioxid,1660069800000000000,1,"St. Valentin A1, Buchenstraße",Amt der Niederösterreichischen Landesregierung,"Attenhofen, Buchenstraße/Kaufpark",HMW,EPSG:31287,265,14.51954,48.19234,4,1
61,03:0301,µg/m³,Stickstoffdioxid,1660069800000000000,1,Hainburg Krankenhaus,Amt der Niederösterreichischen Landesregierung,"Parkplatz Bezirkskrankenhaus, Florianistraße",HMW,EPSG:31287,180,16.95787,48.1442,4,1
62,03:0401,µg/m³,Stickstoffdioxid,1660069800000000000,1,Gänserndorf Baumschulweg,Amt der Niederösterreichischen Landesregierung,Baumschulweg,HMW,EPSG:31287,161,16.729445,48.33472,4,1
63,03:1406,µg/m³,Stickstoffdioxid,1660068000000000000,1,Biedermannsdorf Mühlengasse,Amt der Niederösterreichischen Landesregierung,Mühlengasse 49,HMW,EPSG:31287,188,16.33722222222222,48.083333333333336,4,1
64,03:1701,µg/m³,Stickstoffdioxid,1660069800000000000,1,Dunkelsteinerwald - Unterbergern,Amt der Niederösterreichischen Landesregierung,Unterbergern Bäckerberg,HMW,EPSG:31287,320,15.54583333,48.370278,4,1
65,03:2702,µg/m³,Stickstoffdioxid,1660069800000000000,1,"Mannswörth bei Schwechat, Danubiastraße/A4",Amt der Niederösterreichischen Landesregierung,"Danubiastraße, Brücke A4",HMW,EPSG:31287,159,16.51111,48.145,4,1
66,05:1200,µg/m³,Stickstoffdioxid,1660069800000000000,1,"Salzburg Lehener Park, Franz Martin-Straße 1",Amt der Salzburger Landesregierung,Franz Martin-Straße 1,HMW,EPSG:31287,420,13.03488,47.81565,4,1
67,05:5032,µg/m³,Stickstoffdioxid,1660069800000000000,1,Tamsweg Untere Postgasse,Amt der Salzburger Landesregierung,Parkplatz Untere Postgasse 2,HMW,EPSG:31287,1025,13.80804,47.12566,4,1
68,06:119,µg/m³,Stickstoffdioxid,1660069800000000000,1,Knittelfeld Parkstraße,Amt der Steiermärkischen Landesregierung,"Parkstraße, Pestalozzistraße",HMW,EPSG:31287,635,14.825277777777778,47.21037,4,1
69,06:139,µg/m³,Stickstoffdioxid,1660069800000000000,1,Graz West - Eggenberg,Amt der Steiermärkischen Landesregierung,"Gaswerkstrasse 13, Bez. Eggenberg",HMW,EPSG:31287,370,15.404388,47.069443,4,1
70,06:170,µg/m³,Stickstoffdioxid,1660069800000000000,1,Graz Süd Tiergartenweg,Amt der Steiermärkischen Landesregierung,"Tiergartenweg 10, Ecke Herrgotwiesgasse 190 (B67: 250m)",HMW,EPSG:31287,345,15.43308,47.04172,4,1
71,06:178,µg/m³,Stickstoffdioxid,1660069800000000000,1,Weiz Bahnhofstraße,Amt der Steiermärkischen Landesregierung,Bahnhofstraße 7,HMW,EPSG:31287,459,15.628392,47.215703,4,1
72,06:195,µg/m³,Stickstoffdioxid,1660068000000000000,1,Deutschlandsberg Rathausgasse,Amt der Steiermärkischen Landesregierung,"Rathausgasse 3, Arbeiterkammer",HMW,EPSG:31287,365,15.212777777777777,46.81388888888888,4,1
73,07:2113,µg/m³,Stickstoffdioxid,1660069800000000000,1,Innsbruck Sadrach,Amt der Tiroler Landesregierung,Sadrach - Buttererbichl,HMW,EPSG:31287,678,11.3746611,47.2699028,4,1
74,03:0403,µg/m³,Stickstoffdioxid,1660069800000000000,1,Wolkersdorf,Amt der Niederösterreichischen Landesregierung,Hochbehälter Breitenkreuz,HMW,EPSG:31287,260,16.522,48.3929,5,1
75,03:0902,µg/m³,Stickstoffdioxid,1660069800000000000,1,"Stockerau, Rudolf Diesel-Straße",Amt der Niederösterreichischen Landesregierung,"Rudolf Diesel-Straße 1, Tennisplatz",HMW,EPSG:31287,175,16.182222,48.385277,5,1
76,03:2701,µg/m³,Stickstoffdioxid,1660069800000000000,1,"Schwechat Sportplatz, Mühlgasse",Amt der Niederösterreichischen Landesregierung,"Phönix-Sportplatz, Mühlgasse/Radetzkystraße",HMW,EPSG:31287,155,16.474444444444444,48.144999999999996,5,1
77,04:S404,µg/m³,Stickstoffdioxid,1660069800000000000,1,Traun Tischlerstraße,Amt der Oberösterreichischen Landesregierung,Tischlerstrasse Kindergarten,HMW,EPSG:31287,274,14.23755,48.22535,5,1
78,05:6072,µg/m³,Stickstoffdioxid,1660069800000000000,1,Zell am See Freizeitzentrum/Eishalle,Amt der Salzburger Landesregierung,"Freizeitzentrum, Steinergasse",HMW,EPSG:31287,775,12.795124,47.32664,5,1
79,06:176,µg/m³,Stickstoffdioxid,1660069800000000000,1,B116 (Bruck an der Mur),Amt der Steiermärkischen Landesregierung,Wiener Straße 77,HMW,EPSG:31287,504,15.270528,47.425667,5,1
80,07:2315,µg/m³,Stickstoffdioxid,1660069800000000000,1,Imst Inntalautobahn A12,Amt der Tiroler Landesregierung,"Inntalautobahn A12 km 132,56",HMW,EPSG:31287,719,10.7357167,47.2169472,5,1
81,07:2538,µg/m³,Stickstoffdioxid,1660069800000000000,1,Kramsach Angerberg,Amt der Tiroler Landesregierung,"Voldöp, Angerberg",HMW,EPSG:31287,602,11.90995,47.458717,5,1
82,09:FLO,µg/m³,Stickstoffdioxid,1660069800000000000,1,Floridsdorf,Gemeinde Wien - MA22 Umweltschutz,"Floridsdorf, Gerichtsgasse 1a (Prager Str. 65m)",HMW,EPSG:31287,164,16.396954,48.261086,5,1
83,09:LIES,µg/m³,Stickstoffdioxid,1660069800000000000,1,Liesing - Carlberger-Gasse Gewerbegebiet,Gemeinde Wien - MA22 Umweltschutz,"Carlberger-Gasse 69 (Gst. Nr. 273/11, KG Erlaa)",HMW,EPSG:31287,211,16.30127778,48.14125,5,1
84,10:KLH1,µg/m³,Stickstoffdioxid,1660069800000000000,1,Klöch bei Bad Radkersburg,Umweltbundesamt,"Seindl, Dissay-Weg",HMW,EPSG:31287,415,15.95632,46.7672,5,1
85,03:1204,µg/m³,Stickstoffdioxid,1660069800000000000,1,Pöchlarn,Amt der Niederösterreichischen Landesregierung,"Brunnenschutzgebiet, Donauuferpromenade",HMW,EPSG:31287,216,15.205,48.21275,6,1
86,03:1401,µg/m³,Stickstoffdioxid,1660069800000000000,1,Mödling Bachgasse,Amt der Niederösterreichischen Landesregierung,Untere Bachgasse (Park vor Schule),HMW,EPSG:31287,215,16.3022222,48.0861111,6,1
87,03:2501,µg/m³,Stickstoffdioxid,1660069800000000000,1,Krems,Amt der Niederösterreichischen Landesregierung,"St.Paul-Gasse/Rechte Kremszeile 54, Sportplatz",HMW,EPSG:31287,200,15.619166,48.40861,6,1
88,05:4057,µg/m³,Stickstoffdioxid,1660069800000000000,1,"St. Johann im Pongau, Bezirkshauptmannschaft",Amt der Salzburger Landesregierung,"Bezirkshauptmannschaft, Hauptstraße 1",HMW,EPSG:31287,620,13.205556,47.351387,6,1
89,06:198,µg/m³,Stickstoffdioxid,1660069800000000000,1,Fürstenfeld Ungartorweg,Amt der Steiermärkischen Landesregierung,Hauptschule Schillerplatz 2,HMW,EPSG:31287,276,16.07905,47.04735,6,1
90,07:2530,µg/m³,Stickstoffdioxid,1660069800000000000,1,Wörgl Stelzhamerstraße,Amt der Tiroler Landesregierung,Josef Stelzhamer-Straße / Joseph Haydn-Straße 4,HMW,EPSG:31287,508,12.066633,47.4885583,6,1
91,01:0001,µg/m³,Stickstoffdioxid,1660069800000000000,1,Eisenstadt Laschoberstraße,Amt der Burgenländischen Landesregierung,"Laschoberstraße, östlich Kreisverkehr Ruster Straße",HMW,EPSG:31287,165,16.52617,47.8401138,7,1
92,02:WO15,µg/m³,Stickstoffdioxid,1660068000000000000,1,Wolfsberg Hauptschule,Amt der Kärntner Landesregierung,"Hauptschule, Klagenfurter Str. (B70), Hans Schreiber-Str. 1",HMW,EPSG:31287,460,14.84346,46.834975,7,1
93,04:S184,µg/m³,Stickstoffdioxid,1660069800000000000,1,"Linz Stadtpark, Noßbergerstraße",Amt der Oberösterreichischen Landesregierung,"Noßbergerstraße, hinter Museumstraße 34a",HMW,EPSG:31287,260,14.297502777777778,48.30611944444444,7,1
94,04:S406,µg/m³,Stickstoffdioxid,1660069800000000000,1,Wels Linzerstraße,Amt der Oberösterreichischen Landesregierung,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137",HMW,EPSG:31287,316,14.0366,48.1649,7,1
95,06:197,µg/m³,Stickstoffdioxid,1660069800000000000,1,Leibnitz Lastenstraße,Amt der Steiermärkischen Landesregierung,"Lastenstraße 12, Volksschule",HMW,EPSG:31287,272,15.540555555555554,46.77833333333333,7,1
96,07:2550,µg/m³,Stickstoffdioxid,1660069800000000000,1,Kundl A12 Inntal-Autobahn,Amt der Tiroler Landesregierung,"Inntalautobahn A12 km 25,12",HMW,EPSG:31287,507,11.958036,47.4689167,7,1
97,07:2710,µg/m³,Stickstoffdioxid,1660069800000000000,1,Heiterwang Ort L355,Amt der Tiroler Landesregierung,Ennet der Ach,HMW,EPSG:31287,985,10.7441167,47.4475972,7,1
98,09:STEF,µg/m³,Stickstoffdioxid,1660069800000000000,1,Stephansplatz,Gemeinde Wien - MA22 Umweltschutz,"Stephansdom, Kerzenkammer östlich des Südturmes, 1. Stock",HMW,EPSG:31287,172,16.3732536111111,48.20815,7,1
99,02:KA71,µg/m³,Stickstoffdioxid,1660068000000000000,1,Klagenfurt Sterneckstraße,Amt der Kärntner Landesregierung,Sterneckstraße (gegenüber Nr. 17),HMW,EPSG:31287,445,14.299144444444444,46.62661666666667,8,1
100,03:0065,µg/m³,Stickstoffdioxid,1660069800000000000,1,"Purkersdorf, Tullnerbachstraße",Amt der Niederösterreichischen Landesregierung,"Neukurkersdorf, Gemeindebauhof, Tullnerbachstraße (B44)",HMW,EPSG:31287,260,16.1434,48.1955,8,1
101,03:0599,µg/m³,Stickstoffdioxid,1660068000000000000,1,Klosterneuburg B14 (Bahnhof Klosterneuburg-Kierling),Amt der Niederösterreichischen Landesregierung,Parkplatz Bahnhof Klosterneuburg-Kierling,HMW,EPSG:31287,170,16.3279444,48.30822222,8,1
102,04:S173,µg/m³,Stickstoffdioxid,1660069800000000000,1,"Steyregg Au, Freizeitpark",Amt der Oberösterreichischen Landesregierung,"Altau, Freizeitpark, Am See 2",HMW,EPSG:31287,250,14.3665,48.27975,8,1
103,05:1066,µg/m³,Stickstoffdioxid,1660069800000000000,1,Salzburg Mirabellplatz,Amt der Salzburger Landesregierung,Mirabellplatz,HMW,EPSG:31287,430,13.043333,47.8055556,8,1
104,07:2115,µg/m³,Stickstoffdioxid,1660069800000000000,1,Vill Zenzenhof A13,Amt der Tiroler Landesregierung,"Vill Zenzenhof, ÖAMTC Fahrtechnikzentrum, Handlhofweg 81",HMW,EPSG:31287,732,11.392064,47.225578,8,1
105,09:AKC,µg/m³,Stickstoffdioxid,1660069800000000000,1,AKH,Gemeinde Wien - MA22 Umweltschutz,"Allgemeines Krankenhaus, Ostringweg (zwischen Gebäuden BT25)",HMW,EPSG:31287,184,16.349818,48.21911,8,1
106,09:KEND,µg/m³,Stickstoffdioxid,1660069800000000000,1,Kendlerstraße,Gemeinde Wien - MA22 Umweltschutz,Kendlerstraße 40 (Umspannwerk),HMW,EPSG:31287,236,16.30975,48.205,8,1
107,09:STAD,µg/m³,Stickstoffdioxid,1660069800000000000,1,Stadlau,Gemeinde Wien - MA22 Umweltschutz,"Hausgrundweg 23, Gstr. 254/1",HMW,EPSG:31287,159,16.458345,48.226360833333,8,1
108,01:0012,µg/m³,Stickstoffdioxid,1660037400000000000,1,Illmitz im Burgenländischen Messnetz (könnten UBA-Daten drauf sein),Amt der Burgenländischen Landesregierung,,HMW,EPSG:31287,,,,9,1
109,04:S416,µg/m³,Stickstoffdioxid,1660069800000000000,1,Linz Neue Welt,Amt der Oberösterreichischen Landesregierung,"Wiener Straße 233, Straßenbahnstation Neue Welt",HMW,EPSG:31287,265,14.31479,48.27329,9,1
110,07:2227,µg/m³,Stickstoffdioxid,1660069800000000000,1,Hall in Tirol Untere Lend,Amt der Tiroler Landesregierung,Parkplatz beim Sportplatz Untere Lend,HMW,EPSG:31287,558,11.512497,47.27807,9,1
111,08:2801,µg/m³,Stickstoffdioxid,1660068000000000000,1,Wald am Arlberg S16,Umweltinstitut des Landes Vorarlberg,"Außerwald, Arlbergstraße",HMW,EPSG:31287,940,10.034324,47.128863,9,1
112,02:F103,µg/m³,Stickstoffdioxid,1660068000000000000,1,Klagenfurt A2 Nordumfahrung 2,Amt der Kärntner Landesregierung,Klagenfurt A2,HMW,EPSG:31287,455,14.26625,46.65285,10,1
113,02:VI12,µg/m³,Stickstoffdioxid,1660068000000000000,1,Villach Tirolerbrücke,Amt der Kärntner Landesregierung,Tirolerbrücke (westl. v. Westbahnhof),HMW,EPSG:31287,490,13.841389,46.6125,10,1
114,03:1413,µg/m³,Stickstoffdioxid,1660069800000000000,1,Wiener Neudorf Hauptstraße,Amt der Niederösterreichischen Landesregierung,Abfallwirtschaftszentrum,HMW,EPSG:31287,210,16.329,48.0843,10,1
115,03:2302,µg/m³,Stickstoffdioxid,1660069800000000000,1,St. Pölten Europaplatz,Amt der Niederösterreichischen Landesregierung,Europaplatz,HMW,EPSG:31287,271,15.6204,48.2013,10,1
116,04:S217,µg/m³,Stickstoffdioxid,1660069800000000000,1,Enns Kristein 3 - A1 Westautobahn,Amt der Oberösterreichischen Landesregierung,"Ental 4, Autobahn A1, Abfahrt B309, Eckmayer-Mühle",HMW,EPSG:31287,255,14.436944444444444,48.20944444444445,10,1
117,07:2106,µg/m³,Stickstoffdioxid,1660069800000000000,1,Innsbruck Reichenau - Andechsstraße,Amt der Tiroler Landesregierung,Andechstrasse 21,HMW,EPSG:31287,570,11.4169445,47.27129,10,1
118,07:2110,µg/m³,Stickstoffdioxid,1660069800000000000,1,Innsbruck Zentrum - Fallmerayerstraße,Amt der Tiroler Landesregierung,Fallmerayerstraße Ecke Maximilianstrasse,HMW,EPSG:31287,577,11.3923611,47.2626194,10,1
119,07:2910,µg/m³,Stickstoffdioxid,1660069800000000000,1,Lienz Amlacherkreuzung,Amt der Tiroler Landesregierung,Amlacher Kreuzung,HMW,EPSG:31287,675,12.765622,46.827732,10,1
120,09:KE,µg/m³,Stickstoffdioxid,1660069800000000000,1,Kaiser-Ebersdorf,Gemeinde Wien - MA22 Umweltschutz,"Kaiserebersdorf, Alberner Straße 8 (Umspannwerk) (A4 160m)",HMW,EPSG:31287,158,16.476051,48.156708,10,1
121,07:2552,µg/m³,Stickstoffdioxid,1660069800000000000,1,Kufstein Zentrum Praxmarerstraße,Amt der Tiroler Landesregierung,Praxmarerstraße / Josef Egger Straße 5,HMW,EPSG:31287,489,12.1724111,47.5818083,11,1
122,08:0710,µg/m³,Stickstoffdioxid,1660068000000000000,1,Lustenau Zollamt,Umweltinstitut des Landes Vorarlberg,"Zollamt, Reichsstraße 28",HMW,EPSG:31287,410,9.650482222222223,47.43249083333333,11,1
123,09:MBA,µg/m³,Stickstoffdioxid,1660069800000000000,1,Hietzinger Kai,Gemeinde Wien - MA22 Umweltschutz,"Hietzinger Kai 1-3, Magistratisches Bezirksamt XIII, XIV",HMW,EPSG:31287,194,16.3000202777778,48.1883725,11,1
124,02:SP18,µg/m³,Stickstoffdioxid,1660068000000000000,1,Spittal a. d. Drau Oktoberstraße,Amt der Kärntner Landesregierung,"10. Oktober-Strasse 9, Schulzentrum",HMW,EPSG:31287,560,13.49388888888888,46.8013888888888,12,1
125,04:S432,µg/m³,Stickstoffdioxid,1660069800000000000,1,Lenzing Hauptstraße,Amt der Oberösterreichischen Landesregierung,Park Hauptstraße/Stefan Fadinger-Straße,HMW,EPSG:31287,485,13.60892,47.97386,12,1
126,06:171,µg/m³,Stickstoffdioxid,1660069800000000000,1,Graz Ost Petersgasse,Amt der Steiermärkischen Landesregierung,"Petersgasse, gegenüber Eisteichgasse",HMW,EPSG:31287,366,15.46665,47.05952,12,1
127,06:172,µg/m³,Stickstoffdioxid,1660069800000000000,1,Graz Mitte Gries,Amt der Steiermärkischen Landesregierung,Platz der Freiwilligen Schützen,HMW,EPSG:31287,366,15.431945,47.06924,12,1
128,09:BELG,µg/m³,Stickstoffdioxid,1660069800000000000,1,Belgradplatz,Gemeinde Wien - MA22 Umweltschutz,"Belgradplatz (Südostecke), Gstr.Nr. 816/252",HMW,EPSG:31287,218,16.3614172222222,48.1743530555556,12,1
129,09:TAB,µg/m³,Stickstoffdioxid,1660069800000000000,1,Taborstraße,Gemeinde Wien - MA22 Umweltschutz,Ecke Taborstraße - Glockengasse,HMW,EPSG:31287,162,16.3809180555556,48.2167394444444,13,1
130,06:135,µg/m³,Stickstoffdioxid,1660069800000000000,1,Straßengel Kirche,Amt der Steiermärkischen Landesregierung,Straßengel Kirche,HMW,EPSG:31287,454,15.339166666666667,47.113055555555555,14,1
131,08:0807,µg/m³,Stickstoffdioxid,1660068000000000000,1,Dornbirn Stadtstraße,Umweltinstitut des Landes Vorarlberg,"Stadtstrasse, gegenüber Stadtbad, nördl. Kapuzinerstraße",HMW,EPSG:31287,440,9.74344083333333,47.4100322222222,14,1
132,02:KA21,µg/m³,Stickstoffdioxid,1660068000000000000,1,Klagenfurt Völkermarkter Straße,Amt der Kärntner Landesregierung,Völkermarkter Straße Ecke Enzenbergstraße,HMW,EPSG:31287,445,14.31806,46.62556,15,1
133,04:S415,µg/m³,Stickstoffdioxid,1660069800000000000,1,Linz 24er Turm A7,Amt der Oberösterreichischen Landesregierung,Heilhammerweg 54 (nahe VÖEST-Brücke der Autobahn),HMW,EPSG:31287,255,14.2977778,48.323333,17,1
134,08:0709,µg/m³,Stickstoffdioxid,1660068000000000000,1,Höchst Gemeindeamt,Umweltinstitut des Landes Vorarlberg,"Gemeindeamt, Hauptstraße 15",HMW,EPSG:31287,405,9.640553333333333,47.45968777777778,17,1
135,03:1402,µg/m³,Stickstoffdioxid,1660069800000000000,1,Vösendorf - Peter Jordan-Straße,Amt der Niederösterreichischen Landesregierung,Nähe Peter Jordan-Straße 4-6,HMW,EPSG:31287,194,16.33145,48.12474,18,1
136,05:1000,µg/m³,Stickstoffdioxid,1660069800000000000,1,Salzburg Rudolfsplatz,Amt der Salzburger Landesregierung,Rudolfsplatz (Grünfläche in der Mitte),HMW,EPSG:31287,425,13.05329,47.7974,21,1
137,05:1500,µg/m³,Stickstoffdioxid,1660069800000000000,1,Salzburg Stadtautobahn A1,Amt der Salzburger Landesregierung,"Oberst Lepperdinger-Straße, Parkplatz Stadion Klessheim",HMW,EPSG:31287,425,13.000439,47.814861,21,1
138,06:164,µg/m³,Stickstoffdioxid,1660069800000000000,1,Graz Don Bosco,Amt der Steiermärkischen Landesregierung,"Don-Bosco-Kirche, Kreuzung Kärntnerstraße - Alte Poststraße",HMW,EPSG:31287,358,15.416603,47.055611,23,1
139,09:GAUD,µg/m³,Stickstoffdioxid,1660069800000000000,1,Gaudenzdorf,Gemeinde Wien - MA22 Umweltschutz,"Umspannwerk Gaudenzdorfer Gürtel, Dunklerg. 1-7/O. Perl-Weg",HMW,EPSG:31287,179,16.3393311111111,48.1871469444444,23,1
140,02:KA61,µg/m³,Stickstoffdioxid,1660068000000000000,1,Klagenfurt A2 Nordumfahrung ,Amt der Kärntner Landesregierung,"Südautobahn A2 (km 323,06 Fahrtichtung Villach)",HMW,EPSG:31287,455,14.26611111111111,46.6525,28,1
141,09:A23,µg/m³,Stickstoffdioxid,1660069800000000000,1,A23 Südosttangente/Wehlistraße,Gemeinde Wien - MA22 Umweltschutz,"Wehlistraße 366, Gstr.Nr.2157/250",HMW,EPSG:31287,162,16.43455,48.20306,31,1
142,05:2000,µg/m³,Stickstoffdioxid,1660069800000000000,1,Hallein B159 Kreisverkehr Salzachtalstr./Europastr.,Amt der Salzburger Landesregierung,"Kreisverkehr Hagerkreuzung, S-Seite",HMW,EPSG:31287,440,13.09995,47.68259,32,1
143,07:2821,µg/m³,Stickstoffdioxid,1660069800000000000,1,"Vomp A12 Inntalautobahn, Raststätte",Amt der Tiroler Landesregierung,"A12, 100 m östl. der Autobahnraststätte",HMW,EPSG:31287,557,11.692028,47.348774,37,1
144,08:1919,µg/m³,Stickstoffdioxid,1660068000000000000,1,Feldkirch Bärenkreuzung,Umweltinstitut des Landes Vorarlberg,Bärenkreuzung L53/L191/L190 (3m von L53),HMW,EPSG:31287,460,9.59745,47.23915,38,1
145,05:2300,µg/m³,Stickstoffdioxid,1660069800000000000,1,Hallein A10 Tauernautobahn,Amt der Salzburger Landesregierung,"westlich A10, Brücke Almbach - Brücke Wiestaler Straße",HMW,EPSG:31287,445,13.10815,47.69135,41,1
146,04:S431,µg/m³,Stickstoffdioxid,1660069800000000000,1,Linz Römerberg B139,Amt der Oberösterreichischen Landesregierung,"Kapuzinerstraße B139, Parkplatz Klammstr.",HMW,EPSG:31287,262,14.28217,48.30299,44,1
0,07:2530,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Wörgl Stelzhamerstraße,Amt der Tiroler Landesregierung,Josef Stelzhamer-Straße / Joseph Haydn-Straße 4,HMW,EPSG:31287,508,12.066633,47.4885583,-1,1
1,03:0104,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,"St. Valentin A1, Buchenstraße",Amt der Niederösterreichischen Landesregierung,"Attenhofen, Buchenstraße/Kaufpark",HMW,EPSG:31287,265,14.51954,48.19234,0,1
2,03:0302,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Stixneusiedl,Amt der Niederösterreichischen Landesregierung,"Stixneusiedl, Hochbehälter Viehtrift",HMW,EPSG:31287,235,16.675289,48.05004,0,1
3,03:1901,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Tulln Leopoldgasse,Amt der Niederösterreichischen Landesregierung,"Leopoldgasse 17, am Friedhof bei Grottenthalgasse",HMW,EPSG:31287,178,16.0625,48.329445,0,1
4,03:2301,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,St. Pölten Eybnerstraße,Amt der Niederösterreichischen Landesregierung,"Eybnerstraße, hinter D. Gran-Str. 16, Sportpl. Sonderschule",HMW,EPSG:31287,270,15.6325,48.2116,0,1
5,04:S156,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,"Braunau Zentrum, Kolpingplatz",Amt der Oberösterreichischen Landesregierung,"Kolpingplatz, Ecke Ringstraße 23 (Parkplatz Sonderschule)",HMW,EPSG:31287,350,13.03923,48.257474,0,1
6,04:S404,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Traun Tischlerstraße,Amt der Oberösterreichischen Landesregierung,Tischlerstrasse Kindergarten,HMW,EPSG:31287,274,14.23755,48.22535,0,1
7,04:S432,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Lenzing Hauptstraße,Amt der Oberösterreichischen Landesregierung,Park Hauptstraße/Stefan Fadinger-Straße,HMW,EPSG:31287,485,13.60892,47.97386,0,1
8,06:107,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Voitsberg Mühlgasse,Amt der Steiermärkischen Landesregierung,"Mühlgasse, Ecke Franz Josef-Straße",HMW,EPSG:31287,390,15.152777777777778,47.04472222222222,0,1
9,06:114,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Zeltweg Hauptschule,Amt der Steiermärkischen Landesregierung,"Feldgasse, Hauptschule",HMW,EPSG:31287,675,14.753333,47.1925,0,1
10,06:118,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,"Judenburg, Sportplatz",Amt der Steiermärkischen Landesregierung,"Stadionstraße, südlich des Sportplatzes",HMW,EPSG:31287,715,14.676666666666666,47.17833333333333,0,1
11,06:119,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Knittelfeld Parkstraße,Amt der Steiermärkischen Landesregierung,"Parkstraße, Pestalozzistraße",HMW,EPSG:31287,635,14.825277777777778,47.21037,0,1
12,06:136,µg/m³,Stickstoffmonoxid,1660068000000000000,NOCLASS,Judendorf Süd,Amt der Steiermärkischen Landesregierung,"Ringsiedlung, Murufer",HMW,EPSG:31287,375,15.351111111111,47.12027777778,0,1
13,06:138,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Graz Nord Gösting,Amt der Steiermärkischen Landesregierung,"Graz Nord, Josef Ornig-Strasse 16, Umspannwerk, Sportplatz",HMW,EPSG:31287,355,15.4151111111111,47.0943611111,0,1
14,06:139,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Graz West - Eggenberg,Amt der Steiermärkischen Landesregierung,"Gaswerkstrasse 13, Bez. Eggenberg",HMW,EPSG:31287,370,15.404388,47.069443,0,1
15,06:141,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Leoben Göss,Amt der Steiermärkischen Landesregierung,"Mayr-Melnhof-Straße, Südende, Kindergarten, Pz.Nr. 503/49 ",HMW,EPSG:31287,554,15.10361111111111,47.35888888888889,0,1
16,06:142,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Leoben Donawitz Kindergarten,Amt der Steiermärkischen Landesregierung,Kindergarten Pestalozzigasse (Pz.Nr. 71/8),HMW,EPSG:31287,555,15.0745,47.37555555555556,0,1
17,06:143,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Leoben Zentrum,Amt der Steiermärkischen Landesregierung,"Roseggerstraße, hinter Stadtkai, Altersheim, Josefinum",HMW,EPSG:31287,543,15.0889,47.3823,0,1
18,06:145,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Kapfenberg St. Martin,Amt der Steiermärkischen Landesregierung,"St. Martin, Anton Buchalka-Straße 13, Ecke Friedhofweg",HMW,EPSG:31287,517,15.29032,47.44583333333333,0,1
19,06:151,µg/m³,Stickstoffmonoxid,1660068000000000000,NOCLASS,Bockberg,Amt der Steiermärkischen Landesregierung,"Bockbergweg, Jöbstl-Arbeiter",HMW,EPSG:31287,449,15.495833333333331,46.87138888888889,0,1
20,06:156,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Masenberg,Amt der Steiermärkischen Landesregierung,"Masenberg, Sender oberhalb von Waldhansl",HMW,EPSG:31287,1180,15.882222,47.34806,0,1
21,06:180,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Bruck an der Mur Flurgasse,Amt der Steiermärkischen Landesregierung,"Flurgasse 2, Ecke Oberdorfer Straße",HMW,EPSG:31287,485,15.253333,47.409443,0,1
22,06:191,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Gratwein,Amt der Steiermärkischen Landesregierung,Aufeldstraße,HMW,EPSG:31287,382,15.3232,47.1357,0,1
23,06:195,µg/m³,Stickstoffmonoxid,1660068000000000000,NOCLASS,Deutschlandsberg Rathausgasse,Amt der Steiermärkischen Landesregierung,"Rathausgasse 3, Arbeiterkammer",HMW,EPSG:31287,365,15.212777777777777,46.81388888888888,0,1
24,07:2113,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Innsbruck Sadrach,Amt der Tiroler Landesregierung,Sadrach - Buttererbichl,HMW,EPSG:31287,678,11.3746611,47.2699028,0,1
