,stationid,compname,time,MetaInfo_Owner,MetaInfo_Name,MetaInfo_Location,meantype,subzahl,value,valueclass,unit,gml$Point_srsName,gml$Point_gml$coord_X,gml$Point_gml$coord_Z,gml$Point_gml$coord_Y
8434,03:0302,Stickstoffdioxid,1659942000,Amt der Niederösterreichischen Landesregierung,Stixneusiedl,"Stixneusiedl, Hochbehälter Viehtrift",HMW,1,8.0,1,µg/m³,EPSG:31287,16.675289,235.0,48.05004
8435,03:0403,Stickstoffdioxid,1659942000,Amt der Niederösterreichischen Landesregierung,Wolkersdorf,Hochbehälter Breitenkreuz,HMW,1,8.0,1,µg/m³,EPSG:31287,16.522,260.0,48.3929
8436,03:1401,Stickstoffdioxid,1659942000,Amt der Niederösterreichischen Landesregierung,Mödling Bachgasse,Untere Bachgasse (Park vor Schule),HMW,1,8.0,1,µg/m³,EPSG:31287,16.3022222,215.0,48.0861111
8437,03:1902,Stickstoffdioxid,1659942000,Amt der Niederösterreichischen Landesregierung,Zwentendorf im Tullnerfeld,"Zwentendorf, Lindenplatz Freiwillige Feuerwehr Zwentendorf",HMW,1,8.0,1,µg/m³,EPSG:31287,15.90706,200.0,48.34509
8438,04:S407,Stickstoffdioxid,1659942000,Amt der Oberösterreichischen Landesregierung,"Vöcklabruck, Untere Agergasse",Untere Agergasse 14,HMW,1,8.0,1,µg/m³,EPSG:31287,13.6676111,420.0,48.0008965
8439,06:118,Stickstoffdioxid,1659942000,Amt der Steiermärkischen Landesregierung,"Judenburg, Sportplatz","Stadionstraße, südlich des Sportplatzes",HMW,1,8.0,1,µg/m³,EPSG:31287,14.676666666666666,715.0,47.17833333333333
8440,03:0301,Stickstoffdioxid,1659942000,Amt der Niederösterreichischen Landesregierung,Hainburg Krankenhaus,"Parkplatz Bezirkskrankenhaus, Florianistraße",HMW,1,9.0,1,µg/m³,EPSG:31287,16.95787,180.0,48.1442
8441,05:5032,Stickstoffdioxid,1659942000,Amt der Salzburger Landesregierung,Tamsweg Untere Postgasse,Parkplatz Untere Postgasse 2,HMW,1,9.0,1,µg/m³,EPSG:31287,13.80804,1025.0,47.12566
8442,06:195,Stickstoffdioxid,1659942000,Amt der Steiermärkischen Landesregierung,Deutschlandsberg Rathausgasse,"Rathausgasse 3, Arbeiterkammer",HMW,1,9.0,1,µg/m³,EPSG:31287,15.212777777777776,365.0,46.81388888888888
8443,01:0004,Stickstoffdioxid,1659942000,Amt der Burgenländischen Landesregierung,Bad Sauerbrunn,Freiwillige Feuerwehr,HMW,1,10.0,1,µg/m³,EPSG:31287,16.32875,254.0,47.77907
8444,03:0401,Stickstoffdioxid,1659942000,Amt der Niederösterreichischen Landesregierung,Gänserndorf Baumschulweg,Baumschulweg,HMW,1,10.0,1,µg/m³,EPSG:31287,16.729445,161.0,48.33472
8445,03:0407,Stickstoffdioxid,1659942000,Amt der Niederösterreichischen Landesregierung,Groß-Enzersdorf - Glinzendorf,L3010 zwischen Glinzendorf und Rutzendorf,HMW,1,10.0,1,µg/m³,EPSG:31287,16.63638889,150.0,48.230833333
8446,03:1413,Stickstoffdioxid,1659942000,Amt der Niederösterreichischen Landesregierung,Wiener Neudorf Hauptstraße,Abfallwirtschaftszentrum,HMW,1,10.0,1,µg/m³,EPSG:31287,16.329,210.0,48.0843
8447,03:2701,Stickstoffdioxid,1659942000,Amt der Niederösterreichischen Landesregierung,"Schwechat Sportplatz, Mühlgasse","Phönix-Sportplatz, Mühlgasse/Radetzkystraße",HMW,1,10.0,1,µg/m³,EPSG:31287,16.474444444444444,155.0,48.145
8448,06:191,Stickstoffdioxid,1659942000,Amt der Steiermärkischen Landesregierung,Gratwein,Aufeldstraße,HMW,1,10.0,1,µg/m³,EPSG:31287,15.3232,382.0,47.1357
8449,09:LIES,Stickstoffdioxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,Liesing - Carlberger-Gasse Gewerbegebiet,"Carlberger-Gasse 69 (Gst. Nr. 273/11, KG Erlaa)",HMW,1,10.0,1,µg/m³,EPSG:31287,16.30127778,211.0,48.14125
8450,09:LOB,Stickstoffdioxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,Lobau,Lobau Grundwasserwerk,HMW,1,10.0,1,µg/m³,EPSG:31287,16.5256138888889,155.0,48.1620694444444
8451,10:KLH1,Stickstoffdioxid,1659942000,Umweltbundesamt,Klöch bei Bad Radkersburg,"Seindl, Dissay-Weg",HMW,1,10.0,1,µg/m³,EPSG:31287,15.95632,415.0,46.7672
8452,01:0001,Stickstoffdioxid,1659942000,Amt der Burgenländischen Landesregierung,Eisenstadt Laschoberstraße,"Laschoberstraße, östlich Kreisverkehr Ruster Straße",HMW,1,11.0,1,µg/m³,EPSG:31287,16.52617,165.0,47.8401138
8453,03:0065,Stickstoffdioxid,1659942000,Amt der Niederösterreichischen Landesregierung,"Purkersdorf, Tullnerbachstraße","Neukurkersdorf, Gemeindebauhof, Tullnerbachstraße (B44)",HMW,1,11.0,1,µg/m³,EPSG:31287,16.1434,260.0,48.1955
8454,05:6072,Stickstoffdioxid,1659942000,Amt der Salzburger Landesregierung,Zell am See Freizeitzentrum/Eishalle,"Freizeitzentrum, Steinergasse",HMW,1,11.0,1,µg/m³,EPSG:31287,12.795124,775.0,47.32664
8455,06:107,Stickstoffdioxid,1659942000,Amt der Steiermärkischen Landesregierung,Voitsberg Mühlgasse,"Mühlgasse, Ecke Franz Josef-Straße",HMW,1,11.0,1,µg/m³,EPSG:31287,15.15277777777778,390.0,47.04472222222222
8456,06:114,Stickstoffdioxid,1659942000,Amt der Steiermärkischen Landesregierung,Zeltweg Hauptschule,"Feldgasse, Hauptschule",HMW,1,11.0,1,µg/m³,EPSG:31287,14.753333,675.0,47.1925
8457,06:178,Stickstoffdioxid,1659942000,Amt der Steiermärkischen Landesregierung,Weiz Bahnhofstraße,Bahnhofstraße 7,HMW,1,11.0,1,µg/m³,EPSG:31287,15.628392,459.0,47.215703
8458,06:179,Stickstoffdioxid,1659942000,Amt der Steiermärkischen Landesregierung,Hartberg Zentrum,"F. Schmidt G., Sparkassenplatz, Parkplatz hinter Bahnhofstr.",HMW,1,11.0,1,µg/m³,EPSG:31287,15.971852,349.0,47.28286
8459,06:136,Stickstoffdioxid,1659942000,Amt der Steiermärkischen Landesregierung,Judendorf Süd,"Ringsiedlung, Murufer",HMW,1,12.0,1,µg/m³,EPSG:31287,15.351111111111,375.0,47.12027777778
8460,06:198,Stickstoffdioxid,1659942000,Amt der Steiermärkischen Landesregierung,Fürstenfeld Ungartorweg,Hauptschule Schillerplatz 2,HMW,1,12.0,1,µg/m³,EPSG:31287,16.07905,276.0,47.04735
8461,09:AKC,Stickstoffdioxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,AKH,"Allgemeines Krankenhaus, Ostringweg (zwischen Gebäuden BT25)",HMW,1,12.0,1,µg/m³,EPSG:31287,16.349818,184.0,48.21911
8462,09:TAB,Stickstoffdioxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,Taborstraße,Ecke Taborstraße - Glockengasse,HMW,1,12.0,1,µg/m³,EPSG:31287,16.3809180555556,162.0,48.2167394444444
8463,03:1402,Stickstoffdioxid,1659942000,Amt der Niederösterreichischen Landesregierung,Vösendorf - Peter Jordan-Straße,Nähe Peter Jordan-Straße 4-6,HMW,1,13.0,1,µg/m³,EPSG:31287,16.33145,194.0,48.12474
8464,03:1901,Stickstoffdioxid,1659942000,Amt der Niederösterreichischen Landesregierung,Tulln Leopoldgasse,"Leopoldgasse 17, am Friedhof bei Grottenthalgasse",HMW,1,13.0,1,µg/m³,EPSG:31287,16.0625,178.0,48.329445
8465,03:2702,Stickstoffdioxid,1659942000,Amt der Niederösterreichischen Landesregierung,"Mannswörth bei Schwechat, Danubiastraße/A4","Danubiastraße, Brücke A4",HMW,1,13.0,1,µg/m³,EPSG:31287,16.51111,159.0,48.145
8466,05:2100,Stickstoffdioxid,1659942000,Amt der Salzburger Landesregierung,Hallein Winterstall,Winterstallstraße,HMW,1,13.0,1,µg/m³,EPSG:31287,13.106,650.0,47.667
8467,06:139,Stickstoffdioxid,1659942000,Amt der Steiermärkischen Landesregierung,Graz West - Eggenberg,"Gaswerkstrasse 13, Bez. Eggenberg",HMW,1,13.0,1,µg/m³,EPSG:31287,15.404388,370.0,47.069443
8468,06:197,Stickstoffdioxid,1659942000,Amt der Steiermärkischen Landesregierung,Leibnitz Lastenstraße,"Lastenstraße 12, Volksschule",HMW,1,13.0,1,µg/m³,EPSG:31287,15.540555555555557,272.0,46.77833333333333
8469,03:1204,Stickstoffdioxid,1659942000,Amt der Niederösterreichischen Landesregierung,Pöchlarn,"Brunnenschutzgebiet, Donauuferpromenade",HMW,1,14.0,1,µg/m³,EPSG:31287,15.205,216.0,48.21275
8470,04:S217,Stickstoffdioxid,1659942000,Amt der Oberösterreichischen Landesregierung,Enns Kristein 3 - A1 Westautobahn,"Ental 4, Autobahn A1, Abfahrt B309, Eckmayer-Mühle",HMW,1,14.0,1,µg/m³,EPSG:31287,14.436944444444444,255.0,48.20944444444445
8471,04:S432,Stickstoffdioxid,1659942000,Amt der Oberösterreichischen Landesregierung,Lenzing Hauptstraße,Park Hauptstraße/Stefan Fadinger-Straße,HMW,1,14.0,1,µg/m³,EPSG:31287,13.60892,485.0,47.97386
8472,06:119,Stickstoffdioxid,1659942000,Amt der Steiermärkischen Landesregierung,Knittelfeld Parkstraße,"Parkstraße, Pestalozzistraße",HMW,1,14.0,1,µg/m³,EPSG:31287,14.825277777777778,635.0,47.21037
8473,06:145,Stickstoffdioxid,1659942000,Amt der Steiermärkischen Landesregierung,Kapfenberg St. Martin,"St. Martin, Anton Buchalka-Straße 13, Ecke Friedhofweg",HMW,1,14.0,1,µg/m³,EPSG:31287,15.29032,517.0,47.44583333333333
8474,06:143,Stickstoffdioxid,1659942000,Amt der Steiermärkischen Landesregierung,Leoben Zentrum,"Roseggerstraße, hinter Stadtkai, Altersheim, Josefinum",HMW,1,15.0,1,µg/m³,EPSG:31287,15.0889,543.0,47.3823
8475,09:KEND,Stickstoffdioxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,Kendlerstraße,Kendlerstraße 40 (Umspannwerk),HMW,1,15.0,1,µg/m³,EPSG:31287,16.30975,236.0,48.205
8476,09:STEF,Stickstoffdioxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,Stephansplatz,"Stephansdom, Kerzenkammer östlich des Südturmes, 1. Stock",HMW,1,15.0,1,µg/m³,EPSG:31287,16.3732536111111,172.0,48.20815
8477,06:142,Stickstoffdioxid,1659942000,Amt der Steiermärkischen Landesregierung,Leoben Donawitz Kindergarten,Kindergarten Pestalozzigasse (Pz.Nr. 71/8),HMW,1,16.0,1,µg/m³,EPSG:31287,15.0745,555.0,47.37555555555556
8478,03:0599,Stickstoffdioxid,1659942000,Amt der Niederösterreichischen Landesregierung,Klosterneuburg B14 (Bahnhof Klosterneuburg-Kierling),Parkplatz Bahnhof Klosterneuburg-Kierling,HMW,1,17.0,1,µg/m³,EPSG:31287,16.3279444,170.0,48.30822222
8479,03:2401,Stickstoffdioxid,1659942000,Amt der Niederösterreichischen Landesregierung,Wiener Neustadt,Neuklosterwiese Sportplatz,HMW,1,17.0,1,µg/m³,EPSG:31287,16.255,265.0,47.81416667
8480,06:141,Stickstoffdioxid,1659942000,Amt der Steiermärkischen Landesregierung,Leoben Göss,"Mayr-Melnhof-Straße, Südende, Kindergarten, Pz.Nr. 503/49 ",HMW,1,17.0,1,µg/m³,EPSG:31287,15.10361111111111,554.0,47.35888888888889
8481,09:FLO,Stickstoffdioxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,Floridsdorf,"Floridsdorf, Gerichtsgasse 1a (Prager Str. 65m)",HMW,1,17.0,1,µg/m³,EPSG:31287,16.396954,164.0,48.261086
8482,03:1406,Stickstoffdioxid,1659942000,Amt der Niederösterreichischen Landesregierung,Biedermannsdorf Mühlengasse,Mühlengasse 49,HMW,1,18.0,1,µg/m³,EPSG:31287,16.33722222222222,188.0,48.083333333333336
8483,06:151,Stickstoffdioxid,1659942000,Amt der Steiermärkischen Landesregierung,Bockberg,"Bockbergweg, Jöbstl-Arbeiter",HMW,1,18.0,1,µg/m³,EPSG:31287,15.495833333333332,449.0,46.87138888888889
8484,06:176,Stickstoffdioxid,1659942000,Amt der Steiermärkischen Landesregierung,B116 (Bruck an der Mur),Wiener Straße 77,HMW,1,18.0,1,µg/m³,EPSG:31287,15.270528,504.0,47.425667
8485,04:S125,Stickstoffdioxid,1659942000,Amt der Oberösterreichischen Landesregierung,"Bad Ischl, Rettenbachwaldstraße",Rettenbachwaldstraße 5 (Holzplatz der Gemeinde),HMW,1,19.0,1,µg/m³,EPSG:31287,13.632222222222223,460.0,47.71611111111111
8486,09:BELG,Stickstoffdioxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,Belgradplatz,"Belgradplatz (Südostecke), Gstr.Nr. 816/252",HMW,1,19.0,1,µg/m³,EPSG:31287,16.3614172222222,218.0,48.1743530555556
8487,09:GAUD,Stickstoffdioxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,Gaudenzdorf,"Umspannwerk Gaudenzdorfer Gürtel, Dunklerg. 1-7/O. Perl-Weg",HMW,1,19.0,1,µg/m³,EPSG:31287,16.3393311111111,179.0,48.1871469444444
8488,05:1200,Stickstoffdioxid,1659942000,Amt der Salzburger Landesregierung,"Salzburg Lehener Park, Franz Martin-Straße 1",Franz Martin-Straße 1,HMW,1,20.0,1,µg/m³,EPSG:31287,13.03488,420.0,47.81565
8489,05:4057,Stickstoffdioxid,1659942000,Amt der Salzburger Landesregierung,"St. Johann im Pongau, Bezirkshauptmannschaft","Bezirkshauptmannschaft, Hauptstraße 1",HMW,1,20.0,1,µg/m³,EPSG:31287,13.205556,620.0,47.351387
8490,06:135,Stickstoffdioxid,1659942000,Amt der Steiermärkischen Landesregierung,Straßengel Kirche,Straßengel Kirche,HMW,1,20.0,1,µg/m³,EPSG:31287,15.339166666666667,454.0,47.11305555555556
8491,04:S404,Stickstoffdioxid,1659942000,Amt der Oberösterreichischen Landesregierung,Traun Tischlerstraße,Tischlerstrasse Kindergarten,HMW,1,21.0,1,µg/m³,EPSG:31287,14.23755,274.0,48.22535
8492,04:S406,Stickstoffdioxid,1659942000,Amt der Oberösterreichischen Landesregierung,Wels Linzerstraße,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137",HMW,1,21.0,1,µg/m³,EPSG:31287,14.0366,316.0,48.1649
8493,09:STAD,Stickstoffdioxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,Stadlau,"Hausgrundweg 23, Gstr. 254/1",HMW,1,21.0,1,µg/m³,EPSG:31287,16.458345,159.0,48.226360833333
8494,03:0104,Stickstoffdioxid,1659942000,Amt der Niederösterreichischen Landesregierung,"St. Valentin A1, Buchenstraße","Attenhofen, Buchenstraße/Kaufpark",HMW,1,22.0,1,µg/m³,EPSG:31287,14.51954,265.0,48.19234
8495,04:S184,Stickstoffdioxid,1659942000,Amt der Oberösterreichischen Landesregierung,"Linz Stadtpark, Noßbergerstraße","Noßbergerstraße, hinter Museumstraße 34a",HMW,1,22.0,1,µg/m³,EPSG:31287,14.297502777777778,260.0,48.30611944444444
8496,05:5019,Stickstoffdioxid,1659942000,Amt der Salzburger Landesregierung,Zederhaus Lamm,Zederhaus Lamm,HMW,1,22.0,1,µg/m³,EPSG:31287,13.54318,1140.0,47.13378
8497,06:170,Stickstoffdioxid,1659942000,Amt der Steiermärkischen Landesregierung,Graz Süd Tiergartenweg,"Tiergartenweg 10, Ecke Herrgotwiesgasse 190 (B67: 250m)",HMW,1,22.0,1,µg/m³,EPSG:31287,15.43308,345.0,47.04172
8498,05:1500,Stickstoffdioxid,1659942000,Amt der Salzburger Landesregierung,Salzburg Stadtautobahn A1,"Oberst Lepperdinger-Straße, Parkplatz Stadion Klessheim",HMW,1,23.0,1,µg/m³,EPSG:31287,13.000439,425.0,47.814861
8499,05:1066,Stickstoffdioxid,1659942000,Amt der Salzburger Landesregierung,Salzburg Mirabellplatz,Mirabellplatz,HMW,1,24.0,1,µg/m³,EPSG:31287,13.043333,430.0,47.8055556
8500,06:171,Stickstoffdioxid,1659942000,Amt der Steiermärkischen Landesregierung,Graz Ost Petersgasse,"Petersgasse, gegenüber Eisteichgasse",HMW,1,24.0,1,µg/m³,EPSG:31287,15.46665,366.0,47.05952
8501,07:2315,Stickstoffdioxid,1659942000,Amt der Tiroler Landesregierung,Imst Inntalautobahn A12,"Inntalautobahn A12 km 132,56",HMW,1,24.0,1,µg/m³,EPSG:31287,10.7357167,719.0,47.2169472
8502,07:2530,Stickstoffdioxid,1659942000,Amt der Tiroler Landesregierung,Wörgl Stelzhamerstraße,Josef Stelzhamer-Straße / Joseph Haydn-Straße 4,HMW,1,24.0,1,µg/m³,EPSG:31287,12.066633,508.0,47.4885583
8503,03:0101,Stickstoffdioxid,1659942000,Amt der Niederösterreichischen Landesregierung,Amstetten,"Anzengruberstraße, Parkplatz vor der Schule",HMW,1,26.0,1,µg/m³,EPSG:31287,14.8788,270.0,48.1199
8504,06:138,Stickstoffdioxid,1659942000,Amt der Steiermärkischen Landesregierung,Graz Nord Gösting,"Graz Nord, Josef Ornig-Strasse 16, Umspannwerk, Sportplatz",HMW,1,26.0,1,µg/m³,EPSG:31287,15.4151111111111,355.0,47.0943611111
8505,03:2301,Stickstoffdioxid,1659942000,Amt der Niederösterreichischen Landesregierung,St. Pölten Eybnerstraße,"Eybnerstraße, hinter D. Gran-Str. 16, Sportpl. Sonderschule",HMW,1,27.0,1,µg/m³,EPSG:31287,15.6325,270.0,48.2116
8506,05:1000,Stickstoffdioxid,1659942000,Amt der Salzburger Landesregierung,Salzburg Rudolfsplatz,Rudolfsplatz (Grünfläche in der Mitte),HMW,1,27.0,1,µg/m³,EPSG:31287,13.05329,425.0,47.7974
8507,07:2227,Stickstoffdioxid,1659942000,Amt der Tiroler Landesregierung,Hall in Tirol Untere Lend,Parkplatz beim Sportplatz Untere Lend,HMW,1,27.0,1,µg/m³,EPSG:31287,11.512497,558.0,47.27807
8508,04:S416,Stickstoffdioxid,1659942000,Amt der Oberösterreichischen Landesregierung,Linz Neue Welt,"Wiener Straße 233, Straßenbahnstation Neue Welt",HMW,1,28.0,1,µg/m³,EPSG:31287,14.31479,265.0,48.27329
8509,06:172,Stickstoffdioxid,1659942000,Amt der Steiermärkischen Landesregierung,Graz Mitte Gries,Platz der Freiwilligen Schützen,HMW,1,28.0,1,µg/m³,EPSG:31287,15.431945,366.0,47.06924
8510,09:A23,Stickstoffdioxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,A23 Südosttangente/Wehlistraße,"Wehlistraße 366, Gstr.Nr.2157/250",HMW,1,28.0,1,µg/m³,EPSG:31287,16.43455,162.0,48.20306
8511,09:MBA,Stickstoffdioxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,Hietzinger Kai,"Hietzinger Kai 1-3, Magistratisches Bezirksamt XIII, XIV",HMW,1,28.0,1,µg/m³,EPSG:31287,16.3000202777778,194.0,48.1883725
8512,04:S415,Stickstoffdioxid,1659942000,Amt der Oberösterreichischen Landesregierung,Linz 24er Turm A7,Heilhammerweg 54 (nahe VÖEST-Brücke der Autobahn),HMW,1,29.0,1,µg/m³,EPSG:31287,14.2977778,255.0,48.323333
8513,05:2000,Stickstoffdioxid,1659942000,Amt der Salzburger Landesregierung,Hallein B159 Kreisverkehr Salzachtalstr./Europastr.,"Kreisverkehr Hagerkreuzung, S-Seite",HMW,1,31.0,1,µg/m³,EPSG:31287,13.09995,440.0,47.68259
8514,03:0902,Stickstoffdioxid,1659942000,Amt der Niederösterreichischen Landesregierung,"Stockerau, Rudolf Diesel-Straße","Rudolf Diesel-Straße 1, Tennisplatz",HMW,1,33.0,1,µg/m³,EPSG:31287,16.182222,175.0,48.385277
8515,03:2302,Stickstoffdioxid,1659942000,Amt der Niederösterreichischen Landesregierung,St. Pölten Europaplatz,Europaplatz,HMW,1,33.0,1,µg/m³,EPSG:31287,15.6204,271.0,48.2013
8516,06:164,Stickstoffdioxid,1659942000,Amt der Steiermärkischen Landesregierung,Graz Don Bosco,"Don-Bosco-Kirche, Kreuzung Kärntnerstraße - Alte Poststraße",HMW,1,33.0,1,µg/m³,EPSG:31287,15.416603,358.0,47.055611
8517,09:KE,Stickstoffdioxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,Kaiser-Ebersdorf,"Kaiserebersdorf, Alberner Straße 8 (Umspannwerk) (A4 160m)",HMW,1,36.0,1,µg/m³,EPSG:31287,16.476051,158.0,48.156708
8518,05:2300,Stickstoffdioxid,1659942000,Amt der Salzburger Landesregierung,Hallein A10 Tauernautobahn,"westlich A10, Brücke Almbach - Brücke Wiestaler Straße",HMW,1,45.0,1,µg/m³,EPSG:31287,13.10815,445.0,47.69135
8519,04:S431,Stickstoffdioxid,1659942000,Amt der Oberösterreichischen Landesregierung,Linz Römerberg B139,"Kapuzinerstraße B139, Parkplatz Klammstr.",HMW,1,50.0,1,µg/m³,EPSG:31287,14.28217,262.0,48.30299
8520,06:118,Stickstoffmonoxid,1659942000,Amt der Steiermärkischen Landesregierung,"Judenburg, Sportplatz","Stadionstraße, südlich des Sportplatzes",HMW,1,0.0,NOCLASS,µg/m³,EPSG:31287,14.676666666666666,715.0,47.17833333333333
8521,06:156,Stickstoffmonoxid,1659942000,Amt der Steiermärkischen Landesregierung,Masenberg,"Masenberg, Sender oberhalb von Waldhansl",HMW,1,0.0,NOCLASS,µg/m³,EPSG:31287,15.882222,1180.0,47.34806
8522,06:198,Stickstoffmonoxid,1659942000,Amt der Steiermärkischen Landesregierung,Fürstenfeld Ungartorweg,Hauptschule Schillerplatz 2,HMW,1,0.0,NOCLASS,µg/m³,EPSG:31287,16.07905,276.0,47.04735
8523,10:VOR1,Stickstoffmonoxid,1659942000,Umweltbundesamt,Vorhegg bei Kötschach-Mauthen,"Kreuth 8b, Josef Zobernig",HMW,1,0.0,NOCLASS,µg/m³,EPSG:31287,12.972,1010.0,46.6775
8524,10:ZOE2,Stickstoffmonoxid,1659942000,Umweltbundesamt,Zöbelboden im Reichraminger Hintergebirge - Wildwiese,"Zöbelboden, Wildwiese",HMW,1,0.0,NOCLASS,µg/m³,EPSG:31287,14.44095,899.0,47.83828
8525,01:0003,Stickstoffmonoxid,1659942000,Amt der Burgenländischen Landesregierung,Kittsee,Neurisse - Brunnenfeld ,HMW,1,1.0,NOCLASS,µg/m³,EPSG:31287,17.0703159,136.0,48.1091532
8526,03:0202,Stickstoffmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,Forsthof am Schöpfl,Forsthof am Schöpfl,HMW,1,1.0,NOCLASS,µg/m³,EPSG:31287,15.9189,581.0,48.1051
8527,03:0302,Stickstoffmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,Stixneusiedl,"Stixneusiedl, Hochbehälter Viehtrift",HMW,1,1.0,NOCLASS,µg/m³,EPSG:31287,16.675289,235.0,48.05004
8528,03:0401,Stickstoffmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,Gänserndorf Baumschulweg,Baumschulweg,HMW,1,1.0,NOCLASS,µg/m³,EPSG:31287,16.729445,161.0,48.33472
8529,03:0601,Stickstoffmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,Klosterneuburg Meynertgasse,"Meynertgasse, südwestlich vom Wasserhochbehälter",HMW,1,1.0,NOCLASS,µg/m³,EPSG:31287,16.31395,260.0,48.30246
8530,03:1413,Stickstoffmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,Wiener Neudorf Hauptstraße,Abfallwirtschaftszentrum,HMW,1,1.0,NOCLASS,µg/m³,EPSG:31287,16.329,210.0,48.0843
8531,03:1502,Stickstoffmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,Payerbach - Kreuzberg,"Kreuzberg, Althammerhofstraße, Coronakreuz",HMW,1,1.0,NOCLASS,µg/m³,EPSG:31287,15.860277778,890.0,47.67027778
8532,03:1701,Stickstoffmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,Dunkelsteinerwald - Unterbergern,Unterbergern Bäckerberg,HMW,1,1.0,NOCLASS,µg/m³,EPSG:31287,15.54583333,320.0,48.370278
8533,04:S108,Stickstoffmonoxid,1659942000,Amt der Oberösterreichischen Landesregierung,Grünbach bei Freistadt,Oberrauchenödt Kirche St. Michael,HMW,1,1.0,NOCLASS,µg/m³,EPSG:31287,14.574722222222,918.0,48.53111111
8534,04:S407,Stickstoffmonoxid,1659942000,Amt der Oberösterreichischen Landesregierung,"Vöcklabruck, Untere Agergasse",Untere Agergasse 14,HMW,1,1.0,NOCLASS,µg/m³,EPSG:31287,13.6676111,420.0,48.0008965
8535,05:2100,Stickstoffmonoxid,1659942000,Amt der Salzburger Landesregierung,Hallein Winterstall,Winterstallstraße,HMW,1,1.0,NOCLASS,µg/m³,EPSG:31287,13.106,650.0,47.667
8536,05:3055,Stickstoffmonoxid,1659942000,Amt der Salzburger Landesregierung,Haunsberg,SAFE Funkstation Simmerstatt,HMW,1,1.0,NOCLASS,µg/m³,EPSG:31287,13.0158333,730.0,47.936667
8537,06:139,Stickstoffmonoxid,1659942000,Amt der Steiermärkischen Landesregierung,Graz West - Eggenberg,"Gaswerkstrasse 13, Bez. Eggenberg",HMW,1,1.0,NOCLASS,µg/m³,EPSG:31287,15.404388,370.0,47.069443
8538,06:177,Stickstoffmonoxid,1659942000,Amt der Steiermärkischen Landesregierung,Liezen Pyhrnbach,Alte Gasse 12,HMW,1,1.0,NOCLASS,µg/m³,EPSG:31287,14.244676,649.0,47.565439
8539,06:191,Stickstoffmonoxid,1659942000,Amt der Steiermärkischen Landesregierung,Gratwein,Aufeldstraße,HMW,1,1.0,NOCLASS,µg/m³,EPSG:31287,15.3232,382.0,47.1357
8540,09:JAEG,Stickstoffmonoxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,Hermannskogel,"Hermannskogel, Jägerwiese",HMW,1,1.0,NOCLASS,µg/m³,EPSG:31287,16.2972,488.0,48.2702
8541,09:SCHA,Stickstoffmonoxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,Schafberg,"Schafbergbad, Josef Redl Gasse 2, Gstr.Nr. 698/4",HMW,1,1.0,NOCLASS,µg/m³,EPSG:31287,16.301563,319.0,48.23537
8542,09:ZA,Stickstoffmonoxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,Hohe Warte,"Hohe Warte 38, Zentralanstalt für Meteorologie u. Geodynamik",HMW,1,1.0,NOCLASS,µg/m³,EPSG:31287,16.357079,210.0,48.248993
8543,10:ENK1,Stickstoffmonoxid,1659942000,Umweltbundesamt,Enzenkirchen im Sauwald,"Kriegen, Kapelle",HMW,1,1.0,NOCLASS,µg/m³,EPSG:31287,13.67085,525.0,48.39167
8544,10:ILL1,Stickstoffmonoxid,1659942000,Umweltbundesamt,Illmitz am Neusiedler See,Biologische Station Illmitz,HMW,1,1.0,NOCLASS,µg/m³,EPSG:31287,16.76639,117.0,47.77028
8545,10:KLH1,Stickstoffmonoxid,1659942000,Umweltbundesamt,Klöch bei Bad Radkersburg,"Seindl, Dissay-Weg",HMW,1,1.0,NOCLASS,µg/m³,EPSG:31287,15.95632,415.0,46.7672
8546,10:PIL1,Stickstoffmonoxid,1659942000,Umweltbundesamt,Pillersdorf bei Retz,Am Öhlberg,HMW,1,1.0,NOCLASS,µg/m³,EPSG:31287,15.93595,315.0,48.7212
8547,10:ZOE2,Stickstoffmonoxid,1659942000,Umweltbundesamt,Zöbelboden im Reichraminger Hintergebirge - Wildwiese,"Zöbelboden, Wildwiese",HMW,2,1.0,NOCLASS,µg/m³,EPSG:31287,14.44095,899.0,47.83828
