,stationid,compname,time,MetaInfo_Owner,MetaInfo_Name,MetaInfo_Location,meantype,subzahl,value,valueclass,unit,gml$Point_srsName,gml$Point_gml$coord_X,gml$Point_gml$coord_Z,gml$Point_gml$coord_Y
8548,01:0002,Stickstoffmonoxid,1659942000,Amt der Burgenländischen Landesregierung,Oberschützen,"Schützenstraße 85, Wirtschaftshof der Gemeinde ",HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,16.207863,344.0,47.339926
8549,01:0004,Stickstoffmonoxid,1659942000,Amt der Burgenländischen Landesregierung,Bad Sauerbrunn,Freiwillige Feuerwehr,HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,16.32875,254.0,47.77907
8550,03:0201,Stickstoffmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,"Bad Vöslau, Gainfarn","Kottingbrunner Straße, Gymnasium Gainfarn, Sportplatz",HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,16.20573,265.0,47.9592
8551,03:0403,Stickstoffmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,Wolkersdorf,Hochbehälter Breitenkreuz,HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,16.522,260.0,48.3929
8552,03:0407,Stickstoffmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,Groß-Enzersdorf - Glinzendorf,L3010 zwischen Glinzendorf und Rutzendorf,HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,16.63638889,150.0,48.230833333
8553,03:1401,Stickstoffmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,Mödling Bachgasse,Untere Bachgasse (Park vor Schule),HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,16.3022222,215.0,48.0861111
8554,03:1402,Stickstoffmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,Vösendorf - Peter Jordan-Straße,Nähe Peter Jordan-Straße 4-6,HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,16.33145,194.0,48.12474
8555,03:1406,Stickstoffmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,Biedermannsdorf Mühlengasse,Mühlengasse 49,HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,16.33722222222222,188.0,48.083333333333336
8556,03:1901,Stickstoffmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,Tulln Leopoldgasse,"Leopoldgasse 17, am Friedhof bei Grottenthalgasse",HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,16.0625,178.0,48.329445
8557,03:1905,Stickstoffmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,Neusiedl im Tullnerfeld,Neusiedl im Tullnerfeld,HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,15.96666667,182.0,48.32222222
8558,03:2501,Stickstoffmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,Krems,"St.Paul-Gasse/Rechte Kremszeile 54, Sportplatz",HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,15.619166,200.0,48.40861
8559,03:2701,Stickstoffmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,"Schwechat Sportplatz, Mühlgasse","Phönix-Sportplatz, Mühlgasse/Radetzkystraße",HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,16.474444444444444,155.0,48.145
8560,03:2702,Stickstoffmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,"Mannswörth bei Schwechat, Danubiastraße/A4","Danubiastraße, Brücke A4",HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,16.51111,159.0,48.145
8561,04:S404,Stickstoffmonoxid,1659942000,Amt der Oberösterreichischen Landesregierung,Traun Tischlerstraße,Tischlerstrasse Kindergarten,HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,14.23755,274.0,48.22535
8562,04:S432,Stickstoffmonoxid,1659942000,Amt der Oberösterreichischen Landesregierung,Lenzing Hauptstraße,Park Hauptstraße/Stefan Fadinger-Straße,HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,13.60892,485.0,47.97386
8563,05:6072,Stickstoffmonoxid,1659942000,Amt der Salzburger Landesregierung,Zell am See Freizeitzentrum/Eishalle,"Freizeitzentrum, Steinergasse",HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,12.795124,775.0,47.32664
8564,06:135,Stickstoffmonoxid,1659942000,Amt der Steiermärkischen Landesregierung,Straßengel Kirche,Straßengel Kirche,HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,15.339166666666667,454.0,47.11305555555556
8565,06:136,Stickstoffmonoxid,1659942000,Amt der Steiermärkischen Landesregierung,Judendorf Süd,"Ringsiedlung, Murufer",HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,15.351111111111,375.0,47.12027777778
8566,06:143,Stickstoffmonoxid,1659942000,Amt der Steiermärkischen Landesregierung,Leoben Zentrum,"Roseggerstraße, hinter Stadtkai, Altersheim, Josefinum",HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,15.0889,543.0,47.3823
8567,06:178,Stickstoffmonoxid,1659942000,Amt der Steiermärkischen Landesregierung,Weiz Bahnhofstraße,Bahnhofstraße 7,HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,15.628392,459.0,47.215703
8568,06:194,Stickstoffmonoxid,1659942000,Amt der Steiermärkischen Landesregierung,Mürzzuschlag Roseggerpark,"Roseggerpark, Waldgasse/Roseggergasse",HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,15.673055555555557,679.0,47.60472222222222
8569,09:FLO,Stickstoffmonoxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,Floridsdorf,"Floridsdorf, Gerichtsgasse 1a (Prager Str. 65m)",HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,16.396954,164.0,48.261086
8570,09:KEND,Stickstoffmonoxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,Kendlerstraße,Kendlerstraße 40 (Umspannwerk),HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,16.30975,236.0,48.205
8571,09:LIES,Stickstoffmonoxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,Liesing - Carlberger-Gasse Gewerbegebiet,"Carlberger-Gasse 69 (Gst. Nr. 273/11, KG Erlaa)",HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,16.30127778,211.0,48.14125
8572,09:LOB,Stickstoffmonoxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,Lobau,Lobau Grundwasserwerk,HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,16.5256138888889,155.0,48.1620694444444
8573,09:TAB,Stickstoffmonoxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,Taborstraße,Ecke Taborstraße - Glockengasse,HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,16.3809180555556,162.0,48.2167394444444
8574,01:0001,Stickstoffmonoxid,1659942000,Amt der Burgenländischen Landesregierung,Eisenstadt Laschoberstraße,"Laschoberstraße, östlich Kreisverkehr Ruster Straße",HMW,1,3.0,NOCLASS,µg/m³,EPSG:31287,16.52617,165.0,47.8401138
8575,03:0104,Stickstoffmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,"St. Valentin A1, Buchenstraße","Attenhofen, Buchenstraße/Kaufpark",HMW,1,3.0,NOCLASS,µg/m³,EPSG:31287,14.51954,265.0,48.19234
8576,03:0301,Stickstoffmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,Hainburg Krankenhaus,"Parkplatz Bezirkskrankenhaus, Florianistraße",HMW,1,3.0,NOCLASS,µg/m³,EPSG:31287,16.95787,180.0,48.1442
8577,03:1903,Stickstoffmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,Trasdorf im Tullnerfeld,Kaindorfer Straße,HMW,1,3.0,NOCLASS,µg/m³,EPSG:31287,15.8578,192.0,48.331
8578,03:2401,Stickstoffmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,Wiener Neustadt,Neuklosterwiese Sportplatz,HMW,1,3.0,NOCLASS,µg/m³,EPSG:31287,16.255,265.0,47.81416667
8579,04:S184,Stickstoffmonoxid,1659942000,Amt der Oberösterreichischen Landesregierung,"Linz Stadtpark, Noßbergerstraße","Noßbergerstraße, hinter Museumstraße 34a",HMW,1,3.0,NOCLASS,µg/m³,EPSG:31287,14.297502777777778,260.0,48.30611944444444
8580,04:S217,Stickstoffmonoxid,1659942000,Amt der Oberösterreichischen Landesregierung,Enns Kristein 3 - A1 Westautobahn,"Ental 4, Autobahn A1, Abfahrt B309, Eckmayer-Mühle",HMW,1,3.0,NOCLASS,µg/m³,EPSG:31287,14.436944444444444,255.0,48.20944444444445
8581,04:S406,Stickstoffmonoxid,1659942000,Amt der Oberösterreichischen Landesregierung,Wels Linzerstraße,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137",HMW,1,3.0,NOCLASS,µg/m³,EPSG:31287,14.0366,316.0,48.1649
8582,05:4057,Stickstoffmonoxid,1659942000,Amt der Salzburger Landesregierung,"St. Johann im Pongau, Bezirkshauptmannschaft","Bezirkshauptmannschaft, Hauptstraße 1",HMW,1,3.0,NOCLASS,µg/m³,EPSG:31287,13.205556,620.0,47.351387
8583,06:114,Stickstoffmonoxid,1659942000,Amt der Steiermärkischen Landesregierung,Zeltweg Hauptschule,"Feldgasse, Hauptschule",HMW,1,3.0,NOCLASS,µg/m³,EPSG:31287,14.753333,675.0,47.1925
8584,06:142,Stickstoffmonoxid,1659942000,Amt der Steiermärkischen Landesregierung,Leoben Donawitz Kindergarten,Kindergarten Pestalozzigasse (Pz.Nr. 71/8),HMW,1,3.0,NOCLASS,µg/m³,EPSG:31287,15.0745,555.0,47.37555555555556
8585,06:151,Stickstoffmonoxid,1659942000,Amt der Steiermärkischen Landesregierung,Bockberg,"Bockbergweg, Jöbstl-Arbeiter",HMW,1,3.0,NOCLASS,µg/m³,EPSG:31287,15.495833333333332,449.0,46.87138888888889
8586,06:170,Stickstoffmonoxid,1659942000,Amt der Steiermärkischen Landesregierung,Graz Süd Tiergartenweg,"Tiergartenweg 10, Ecke Herrgotwiesgasse 190 (B67: 250m)",HMW,1,3.0,NOCLASS,µg/m³,EPSG:31287,15.43308,345.0,47.04172
8587,06:179,Stickstoffmonoxid,1659942000,Amt der Steiermärkischen Landesregierung,Hartberg Zentrum,"F. Schmidt G., Sparkassenplatz, Parkplatz hinter Bahnhofstr.",HMW,1,3.0,NOCLASS,µg/m³,EPSG:31287,15.971852,349.0,47.28286
8588,06:195,Stickstoffmonoxid,1659942000,Amt der Steiermärkischen Landesregierung,Deutschlandsberg Rathausgasse,"Rathausgasse 3, Arbeiterkammer",HMW,1,3.0,NOCLASS,µg/m³,EPSG:31287,15.212777777777776,365.0,46.81388888888888
8589,09:AKC,Stickstoffmonoxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,AKH,"Allgemeines Krankenhaus, Ostringweg (zwischen Gebäuden BT25)",HMW,1,3.0,NOCLASS,µg/m³,EPSG:31287,16.349818,184.0,48.21911
8590,09:BELG,Stickstoffmonoxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,Belgradplatz,"Belgradplatz (Südostecke), Gstr.Nr. 816/252",HMW,1,3.0,NOCLASS,µg/m³,EPSG:31287,16.3614172222222,218.0,48.1743530555556
8591,03:0599,Stickstoffmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,Klosterneuburg B14 (Bahnhof Klosterneuburg-Kierling),Parkplatz Bahnhof Klosterneuburg-Kierling,HMW,1,4.0,NOCLASS,µg/m³,EPSG:31287,16.3279444,170.0,48.30822222
8592,04:S416,Stickstoffmonoxid,1659942000,Amt der Oberösterreichischen Landesregierung,Linz Neue Welt,"Wiener Straße 233, Straßenbahnstation Neue Welt",HMW,1,4.0,NOCLASS,µg/m³,EPSG:31287,14.31479,265.0,48.27329
8593,05:1200,Stickstoffmonoxid,1659942000,Amt der Salzburger Landesregierung,"Salzburg Lehener Park, Franz Martin-Straße 1",Franz Martin-Straße 1,HMW,1,4.0,NOCLASS,µg/m³,EPSG:31287,13.03488,420.0,47.81565
8594,05:5032,Stickstoffmonoxid,1659942000,Amt der Salzburger Landesregierung,Tamsweg Untere Postgasse,Parkplatz Untere Postgasse 2,HMW,1,4.0,NOCLASS,µg/m³,EPSG:31287,13.80804,1025.0,47.12566
8595,06:106,Stickstoffmonoxid,1659942000,Amt der Steiermärkischen Landesregierung,Köflach,"Alter Rathausplatz, Volksschule Schulweg (B70: 90m)",HMW,1,4.0,NOCLASS,µg/m³,EPSG:31287,15.086667,445.0,47.06333
8596,06:107,Stickstoffmonoxid,1659942000,Amt der Steiermärkischen Landesregierung,Voitsberg Mühlgasse,"Mühlgasse, Ecke Franz Josef-Straße",HMW,1,4.0,NOCLASS,µg/m³,EPSG:31287,15.15277777777778,390.0,47.04472222222222
8597,06:119,Stickstoffmonoxid,1659942000,Amt der Steiermärkischen Landesregierung,Knittelfeld Parkstraße,"Parkstraße, Pestalozzistraße",HMW,1,4.0,NOCLASS,µg/m³,EPSG:31287,14.825277777777778,635.0,47.21037
8598,06:138,Stickstoffmonoxid,1659942000,Amt der Steiermärkischen Landesregierung,Graz Nord Gösting,"Graz Nord, Josef Ornig-Strasse 16, Umspannwerk, Sportplatz",HMW,1,4.0,NOCLASS,µg/m³,EPSG:31287,15.4151111111111,355.0,47.0943611111
8599,06:197,Stickstoffmonoxid,1659942000,Amt der Steiermärkischen Landesregierung,Leibnitz Lastenstraße,"Lastenstraße 12, Volksschule",HMW,1,4.0,NOCLASS,µg/m³,EPSG:31287,15.540555555555557,272.0,46.77833333333333
8600,09:STAD,Stickstoffmonoxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,Stadlau,"Hausgrundweg 23, Gstr. 254/1",HMW,1,4.0,NOCLASS,µg/m³,EPSG:31287,16.458345,159.0,48.226360833333
8601,09:STEF,Stickstoffmonoxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,Stephansplatz,"Stephansdom, Kerzenkammer östlich des Südturmes, 1. Stock",HMW,1,4.0,NOCLASS,µg/m³,EPSG:31287,16.3732536111111,172.0,48.20815
8602,03:0502,Stickstoffmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,Heidenreichstein Thaures,Thaures,HMW,1,5.0,NOCLASS,µg/m³,EPSG:31287,15.04666667,570.0,48.8786111
8603,03:1902,Stickstoffmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,Zwentendorf im Tullnerfeld,"Zwentendorf, Lindenplatz Freiwillige Feuerwehr Zwentendorf",HMW,1,5.0,NOCLASS,µg/m³,EPSG:31287,15.90706,200.0,48.34509
8604,05:5019,Stickstoffmonoxid,1659942000,Amt der Salzburger Landesregierung,Zederhaus Lamm,Zederhaus Lamm,HMW,1,5.0,NOCLASS,µg/m³,EPSG:31287,13.54318,1140.0,47.13378
8605,06:145,Stickstoffmonoxid,1659942000,Amt der Steiermärkischen Landesregierung,Kapfenberg St. Martin,"St. Martin, Anton Buchalka-Straße 13, Ecke Friedhofweg",HMW,1,5.0,NOCLASS,µg/m³,EPSG:31287,15.29032,517.0,47.44583333333333
8606,09:GAUD,Stickstoffmonoxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,Gaudenzdorf,"Umspannwerk Gaudenzdorfer Gürtel, Dunklerg. 1-7/O. Perl-Weg",HMW,1,5.0,NOCLASS,µg/m³,EPSG:31287,16.3393311111111,179.0,48.1871469444444
8607,05:1066,Stickstoffmonoxid,1659942000,Amt der Salzburger Landesregierung,Salzburg Mirabellplatz,Mirabellplatz,HMW,1,6.0,NOCLASS,µg/m³,EPSG:31287,13.043333,430.0,47.8055556
8608,03:0065,Stickstoffmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,"Purkersdorf, Tullnerbachstraße","Neukurkersdorf, Gemeindebauhof, Tullnerbachstraße (B44)",HMW,1,7.0,NOCLASS,µg/m³,EPSG:31287,16.1434,260.0,48.1955
8609,06:172,Stickstoffmonoxid,1659942000,Amt der Steiermärkischen Landesregierung,Graz Mitte Gries,Platz der Freiwilligen Schützen,HMW,1,7.0,NOCLASS,µg/m³,EPSG:31287,15.431945,366.0,47.06924
8610,03:1204,Stickstoffmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,Pöchlarn,"Brunnenschutzgebiet, Donauuferpromenade",HMW,1,8.0,NOCLASS,µg/m³,EPSG:31287,15.205,216.0,48.21275
8611,06:171,Stickstoffmonoxid,1659942000,Amt der Steiermärkischen Landesregierung,Graz Ost Petersgasse,"Petersgasse, gegenüber Eisteichgasse",HMW,1,8.0,NOCLASS,µg/m³,EPSG:31287,15.46665,366.0,47.05952
8612,03:2301,Stickstoffmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,St. Pölten Eybnerstraße,"Eybnerstraße, hinter D. Gran-Str. 16, Sportpl. Sonderschule",HMW,1,9.0,NOCLASS,µg/m³,EPSG:31287,15.6325,270.0,48.2116
8613,04:S125,Stickstoffmonoxid,1659942000,Amt der Oberösterreichischen Landesregierung,"Bad Ischl, Rettenbachwaldstraße",Rettenbachwaldstraße 5 (Holzplatz der Gemeinde),HMW,1,9.0,NOCLASS,µg/m³,EPSG:31287,13.632222222222223,460.0,47.71611111111111
8614,09:A23,Stickstoffmonoxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,A23 Südosttangente/Wehlistraße,"Wehlistraße 366, Gstr.Nr.2157/250",HMW,1,9.0,NOCLASS,µg/m³,EPSG:31287,16.43455,162.0,48.20306
8615,03:0101,Stickstoffmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,Amstetten,"Anzengruberstraße, Parkplatz vor der Schule",HMW,1,10.0,NOCLASS,µg/m³,EPSG:31287,14.8788,270.0,48.1199
8616,04:S415,Stickstoffmonoxid,1659942000,Amt der Oberösterreichischen Landesregierung,Linz 24er Turm A7,Heilhammerweg 54 (nahe VÖEST-Brücke der Autobahn),HMW,1,10.0,NOCLASS,µg/m³,EPSG:31287,14.2977778,255.0,48.323333
8617,05:1500,Stickstoffmonoxid,1659942000,Amt der Salzburger Landesregierung,Salzburg Stadtautobahn A1,"Oberst Lepperdinger-Straße, Parkplatz Stadion Klessheim",HMW,1,10.0,NOCLASS,µg/m³,EPSG:31287,13.000439,425.0,47.814861
8618,06:141,Stickstoffmonoxid,1659942000,Amt der Steiermärkischen Landesregierung,Leoben Göss,"Mayr-Melnhof-Straße, Südende, Kindergarten, Pz.Nr. 503/49 ",HMW,1,10.0,NOCLASS,µg/m³,EPSG:31287,15.10361111111111,554.0,47.35888888888889
8619,09:KE,Stickstoffmonoxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,Kaiser-Ebersdorf,"Kaiserebersdorf, Alberner Straße 8 (Umspannwerk) (A4 160m)",HMW,1,12.0,NOCLASS,µg/m³,EPSG:31287,16.476051,158.0,48.156708
8620,07:2530,Stickstoffmonoxid,1659942000,Amt der Tiroler Landesregierung,Wörgl Stelzhamerstraße,Josef Stelzhamer-Straße / Joseph Haydn-Straße 4,HMW,1,14.0,NOCLASS,µg/m³,EPSG:31287,12.066633,508.0,47.4885583
8621,06:176,Stickstoffmonoxid,1659942000,Amt der Steiermärkischen Landesregierung,B116 (Bruck an der Mur),Wiener Straße 77,HMW,1,15.0,NOCLASS,µg/m³,EPSG:31287,15.270528,504.0,47.425667
8622,07:2315,Stickstoffmonoxid,1659942000,Amt der Tiroler Landesregierung,Imst Inntalautobahn A12,"Inntalautobahn A12 km 132,56",HMW,1,15.0,NOCLASS,µg/m³,EPSG:31287,10.7357167,719.0,47.2169472
8623,05:1000,Stickstoffmonoxid,1659942000,Amt der Salzburger Landesregierung,Salzburg Rudolfsplatz,Rudolfsplatz (Grünfläche in der Mitte),HMW,1,16.0,NOCLASS,µg/m³,EPSG:31287,13.05329,425.0,47.7974
8624,06:164,Stickstoffmonoxid,1659942000,Amt der Steiermärkischen Landesregierung,Graz Don Bosco,"Don-Bosco-Kirche, Kreuzung Kärntnerstraße - Alte Poststraße",HMW,1,16.0,NOCLASS,µg/m³,EPSG:31287,15.416603,358.0,47.055611
8625,05:2000,Stickstoffmonoxid,1659942000,Amt der Salzburger Landesregierung,Hallein B159 Kreisverkehr Salzachtalstr./Europastr.,"Kreisverkehr Hagerkreuzung, S-Seite",HMW,1,18.0,NOCLASS,µg/m³,EPSG:31287,13.09995,440.0,47.68259
8626,07:2227,Stickstoffmonoxid,1659942000,Amt der Tiroler Landesregierung,Hall in Tirol Untere Lend,Parkplatz beim Sportplatz Untere Lend,HMW,1,18.0,NOCLASS,µg/m³,EPSG:31287,11.512497,558.0,47.27807
8627,03:0902,Stickstoffmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,"Stockerau, Rudolf Diesel-Straße","Rudolf Diesel-Straße 1, Tennisplatz",HMW,1,19.0,NOCLASS,µg/m³,EPSG:31287,16.182222,175.0,48.385277
8628,09:MBA,Stickstoffmonoxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,Hietzinger Kai,"Hietzinger Kai 1-3, Magistratisches Bezirksamt XIII, XIV",HMW,1,21.0,NOCLASS,µg/m³,EPSG:31287,16.3000202777778,194.0,48.1883725
8629,03:2302,Stickstoffmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,St. Pölten Europaplatz,Europaplatz,HMW,1,27.0,NOCLASS,µg/m³,EPSG:31287,15.6204,271.0,48.2013
8630,05:2300,Stickstoffmonoxid,1659942000,Amt der Salzburger Landesregierung,Hallein A10 Tauernautobahn,"westlich A10, Brücke Almbach - Brücke Wiestaler Straße",HMW,1,38.0,NOCLASS,µg/m³,EPSG:31287,13.10815,445.0,47.69135
8631,04:S431,Stickstoffmonoxid,1659942000,Amt der Oberösterreichischen Landesregierung,Linz Römerberg B139,"Kapuzinerstraße B139, Parkplatz Klammstr.",HMW,1,39.0,NOCLASS,µg/m³,EPSG:31287,14.28217,262.0,48.30299
8632,01:0004,Kohlenmonoxid,1659942000,Amt der Burgenländischen Landesregierung,Bad Sauerbrunn,Freiwillige Feuerwehr,HMW,1,0.1,NOCLASS,mg/m³,EPSG:31287,16.32875,254.0,47.77907
8633,03:2701,Kohlenmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,"Schwechat Sportplatz, Mühlgasse","Phönix-Sportplatz, Mühlgasse/Radetzkystraße",HMW,1,0.1,NOCLASS,mg/m³,EPSG:31287,16.474444444444444,155.0,48.145
8634,04:S217,Kohlenmonoxid,1659942000,Amt der Oberösterreichischen Landesregierung,Enns Kristein 3 - A1 Westautobahn,"Ental 4, Autobahn A1, Abfahrt B309, Eckmayer-Mühle",HMW,1,0.1,NOCLASS,mg/m³,EPSG:31287,14.436944444444444,255.0,48.20944444444445
8635,10:ILL1,Kohlenmonoxid,1659942000,Umweltbundesamt,Illmitz am Neusiedler See,Biologische Station Illmitz,HMW,1,0.1,NOCLASS,mg/m³,EPSG:31287,16.76639,117.0,47.77028
8636,10:VOR1,Kohlenmonoxid,1659942000,Umweltbundesamt,Vorhegg bei Kötschach-Mauthen,"Kreuth 8b, Josef Zobernig",HMW,1,0.1,NOCLASS,mg/m³,EPSG:31287,12.972,1010.0,46.6775
8637,03:1401,Kohlenmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,Mödling Bachgasse,Untere Bachgasse (Park vor Schule),HMW,1,0.2,NOCLASS,mg/m³,EPSG:31287,16.3022222,215.0,48.0861111
8638,03:1402,Kohlenmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,Vösendorf - Peter Jordan-Straße,Nähe Peter Jordan-Straße 4-6,HMW,1,0.2,NOCLASS,mg/m³,EPSG:31287,16.33145,194.0,48.12474
8639,03:2302,Kohlenmonoxid,1659942000,Amt der Niederösterreichischen Landesregierung,St. Pölten Europaplatz,Europaplatz,HMW,1,0.2,NOCLASS,mg/m³,EPSG:31287,15.6204,271.0,48.2013
8640,04:S406,Kohlenmonoxid,1659942000,Amt der Oberösterreichischen Landesregierung,Wels Linzerstraße,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137",HMW,1,0.2,NOCLASS,mg/m³,EPSG:31287,14.0366,316.0,48.1649
8641,04:S416,Kohlenmonoxid,1659942000,Amt der Oberösterreichischen Landesregierung,Linz Neue Welt,"Wiener Straße 233, Straßenbahnstation Neue Welt",HMW,1,0.2,NOCLASS,mg/m³,EPSG:31287,14.31479,265.0,48.27329
8642,05:1000,Kohlenmonoxid,1659942000,Amt der Salzburger Landesregierung,Salzburg Rudolfsplatz,Rudolfsplatz (Grünfläche in der Mitte),HMW,1,0.2,NOCLASS,mg/m³,EPSG:31287,13.05329,425.0,47.7974
8643,05:1066,Kohlenmonoxid,1659942000,Amt der Salzburger Landesregierung,Salzburg Mirabellplatz,Mirabellplatz,HMW,1,0.2,NOCLASS,mg/m³,EPSG:31287,13.043333,430.0,47.8055556
8644,05:5032,Kohlenmonoxid,1659942000,Amt der Salzburger Landesregierung,Tamsweg Untere Postgasse,Parkplatz Untere Postgasse 2,HMW,1,0.2,NOCLASS,mg/m³,EPSG:31287,13.80804,1025.0,47.12566
8645,06:142,Kohlenmonoxid,1659942000,Amt der Steiermärkischen Landesregierung,Leoben Donawitz Kindergarten,Kindergarten Pestalozzigasse (Pz.Nr. 71/8),HMW,1,0.2,NOCLASS,mg/m³,EPSG:31287,15.0745,555.0,47.37555555555556
8646,06:164,Kohlenmonoxid,1659942000,Amt der Steiermärkischen Landesregierung,Graz Don Bosco,"Don-Bosco-Kirche, Kreuzung Kärntnerstraße - Alte Poststraße",HMW,1,0.2,NOCLASS,mg/m³,EPSG:31287,15.416603,358.0,47.055611
8647,06:170,Kohlenmonoxid,1659942000,Amt der Steiermärkischen Landesregierung,Graz Süd Tiergartenweg,"Tiergartenweg 10, Ecke Herrgotwiesgasse 190 (B67: 250m)",HMW,1,0.2,NOCLASS,mg/m³,EPSG:31287,15.43308,345.0,47.04172
8648,09:A23,Kohlenmonoxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,A23 Südosttangente/Wehlistraße,"Wehlistraße 366, Gstr.Nr.2157/250",HMW,1,0.2,NOCLASS,mg/m³,EPSG:31287,16.43455,162.0,48.20306
8649,09:MBA,Kohlenmonoxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,Hietzinger Kai,"Hietzinger Kai 1-3, Magistratisches Bezirksamt XIII, XIV",HMW,1,0.2,NOCLASS,mg/m³,EPSG:31287,16.3000202777778,194.0,48.1883725
8650,09:TAB,Kohlenmonoxid,1659942000,Gemeinde Wien - MA22 Umweltschutz,Taborstraße,Ecke Taborstraße - Glockengasse,HMW,1,0.2,NOCLASS,mg/m³,EPSG:31287,16.3809180555556,162.0,48.2167394444444
8651,04:S431,Kohlenmonoxid,1659942000,Amt der Oberösterreichischen Landesregierung,Linz Römerberg B139,"Kapuzinerstraße B139, Parkplatz Klammstr.",HMW,1,0.3,NOCLASS,mg/m³,EPSG:31287,14.28217,262.0,48.30299
