stationid,compname,time,gml$Point_gml$coord_X,gml$Point_gml$coord_Y,gml$Point_gml$coord_Z,gml$Point_srsName,subzahl,meantype,FotoAnzahl,value,unit,Fotos_0_Link,Fotos_0_Thumb,valueclass,MetaInfo_Name,MetaInfo_Location,MetaInfo_Owner,Fotos_1_Link,Fotos_1_Thumb,Fotos_2_Thumb,Fotos_2_Link,Fotos_3_Link,Fotos_3_Thumb,Fotos_4_Thumb,Fotos_4_Link,Fotos_5_Thumb,Fotos_5_Link,Fotos_6_Link,Fotos_6_Thumb,Fotos_7_Link,Fotos_7_Thumb,Fotos_8_Link,Fotos_8_Thumb
05:5019,Stickstoffdioxid,5 Aug 2022 21:00:00 GMT+0100,13.54318,47.13378,1140.0,EPSG:31287,1,HMW,4.0,9.0,µg/m³,/pub/fotos/stations/055019 nS.jpg,/pub/fotos/stations/thumbs/055019 nS.jpg,1,Zederhaus Lamm,Zederhaus Lamm,Amt der Salzburger Landesregierung,/pub/fotos/stations/055019 nSO.jpg,/pub/fotos/stations/thumbs/055019 nSO.jpg,/pub/fotos/stations/thumbs/055019 nSW.jpg,/pub/fotos/stations/055019 nSW.jpg,/pub/fotos/stations/055019 nW.jpg,/pub/fotos/stations/thumbs/055019 nW.jpg,,,,,,,,,,
08:0709,Stickstoffdioxid,5 Aug 2022 20:00:00 GMT+0100,9.640553333333331,47.45968777777778,405.0,EPSG:31287,1,HMW,2.0,9.0,µg/m³,/pub/fotos/stations/080709 nN.JPG,/pub/fotos/stations/thumbs/080709 nN.JPG,1,Höchst Gemeindeamt,"Gemeindeamt, Hauptstraße 15",Umweltinstitut des Landes Vorarlberg,/pub/fotos/stations/080709 nNO.JPG,/pub/fotos/stations/thumbs/080709 nNO.JPG,,,,,,,,,,,,,,
10:ENK1,Stickstoffdioxid,5 Aug 2022 21:00:00 GMT+0100,13.67085,48.39167,525.0,EPSG:31287,1,HMW,4.0,9.0,µg/m³,/pub/fotos/stations/10ENK1 nN.JPG,/pub/fotos/stations/thumbs/10ENK1 nN.JPG,1,Enzenkirchen im Sauwald,"Kriegen, Kapelle",Umweltbundesamt,/pub/fotos/stations/10ENK1 nO.JPG,/pub/fotos/stations/thumbs/10ENK1 nO.JPG,/pub/fotos/stations/thumbs/10ENK1 nSO.JPG,/pub/fotos/stations/10ENK1 nSO.JPG,/pub/fotos/stations/10ENK1 nW.JPG,/pub/fotos/stations/thumbs/10ENK1 nW.JPG,,,,,,,,,,
02:KA71,Stickstoffdioxid,5 Aug 2022 21:00:00 GMT+0100,14.299144444444444,46.62661666666667,445.0,EPSG:31287,1,HMW,6.0,10.0,µg/m³,/pub/fotos/stations/02KA71 nN.jpg,/pub/fotos/stations/thumbs/02KA71 nN.jpg,1,Klagenfurt Sterneckstraße,Sterneckstraße (gegenüber Nr. 17),Amt der Kärntner Landesregierung,/pub/fotos/stations/02KA71 nNO.JPG,/pub/fotos/stations/thumbs/02KA71 nNO.JPG,/pub/fotos/stations/thumbs/02KA71 nNW.JPG,/pub/fotos/stations/02KA71 nNW.JPG,/pub/fotos/stations/02KA71 nO.jpg,/pub/fotos/stations/thumbs/02KA71 nO.jpg,/pub/fotos/stations/thumbs/02KA71 nS.jpg,/pub/fotos/stations/02KA71 nS.jpg,/pub/fotos/stations/thumbs/02KA71 nW.jpg,/pub/fotos/stations/02KA71 nW.jpg,,,,,,
02:SP18,Stickstoffdioxid,5 Aug 2022 21:00:00 GMT+0100,13.49388888888888,46.8013888888888,560.0,EPSG:31287,1,HMW,5.0,10.0,µg/m³,/pub/fotos/stations/02SP18 nNO.jpg,/pub/fotos/stations/thumbs/02SP18 nNO.jpg,1,Spittal a. d. Drau Oktoberstraße,"10. Oktober-Strasse 9, Schulzentrum",Amt der Kärntner Landesregierung,/pub/fotos/stations/02SP18 nO.jpg,/pub/fotos/stations/thumbs/02SP18 nO.jpg,/pub/fotos/stations/thumbs/02SP18 nS.jpg,/pub/fotos/stations/02SP18 nS.jpg,/pub/fotos/stations/02SP18 nSO.JPG,/pub/fotos/stations/thumbs/02SP18 nSO.JPG,/pub/fotos/stations/thumbs/02SP18 nW.jpg,/pub/fotos/stations/02SP18 nW.jpg,,,,,,,,
03:1401,Stickstoffdioxid,5 Aug 2022 21:00:00 GMT+0100,16.3022222,48.0861111,215.0,EPSG:31287,1,HMW,3.0,10.0,µg/m³,/pub/fotos/stations/031401 nO.jpg,/pub/fotos/stations/thumbs/031401 nO.jpg,1,Mödling Bachgasse,Untere Bachgasse (Park vor Schule),Amt der Niederösterreichischen Landesregierung,/pub/fotos/stations/031401 nS.jpg,/pub/fotos/stations/thumbs/031401 nS.jpg,/pub/fotos/stations/thumbs/031401 nW.jpg,/pub/fotos/stations/031401 nW.jpg,,,,,,,,,,,,
04:S404,Stickstoffdioxid,5 Aug 2022 21:30:00 GMT+0100,14.23755,48.22535,274.0,EPSG:31287,1,HMW,5.0,10.0,µg/m³,/pub/fotos/stations/04S404 nN.jpg,/pub/fotos/stations/thumbs/04S404 nN.jpg,1,Traun Tischlerstraße,Tischlerstrasse Kindergarten,Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S404 nNW.jpg,/pub/fotos/stations/thumbs/04S404 nNW.jpg,/pub/fotos/stations/thumbs/04S404 nO.JPG,/pub/fotos/stations/04S404 nO.JPG,/pub/fotos/stations/04S404 nSO.JPG,/pub/fotos/stations/thumbs/04S404 nSO.JPG,/pub/fotos/stations/thumbs/04S404 nW.JPG,/pub/fotos/stations/04S404 nW.JPG,,,,,,,,
04:S406,Stickstoffdioxid,5 Aug 2022 21:30:00 GMT+0100,14.0366,48.1649,316.0,EPSG:31287,1,HMW,4.0,10.0,µg/m³,/pub/fotos/stations/04S406 nN.JPG,/pub/fotos/stations/thumbs/04S406 nN.JPG,1,Wels Linzerstraße,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137",Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S406 nO.JPG,/pub/fotos/stations/thumbs/04S406 nO.JPG,/pub/fotos/stations/thumbs/04S406 nS.JPG,/pub/fotos/stations/04S406 nS.JPG,/pub/fotos/stations/04S406 nW.jpg,/pub/fotos/stations/thumbs/04S406 nW.jpg,,,,,,,,,,
04:S409,Stickstoffdioxid,5 Aug 2022 21:00:00 GMT+0100,14.442777777777776,48.04944444444444,305.0,EPSG:31287,1,HMW,5.0,10.0,µg/m³,/pub/fotos/stations/04S409 nN.jpg,/pub/fotos/stations/thumbs/04S409 nN.jpg,1,Steyr Münichholz,"Siedlung Münichholz, Holzstrasse, Karl Punzer-Straße 1",Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S409 nNO.jpg,/pub/fotos/stations/thumbs/04S409 nNO.jpg,/pub/fotos/stations/thumbs/04S409 nO.jpg,/pub/fotos/stations/04S409 nO.jpg,/pub/fotos/stations/04S409 nSW.jpg,/pub/fotos/stations/thumbs/04S409 nSW.jpg,/pub/fotos/stations/thumbs/04S409 nW.JPG,/pub/fotos/stations/04S409 nW.JPG,,,,,,,,
06:138,Stickstoffdioxid,5 Aug 2022 21:30:00 GMT+0100,15.4151111111111,47.0943611111,355.0,EPSG:31287,1,HMW,3.0,10.0,µg/m³,/pub/fotos/stations/06138 nN.JPG,/pub/fotos/stations/thumbs/06138 nN.JPG,1,Graz Nord Gösting,"Graz Nord, Josef Ornig-Strasse 16, Umspannwerk, Sportplatz",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06138 nNW.JPG,/pub/fotos/stations/thumbs/06138 nNW.JPG,/pub/fotos/stations/thumbs/06138 nO.JPG,/pub/fotos/stations/06138 nO.JPG,,,,,,,,,,,,
06:178,Stickstoffdioxid,5 Aug 2022 21:30:00 GMT+0100,15.628392,47.215703,459.0,EPSG:31287,1,HMW,4.0,10.0,µg/m³,/pub/fotos/stations/06178 nNW.JPG,/pub/fotos/stations/thumbs/06178 nNW.JPG,1,Weiz Bahnhofstraße,Bahnhofstraße 7,Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06178 nO.JPG,/pub/fotos/stations/thumbs/06178 nO.JPG,/pub/fotos/stations/thumbs/06178 nS.JPG,/pub/fotos/stations/06178 nS.JPG,/pub/fotos/stations/06178 nSW.JPG,/pub/fotos/stations/thumbs/06178 nSW.JPG,,,,,,,,,,
06:180,Stickstoffdioxid,5 Aug 2022 21:30:00 GMT+0100,15.253333,47.409443,485.0,EPSG:31287,1,HMW,7.0,10.0,µg/m³,/pub/fotos/stations/06180 nN.jpg,/pub/fotos/stations/thumbs/06180 nN.jpg,1,Bruck an der Mur Flurgasse,"Flurgasse 2, Ecke Oberdorfer Straße",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06180 nNW.JPG,/pub/fotos/stations/thumbs/06180 nNW.JPG,/pub/fotos/stations/thumbs/06180 nO.JPG,/pub/fotos/stations/06180 nO.JPG,/pub/fotos/stations/06180 nS.JPG,/pub/fotos/stations/thumbs/06180 nS.JPG,/pub/fotos/stations/thumbs/06180 nSO.jpg,/pub/fotos/stations/06180 nSO.jpg,/pub/fotos/stations/thumbs/06180 nSW.JPG,/pub/fotos/stations/06180 nSW.JPG,/pub/fotos/stations/06180 nW.jpg,/pub/fotos/stations/thumbs/06180 nW.jpg,,,,
06:191,Stickstoffdioxid,5 Aug 2022 21:30:00 GMT+0100,15.3232,47.1357,382.0,EPSG:31287,1,HMW,5.0,10.0,µg/m³,/pub/fotos/stations/06191 nN.JPG,/pub/fotos/stations/thumbs/06191 nN.JPG,1,Gratwein,Aufeldstraße,Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06191 nNO.JPG,/pub/fotos/stations/thumbs/06191 nNO.JPG,/pub/fotos/stations/thumbs/06191 nO.JPG,/pub/fotos/stations/06191 nO.JPG,/pub/fotos/stations/06191 nS.JPG,/pub/fotos/stations/thumbs/06191 nS.JPG,/pub/fotos/stations/thumbs/06191 nW.JPG,/pub/fotos/stations/06191 nW.JPG,,,,,,,,
07:2315,Stickstoffdioxid,5 Aug 2022 21:00:00 GMT+0100,10.7357167,47.2169472,719.0,EPSG:31287,1,HMW,5.0,10.0,µg/m³,/pub/fotos/stations/072315 nN.JPG,/pub/fotos/stations/thumbs/072315 nN.JPG,1,Imst Inntalautobahn A12,"Inntalautobahn A12 km 132,56",Amt der Tiroler Landesregierung,/pub/fotos/stations/072315 nNW.JPG,/pub/fotos/stations/thumbs/072315 nNW.JPG,/pub/fotos/stations/thumbs/072315 nO.JPG,/pub/fotos/stations/072315 nO.JPG,/pub/fotos/stations/072315 nS.JPG,/pub/fotos/stations/thumbs/072315 nS.JPG,/pub/fotos/stations/thumbs/072315 nW.jpg,/pub/fotos/stations/072315 nW.jpg,,,,,,,,
08:1919,Stickstoffdioxid,5 Aug 2022 20:00:00 GMT+0100,9.59745,47.23915,460.0,EPSG:31287,1,HMW,2.0,10.0,µg/m³,/pub/fotos/stations/081919 nNW.JPG,/pub/fotos/stations/thumbs/081919 nNW.JPG,1,Feldkirch Bärenkreuzung,Bärenkreuzung L53/L191/L190 (3m von L53),Umweltinstitut des Landes Vorarlberg,/pub/fotos/stations/081919 nSO.jpg,/pub/fotos/stations/thumbs/081919 nSO.jpg,,,,,,,,,,,,,,
02:KA61,Stickstoffdioxid,5 Aug 2022 21:00:00 GMT+0100,14.26611111111111,46.6525,455.0,EPSG:31287,1,HMW,4.0,11.0,µg/m³,/pub/fotos/stations/02KA61 nN.jpg,/pub/fotos/stations/thumbs/02KA61 nN.jpg,1,Klagenfurt A2 Nordumfahrung ,"Südautobahn A2 (km 323,06 Fahrtichtung Villach)",Amt der Kärntner Landesregierung,/pub/fotos/stations/02KA61 nS.jpg,/pub/fotos/stations/thumbs/02KA61 nS.jpg,/pub/fotos/stations/thumbs/02KA61 nSW.JPG,/pub/fotos/stations/02KA61 nSW.JPG,/pub/fotos/stations/02KA61 nW.jpg,/pub/fotos/stations/thumbs/02KA61 nW.jpg,,,,,,,,,,
02:WO15,Stickstoffdioxid,5 Aug 2022 21:00:00 GMT+0100,14.84346,46.834975,460.0,EPSG:31287,1,HMW,6.0,11.0,µg/m³,/pub/fotos/stations/02WO15 nN.JPG,/pub/fotos/stations/thumbs/02WO15 nN.JPG,1,Wolfsberg Hauptschule,"Hauptschule, Klagenfurter Str. (B70), Hans Schreiber-Str. 1",Amt der Kärntner Landesregierung,/pub/fotos/stations/02WO15 nNO.jpg,/pub/fotos/stations/thumbs/02WO15 nNO.jpg,/pub/fotos/stations/thumbs/02WO15 nO.jpg,/pub/fotos/stations/02WO15 nO.jpg,/pub/fotos/stations/02WO15 nS.jpg,/pub/fotos/stations/thumbs/02WO15 nS.jpg,/pub/fotos/stations/thumbs/02WO15 nSW.JPG,/pub/fotos/stations/02WO15 nSW.JPG,/pub/fotos/stations/thumbs/02WO15 nW.jpg,/pub/fotos/stations/02WO15 nW.jpg,,,,,,
04:S416,Stickstoffdioxid,5 Aug 2022 21:30:00 GMT+0100,14.31479,48.27329,265.0,EPSG:31287,1,HMW,4.0,11.0,µg/m³,/pub/fotos/stations/04S416 nN.JPG,/pub/fotos/stations/thumbs/04S416 nN.JPG,1,Linz Neue Welt,"Wiener Straße 233, Straßenbahnstation Neue Welt",Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S416 nO.JPG,/pub/fotos/stations/thumbs/04S416 nO.JPG,/pub/fotos/stations/thumbs/04S416 nS.JPG,/pub/fotos/stations/04S416 nS.JPG,/pub/fotos/stations/04S416 nW.JPG,/pub/fotos/stations/thumbs/04S416 nW.JPG,,,,,,,,,,
06:107,Stickstoffdioxid,5 Aug 2022 21:30:00 GMT+0100,15.15277777777778,47.04472222222222,390.0,EPSG:31287,1,HMW,6.0,11.0,µg/m³,/pub/fotos/stations/06107 nN.JPG,/pub/fotos/stations/thumbs/06107 nN.JPG,1,Voitsberg Mühlgasse,"Mühlgasse, Ecke Franz Josef-Straße",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06107 nNO.JPG,/pub/fotos/stations/thumbs/06107 nNO.JPG,/pub/fotos/stations/thumbs/06107 nNW.jpg,/pub/fotos/stations/06107 nNW.jpg,/pub/fotos/stations/06107 nO.JPG,/pub/fotos/stations/thumbs/06107 nO.JPG,/pub/fotos/stations/thumbs/06107 nS.JPG,/pub/fotos/stations/06107 nS.JPG,/pub/fotos/stations/thumbs/06107 nW.JPG,/pub/fotos/stations/06107 nW.JPG,,,,,,
07:2106,Stickstoffdioxid,5 Aug 2022 21:00:00 GMT+0100,11.4169445,47.27129,570.0,EPSG:31287,1,HMW,4.0,11.0,µg/m³,/pub/fotos/stations/072106 nN.JPG,/pub/fotos/stations/thumbs/072106 nN.JPG,1,Innsbruck Reichenau - Andechsstraße,Andechstrasse 21,Amt der Tiroler Landesregierung,/pub/fotos/stations/072106 nO.JPG,/pub/fotos/stations/thumbs/072106 nO.JPG,/pub/fotos/stations/thumbs/072106 nS.JPG,/pub/fotos/stations/072106 nS.JPG,/pub/fotos/stations/072106 nW.JPG,/pub/fotos/stations/thumbs/072106 nW.JPG,,,,,,,,,,
07:2538,Stickstoffdioxid,5 Aug 2022 21:00:00 GMT+0100,11.90995,47.458717,602.0,EPSG:31287,1,HMW,4.0,11.0,µg/m³,/pub/fotos/stations/072538 nN.JPG,/pub/fotos/stations/thumbs/072538 nN.JPG,1,Kramsach Angerberg,"Voldöp, Angerberg",Amt der Tiroler Landesregierung,/pub/fotos/stations/072538 nO.JPG,/pub/fotos/stations/thumbs/072538 nO.JPG,/pub/fotos/stations/thumbs/072538 nS.JPG,/pub/fotos/stations/072538 nS.JPG,/pub/fotos/stations/072538 nW.JPG,/pub/fotos/stations/thumbs/072538 nW.JPG,,,,,,,,,,
05:1500,Stickstoffdioxid,5 Aug 2022 21:00:00 GMT+0100,13.000439,47.814861,425.0,EPSG:31287,1,HMW,1.0,12.0,µg/m³,/pub/fotos/stations/051500 nO.jpg,/pub/fotos/stations/thumbs/051500 nO.jpg,1,Salzburg Stadtautobahn A1,"Oberst Lepperdinger-Straße, Parkplatz Stadion Klessheim",Amt der Salzburger Landesregierung,,,,,,,,,,,,,,,,
05:6072,Stickstoffdioxid,5 Aug 2022 21:00:00 GMT+0100,12.795124,47.32664,775.0,EPSG:31287,1,HMW,4.0,12.0,µg/m³,/pub/fotos/stations/056072 nN.jpg,/pub/fotos/stations/thumbs/056072 nN.jpg,1,Zell am See Freizeitzentrum/Eishalle,"Freizeitzentrum, Steinergasse",Amt der Salzburger Landesregierung,/pub/fotos/stations/056072 nO.jpg,/pub/fotos/stations/thumbs/056072 nO.jpg,/pub/fotos/stations/thumbs/056072 nS.jpg,/pub/fotos/stations/056072 nS.jpg,/pub/fotos/stations/056072 nW.jpg,/pub/fotos/stations/thumbs/056072 nW.jpg,,,,,,,,,,
06:143,Stickstoffdioxid,5 Aug 2022 21:30:00 GMT+0100,15.0889,47.3823,543.0,EPSG:31287,1,HMW,5.0,12.0,µg/m³,/pub/fotos/stations/06143 nNO.JPG,/pub/fotos/stations/thumbs/06143 nNO.JPG,1,Leoben Zentrum,"Roseggerstraße, hinter Stadtkai, Altersheim, Josefinum",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06143 nO.JPG,/pub/fotos/stations/thumbs/06143 nO.JPG,/pub/fotos/stations/thumbs/06143 nS.jpg,/pub/fotos/stations/06143 nS.jpg,/pub/fotos/stations/06143 nSO.JPG,/pub/fotos/stations/thumbs/06143 nSO.JPG,/pub/fotos/stations/thumbs/06143 nW.JPG,/pub/fotos/stations/06143 nW.JPG,,,,,,,,
06:176,Stickstoffdioxid,5 Aug 2022 21:30:00 GMT+0100,15.270528,47.425667,504.0,EPSG:31287,1,HMW,,12.0,µg/m³,,,1,B116 (Bruck an der Mur),Wiener Straße 77,Amt der Steiermärkischen Landesregierung,,,,,,,,,,,,,,,,
07:2110,Stickstoffdioxid,5 Aug 2022 21:00:00 GMT+0100,11.3923611,47.2626194,577.0,EPSG:31287,1,HMW,4.0,12.0,µg/m³,/pub/fotos/stations/072110 nN.JPG,/pub/fotos/stations/thumbs/072110 nN.JPG,1,Innsbruck Zentrum - Fallmerayerstraße,Fallmerayerstraße Ecke Maximilianstrasse,Amt der Tiroler Landesregierung,/pub/fotos/stations/072110 nO.JPG,/pub/fotos/stations/thumbs/072110 nO.JPG,/pub/fotos/stations/thumbs/072110 nS.JPG,/pub/fotos/stations/072110 nS.JPG,/pub/fotos/stations/072110 nW.JPG,/pub/fotos/stations/thumbs/072110 nW.JPG,,,,,,,,,,
07:2910,Stickstoffdioxid,5 Aug 2022 21:00:00 GMT+0100,12.765622,46.827732,675.0,EPSG:31287,1,HMW,4.0,12.0,µg/m³,/pub/fotos/stations/072910 nN.JPG,/pub/fotos/stations/thumbs/072910 nN.JPG,1,Lienz Amlacherkreuzung,Amlacher Kreuzung,Amt der Tiroler Landesregierung,/pub/fotos/stations/072910 nO.JPG,/pub/fotos/stations/thumbs/072910 nO.JPG,/pub/fotos/stations/thumbs/072910 nS.JPG,/pub/fotos/stations/072910 nS.JPG,/pub/fotos/stations/072910 nW.JPG,/pub/fotos/stations/thumbs/072910 nW.JPG,,,,,,,,,,
08:2801,Stickstoffdioxid,5 Aug 2022 20:00:00 GMT+0100,10.034324,47.128863,940.0,EPSG:31287,1,HMW,4.0,12.0,µg/m³,/pub/fotos/stations/082801 nN.JPG,/pub/fotos/stations/thumbs/082801 nN.JPG,1,Wald am Arlberg S16,"Außerwald, Arlbergstraße",Umweltinstitut des Landes Vorarlberg,/pub/fotos/stations/082801 nO.jpg,/pub/fotos/stations/thumbs/082801 nO.jpg,/pub/fotos/stations/thumbs/082801 nS.JPG,/pub/fotos/stations/082801 nS.JPG,/pub/fotos/stations/082801 nW.JPG,/pub/fotos/stations/thumbs/082801 nW.JPG,,,,,,,,,,
07:2530,Stickstoffdioxid,5 Aug 2022 21:00:00 GMT+0100,12.066633,47.4885583,508.0,EPSG:31287,1,HMW,4.0,13.0,µg/m³,/pub/fotos/stations/072530 nN.JPG,/pub/fotos/stations/thumbs/072530 nN.JPG,1,Wörgl Stelzhamerstraße,Josef Stelzhamer-Straße / Joseph Haydn-Straße 4,Amt der Tiroler Landesregierung,/pub/fotos/stations/072530 nO.JPG,/pub/fotos/stations/thumbs/072530 nO.JPG,/pub/fotos/stations/thumbs/072530 nS.JPG,/pub/fotos/stations/072530 nS.JPG,/pub/fotos/stations/072530 nW.JPG,/pub/fotos/stations/thumbs/072530 nW.JPG,,,,,,,,,,
08:0807,Stickstoffdioxid,5 Aug 2022 20:00:00 GMT+0100,9.74344083333333,47.4100322222222,440.0,EPSG:31287,1,HMW,1.0,13.0,µg/m³,/pub/fotos/stations/080807 nS.jpg,/pub/fotos/stations/thumbs/080807 nS.jpg,1,Dornbirn Stadtstraße,"Stadtstrasse, gegenüber Stadtbad, nördl. Kapuzinerstraße",Umweltinstitut des Landes Vorarlberg,,,,,,,,,,,,,,,,
09:LIES,Stickstoffdioxid,5 Aug 2022 21:30:00 GMT+0100,16.30127778,48.14125,211.0,EPSG:31287,1,HMW,4.0,13.0,µg/m³,/pub/fotos/stations/09LIES nN.JPG,/pub/fotos/stations/thumbs/09LIES nN.JPG,1,Liesing - Carlberger-Gasse Gewerbegebiet,"Carlberger-Gasse 69 (Gst. Nr. 273/11, KG Erlaa)",Gemeinde Wien - MA22 Umweltschutz,/pub/fotos/stations/09LIES nNO.JPG,/pub/fotos/stations/thumbs/09LIES nNO.JPG,/pub/fotos/stations/thumbs/09LIES nSW.JPG,/pub/fotos/stations/09LIES nSW.JPG,/pub/fotos/stations/09LIES nW.JPG,/pub/fotos/stations/thumbs/09LIES nW.JPG,,,,,,,,,,
02:F202,Stickstoffdioxid,5 Aug 2022 21:00:00 GMT+0100,14.52998,46.84283,810.0,EPSG:31287,1,HMW,6.0,14.0,µg/m³,/pub/fotos/stations/02F202 nN.JPG,/pub/fotos/stations/thumbs/02F202 nN.JPG,1,Klein St. Paul - Pemberg,Pemberg,Amt der Kärntner Landesregierung,/pub/fotos/stations/02F202 nNO.JPG,/pub/fotos/stations/thumbs/02F202 nNO.JPG,/pub/fotos/stations/thumbs/02F202 nO.JPG,/pub/fotos/stations/02F202 nO.JPG,/pub/fotos/stations/02F202 nS.JPG,/pub/fotos/stations/thumbs/02F202 nS.JPG,/pub/fotos/stations/thumbs/02F202 nSO.JPG,/pub/fotos/stations/02F202 nSO.JPG,/pub/fotos/stations/thumbs/02F202 nW.JPG,/pub/fotos/stations/02F202 nW.JPG,,,,,,
03:0065,Stickstoffdioxid,5 Aug 2022 21:00:00 GMT+0100,16.1434,48.1955,260.0,EPSG:31287,1,HMW,1.0,14.0,µg/m³,/pub/fotos/stations/030065 nN.JPG,/pub/fotos/stations/thumbs/030065 nN.JPG,1,"Purkersdorf, Tullnerbachstraße","Neukurkersdorf, Gemeindebauhof, Tullnerbachstraße (B44)",Amt der Niederösterreichischen Landesregierung,,,,,,,,,,,,,,,,
03:0101,Stickstoffdioxid,5 Aug 2022 21:00:00 GMT+0100,14.8788,48.1199,270.0,EPSG:31287,1,HMW,4.0,14.0,µg/m³,/pub/fotos/stations/030101 nN.jpg,/pub/fotos/stations/thumbs/030101 nN.jpg,1,Amstetten,"Anzengruberstraße, Parkplatz vor der Schule",Amt der Niederösterreichischen Landesregierung,/pub/fotos/stations/030101 nO.jpg,/pub/fotos/stations/thumbs/030101 nO.jpg,/pub/fotos/stations/thumbs/030101 nS.jpg,/pub/fotos/stations/030101 nS.jpg,/pub/fotos/stations/030101 nW.jpg,/pub/fotos/stations/thumbs/030101 nW.jpg,,,,,,,,,,
03:1204,Stickstoffdioxid,5 Aug 2022 21:00:00 GMT+0100,15.205,48.21275,216.0,EPSG:31287,1,HMW,2.0,14.0,µg/m³,/pub/fotos/stations/031204 nO.jpg,/pub/fotos/stations/thumbs/031204 nO.jpg,1,Pöchlarn,"Brunnenschutzgebiet, Donauuferpromenade",Amt der Niederösterreichischen Landesregierung,/pub/fotos/stations/031204 nS.jpg,/pub/fotos/stations/thumbs/031204 nS.jpg,,,,,,,,,,,,,,
03:1902,Stickstoffdioxid,5 Aug 2022 21:00:00 GMT+0100,15.90706,48.34509,200.0,EPSG:31287,1,HMW,2.0,14.0,µg/m³,/pub/fotos/stations/031902 nN.jpg,/pub/fotos/stations/thumbs/031902 nN.jpg,1,Zwentendorf im Tullnerfeld,"Zwentendorf, Lindenplatz Freiwillige Feuerwehr Zwentendorf",Amt der Niederösterreichischen Landesregierung,/pub/fotos/stations/031902 nW.jpg,/pub/fotos/stations/thumbs/031902 nW.jpg,,,,,,,,,,,,,,
09:KEND,Stickstoffdioxid,5 Aug 2022 21:30:00 GMT+0100,16.30975,48.205,236.0,EPSG:31287,1,HMW,6.0,14.0,µg/m³,/pub/fotos/stations/09KEND nN.JPG,/pub/fotos/stations/thumbs/09KEND nN.JPG,1,Kendlerstraße,Kendlerstraße 40 (Umspannwerk),Gemeinde Wien - MA22 Umweltschutz,/pub/fotos/stations/09KEND nNO.JPG,/pub/fotos/stations/thumbs/09KEND nNO.JPG,/pub/fotos/stations/thumbs/09KEND nO.jpg,/pub/fotos/stations/09KEND nO.jpg,/pub/fotos/stations/09KEND nS.JPG,/pub/fotos/stations/thumbs/09KEND nS.JPG,/pub/fotos/stations/thumbs/09KEND nSO.JPG,/pub/fotos/stations/09KEND nSO.JPG,/pub/fotos/stations/thumbs/09KEND nW.JPG,/pub/fotos/stations/09KEND nW.JPG,,,,,,
02:VI12,Stickstoffdioxid,5 Aug 2022 21:00:00 GMT+0100,13.841389,46.6125,490.0,EPSG:31287,1,HMW,6.0,15.0,µg/m³,/pub/fotos/stations/02VI12 nN.JPG,/pub/fotos/stations/thumbs/02VI12 nN.JPG,1,Villach Tirolerbrücke,Tirolerbrücke (westl. v. Westbahnhof),Amt der Kärntner Landesregierung,/pub/fotos/stations/02VI12 nNW.JPG,/pub/fotos/stations/thumbs/02VI12 nNW.JPG,/pub/fotos/stations/thumbs/02VI12 nO.jpg,/pub/fotos/stations/02VI12 nO.jpg,/pub/fotos/stations/02VI12 nS.JPG,/pub/fotos/stations/thumbs/02VI12 nS.JPG,/pub/fotos/stations/thumbs/02VI12 nSW.JPG,/pub/fotos/stations/02VI12 nSW.JPG,/pub/fotos/stations/thumbs/02VI12 nW.JPG,/pub/fotos/stations/02VI12 nW.JPG,,,,,,
02:KA21,Stickstoffdioxid,5 Aug 2022 21:00:00 GMT+0100,14.31806,46.62556,445.0,EPSG:31287,1,HMW,6.0,16.0,µg/m³,/pub/fotos/stations/02KA21 nN.jpg,/pub/fotos/stations/thumbs/02KA21 nN.jpg,1,Klagenfurt Völkermarkter Straße,Völkermarkter Straße Ecke Enzenbergstraße,Amt der Kärntner Landesregierung,/pub/fotos/stations/02KA21 nNW.JPG,/pub/fotos/stations/thumbs/02KA21 nNW.JPG,/pub/fotos/stations/thumbs/02KA21 nO.jpg,/pub/fotos/stations/02KA21 nO.jpg,/pub/fotos/stations/02KA21 nS.jpg,/pub/fotos/stations/thumbs/02KA21 nS.jpg,/pub/fotos/stations/thumbs/02KA21 nSO.JPG,/pub/fotos/stations/02KA21 nSO.JPG,/pub/fotos/stations/thumbs/02KA21 nW.jpg,/pub/fotos/stations/02KA21 nW.jpg,,,,,,
