stationid,compname,time,gml$Point_gml$coord_X,gml$Point_gml$coord_Y,gml$Point_gml$coord_Z,gml$Point_srsName,subzahl,meantype,FotoAnzahl,value,unit,Fotos_0_Link,Fotos_0_Thumb,valueclass,MetaInfo_Name,MetaInfo_Location,MetaInfo_Owner,Fotos_1_Link,Fotos_1_Thumb,Fotos_2_Thumb,Fotos_2_Link,Fotos_3_Link,Fotos_3_Thumb,Fotos_4_Thumb,Fotos_4_Link,Fotos_5_Thumb,Fotos_5_Link,Fotos_6_Link,Fotos_6_Thumb,Fotos_7_Link,Fotos_7_Thumb,Fotos_8_Link,Fotos_8_Thumb
06:143,Ozon,5 Aug 2022 22:30:00 GMT+0100,15.0889,47.3823,543.0,EPSG:31287,1,HMW,5.0,55.0,µg/m³,/pub/fotos/stations/06143 nNO.JPG,/pub/fotos/stations/thumbs/06143 nNO.JPG,NOCLASS,Leoben Zentrum,"Roseggerstraße, hinter Stadtkai, Altersheim, Josefinum",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06143 nO.JPG,/pub/fotos/stations/thumbs/06143 nO.JPG,/pub/fotos/stations/thumbs/06143 nS.jpg,/pub/fotos/stations/06143 nS.jpg,/pub/fotos/stations/06143 nSO.JPG,/pub/fotos/stations/thumbs/06143 nSO.JPG,/pub/fotos/stations/thumbs/06143 nW.JPG,/pub/fotos/stations/06143 nW.JPG,,,,,,,,
01:0002,Ozon,5 Aug 2022 22:30:00 GMT+0100,16.207863,47.339926,344.0,EPSG:31287,1,HMW,5.0,58.0,µg/m³,/pub/fotos/stations/010002 nN.JPG,/pub/fotos/stations/thumbs/010002 nN.JPG,NOCLASS,Oberschützen,"Schützenstraße 85, Wirtschaftshof der Gemeinde ",Amt der Burgenländischen Landesregierung,/pub/fotos/stations/010002 nNW.JPG,/pub/fotos/stations/thumbs/010002 nNW.JPG,/pub/fotos/stations/thumbs/010002 nO.JPG,/pub/fotos/stations/010002 nO.JPG,/pub/fotos/stations/010002 nS.JPG,/pub/fotos/stations/thumbs/010002 nS.JPG,/pub/fotos/stations/thumbs/010002 nW.JPG,/pub/fotos/stations/010002 nW.JPG,,,,,,,,
06:170,Ozon,5 Aug 2022 22:30:00 GMT+0100,15.43308,47.04172,345.0,EPSG:31287,1,HMW,6.0,60.0,µg/m³,/pub/fotos/stations/06170 nNO.JPG,/pub/fotos/stations/thumbs/06170 nNO.JPG,NOCLASS,Graz Süd Tiergartenweg,"Tiergartenweg 10, Ecke Herrgotwiesgasse 190 (B67: 250m)",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06170 nNW.JPG,/pub/fotos/stations/thumbs/06170 nNW.JPG,/pub/fotos/stations/thumbs/06170 nO.JPG,/pub/fotos/stations/06170 nO.JPG,/pub/fotos/stations/06170 nS.JPG,/pub/fotos/stations/thumbs/06170 nS.JPG,/pub/fotos/stations/thumbs/06170 nSW.JPG,/pub/fotos/stations/06170 nSW.JPG,/pub/fotos/stations/thumbs/06170 nW.JPG,/pub/fotos/stations/06170 nW.JPG,,,,,,
06:138,Ozon,5 Aug 2022 22:30:00 GMT+0100,15.4151111111111,47.0943611111,355.0,EPSG:31287,1,HMW,3.0,67.0,µg/m³,/pub/fotos/stations/06138 nN.JPG,/pub/fotos/stations/thumbs/06138 nN.JPG,NOCLASS,Graz Nord Gösting,"Graz Nord, Josef Ornig-Strasse 16, Umspannwerk, Sportplatz",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06138 nNW.JPG,/pub/fotos/stations/thumbs/06138 nNW.JPG,/pub/fotos/stations/thumbs/06138 nO.JPG,/pub/fotos/stations/06138 nO.JPG,,,,,,,,,,,,
01:0001,Ozon,5 Aug 2022 22:30:00 GMT+0100,16.52617,47.8401138,165.0,EPSG:31287,1,HMW,5.0,69.0,µg/m³,/pub/fotos/stations/010001 nN.jpg,/pub/fotos/stations/thumbs/010001 nN.jpg,NOCLASS,Eisenstadt Laschoberstraße,"Laschoberstraße, östlich Kreisverkehr Ruster Straße",Amt der Burgenländischen Landesregierung,/pub/fotos/stations/010001 nNW.JPG,/pub/fotos/stations/thumbs/010001 nNW.JPG,/pub/fotos/stations/thumbs/010001 nO.JPG,/pub/fotos/stations/010001 nO.JPG,/pub/fotos/stations/010001 nS.jpg,/pub/fotos/stations/thumbs/010001 nS.jpg,/pub/fotos/stations/thumbs/010001 nW.JPG,/pub/fotos/stations/010001 nW.JPG,,,,,,,,
06:195,Ozon,5 Aug 2022 22:30:00 GMT+0100,15.212777777777776,46.81388888888888,365.0,EPSG:31287,1,HMW,4.0,73.0,µg/m³,/pub/fotos/stations/06195 nN.JPG,/pub/fotos/stations/thumbs/06195 nN.JPG,NOCLASS,Deutschlandsberg Rathausgasse,"Rathausgasse 3, Arbeiterkammer",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06195 nNO.JPG,/pub/fotos/stations/thumbs/06195 nNO.JPG,/pub/fotos/stations/thumbs/06195 nNW.JPG,/pub/fotos/stations/06195 nNW.JPG,/pub/fotos/stations/06195 nS.JPG,/pub/fotos/stations/thumbs/06195 nS.JPG,,,,,,,,,,
06:178,Ozon,5 Aug 2022 22:30:00 GMT+0100,15.628392,47.215703,459.0,EPSG:31287,1,HMW,4.0,77.0,µg/m³,/pub/fotos/stations/06178 nNW.JPG,/pub/fotos/stations/thumbs/06178 nNW.JPG,NOCLASS,Weiz Bahnhofstraße,Bahnhofstraße 7,Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06178 nO.JPG,/pub/fotos/stations/thumbs/06178 nO.JPG,/pub/fotos/stations/thumbs/06178 nS.JPG,/pub/fotos/stations/06178 nS.JPG,/pub/fotos/stations/06178 nSW.JPG,/pub/fotos/stations/thumbs/06178 nSW.JPG,,,,,,,,,,
01:0004,Ozon,5 Aug 2022 22:30:00 GMT+0100,16.32875,47.77907,254.0,EPSG:31287,1,HMW,,78.0,µg/m³,,,NOCLASS,Bad Sauerbrunn,Freiwillige Feuerwehr,Amt der Burgenländischen Landesregierung,,,,,,,,,,,,,,,,
06:018,Ozon,5 Aug 2022 22:30:00 GMT+0100,15.4375,47.075833333333335,450.0,EPSG:31287,1,HMW,4.0,80.0,µg/m³,/pub/fotos/stations/06018 nN.JPG,/pub/fotos/stations/thumbs/06018 nN.JPG,NOCLASS,Graz Schloßberg,"Schlossberg, südlich vom Glockenturm",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06018 nNW.JPG,/pub/fotos/stations/thumbs/06018 nNW.JPG,/pub/fotos/stations/thumbs/06018 nO.JPG,/pub/fotos/stations/06018 nO.JPG,/pub/fotos/stations/06018 nS.JPG,/pub/fotos/stations/thumbs/06018 nS.JPG,,,,,,,,,,
06:177,Ozon,5 Aug 2022 22:30:00 GMT+0100,14.244676,47.565439,649.0,EPSG:31287,1,HMW,6.0,94.0,µg/m³,/pub/fotos/stations/06177 nN.JPG,/pub/fotos/stations/thumbs/06177 nN.JPG,NOCLASS,Liezen Pyhrnbach,Alte Gasse 12,Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06177 nNW.JPG,/pub/fotos/stations/thumbs/06177 nNW.JPG,/pub/fotos/stations/thumbs/06177 nO.JPG,/pub/fotos/stations/06177 nO.JPG,/pub/fotos/stations/06177 nSO.JPG,/pub/fotos/stations/thumbs/06177 nSO.JPG,/pub/fotos/stations/thumbs/06177 nSW.JPG,/pub/fotos/stations/06177 nSW.JPG,/pub/fotos/stations/thumbs/06177 nW.JPG,/pub/fotos/stations/06177 nW.JPG,,,,,,
06:036,Ozon,5 Aug 2022 22:30:00 GMT+0100,15.493688888888888,47.06701111111112,473.0,EPSG:31287,1,HMW,5.0,116.0,µg/m³,/pub/fotos/stations/06036 nN.JPG,/pub/fotos/stations/thumbs/06036 nN.JPG,NOCLASS,Graz Lustbühel,Observatorium Schloss Lustbühel,Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06036 nNW.jpg,/pub/fotos/stations/thumbs/06036 nNW.jpg,/pub/fotos/stations/thumbs/06036 nO.JPG,/pub/fotos/stations/06036 nO.JPG,/pub/fotos/stations/06036 nS.JPG,/pub/fotos/stations/thumbs/06036 nS.JPG,/pub/fotos/stations/thumbs/06036 nW.JPG,/pub/fotos/stations/06036 nW.JPG,,,,,,,,
06:196,Ozon,5 Aug 2022 22:30:00 GMT+0100,14.330725,47.040277777777774,1860.0,EPSG:31287,1,HMW,4.0,116.0,µg/m³,/pub/fotos/stations/06196 nN.JPG,/pub/fotos/stations/thumbs/06196 nN.JPG,NOCLASS,Grebenzen bei St. Lambrecht,Grebenzen Gipfel,Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06196 nS.JPG,/pub/fotos/stations/thumbs/06196 nS.JPG,/pub/fotos/stations/thumbs/06196 nSO.JPG,/pub/fotos/stations/06196 nSO.JPG,/pub/fotos/stations/06196 nW.JPG,/pub/fotos/stations/thumbs/06196 nW.JPG,,,,,,,,,,
06:150,Ozon,5 Aug 2022 22:30:00 GMT+0100,15.360833333333332,47.40555555555555,1610.0,EPSG:31287,1,HMW,2.0,120.0,µg/m³,/pub/fotos/stations/06150 nN.JPG,/pub/fotos/stations/thumbs/06150 nN.JPG,NOCLASS,Rennfeld,Rennfeld-Gipfel,Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06150 nO.JPG,/pub/fotos/stations/thumbs/06150 nO.JPG,,,,,,,,,,,,,,
06:189,Ozon,5 Aug 2022 22:30:00 GMT+0100,13.639444444444443,47.36027777777778,1852.0,EPSG:31287,1,HMW,3.0,126.0,µg/m³,/pub/fotos/stations/06189 nN.jpg,/pub/fotos/stations/thumbs/06189 nN.jpg,NOCLASS,Hochwurzen,Seilbahn-Bergstation Hochwurzen,Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06189 nNW.JPG,/pub/fotos/stations/thumbs/06189 nNW.JPG,/pub/fotos/stations/thumbs/06189 nSO.JPG,/pub/fotos/stations/06189 nSO.JPG,,,,,,,,,,,,
06:185,Ozon,5 Aug 2022 22:30:00 GMT+0100,15.956111,46.7675,415.0,EPSG:31287,1,HMW,4.0,129.0,µg/m³,/pub/fotos/stations/06185 nN.jpg,/pub/fotos/stations/thumbs/06185 nN.jpg,NOCLASS,Klöch bei Bad Radkersburg,"Seindl, Dissay-Weg",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06185 nO.jpg,/pub/fotos/stations/thumbs/06185 nO.jpg,/pub/fotos/stations/thumbs/06185 nSO.jpg,/pub/fotos/stations/06185 nSO.jpg,/pub/fotos/stations/06185 nSW.jpg,/pub/fotos/stations/thumbs/06185 nSW.jpg,,,,,,,,,,
10:SON1,Ozon,5 Aug 2022 22:30:00 GMT+0100,12.9583,47.0541667,3106.0,EPSG:31287,1,HMW,5.0,130.0,µg/m³,/pub/fotos/stations/10SON1 nN.jpg,/pub/fotos/stations/thumbs/10SON1 nN.jpg,NOCLASS,Sonnblick,Wetterobservatorium Hoher Sonnblick,Umweltbundesamt,/pub/fotos/stations/10SON1 nS.jpg,/pub/fotos/stations/thumbs/10SON1 nS.jpg,/pub/fotos/stations/thumbs/10SON1 nSO.jpg,/pub/fotos/stations/10SON1 nSO.jpg,/pub/fotos/stations/10SON1 nSW.jpg,/pub/fotos/stations/thumbs/10SON1 nSW.jpg,/pub/fotos/stations/thumbs/10SON1 nW sehr weitwinkelig.jpg,/pub/fotos/stations/10SON1 nW sehr weitwinkelig.jpg,,,,,,,,
06:156,Ozon,5 Aug 2022 22:30:00 GMT+0100,15.882222,47.34806,1180.0,EPSG:31287,1,HMW,6.0,135.0,µg/m³,/pub/fotos/stations/06156 nN.jpg,/pub/fotos/stations/thumbs/06156 nN.jpg,NOCLASS,Masenberg,"Masenberg, Sender oberhalb von Waldhansl",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06156 nNW.JPG,/pub/fotos/stations/thumbs/06156 nNW.JPG,/pub/fotos/stations/thumbs/06156 nS.JPG,/pub/fotos/stations/06156 nS.JPG,/pub/fotos/stations/06156 nSO.JPG,/pub/fotos/stations/thumbs/06156 nSO.JPG,/pub/fotos/stations/thumbs/06156 nSW.JPG,/pub/fotos/stations/06156 nSW.JPG,/pub/fotos/stations/thumbs/06156 nW.JPG,/pub/fotos/stations/06156 nW.JPG,,,,,,
10:SON1,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,12.9583,47.0541667,3106.0,EPSG:31287,2,HMW,5.0,1.0,µg/m³,/pub/fotos/stations/10SON1 nN.jpg,/pub/fotos/stations/thumbs/10SON1 nN.jpg,1,Sonnblick,Wetterobservatorium Hoher Sonnblick,Umweltbundesamt,/pub/fotos/stations/10SON1 nS.jpg,/pub/fotos/stations/thumbs/10SON1 nS.jpg,/pub/fotos/stations/thumbs/10SON1 nSO.jpg,/pub/fotos/stations/10SON1 nSO.jpg,/pub/fotos/stations/10SON1 nSW.jpg,/pub/fotos/stations/thumbs/10SON1 nSW.jpg,/pub/fotos/stations/thumbs/10SON1 nW sehr weitwinkelig.jpg,/pub/fotos/stations/10SON1 nW sehr weitwinkelig.jpg,,,,,,,,
06:156,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,15.882222,47.34806,1180.0,EPSG:31287,1,HMW,6.0,2.0,µg/m³,/pub/fotos/stations/06156 nN.jpg,/pub/fotos/stations/thumbs/06156 nN.jpg,1,Masenberg,"Masenberg, Sender oberhalb von Waldhansl",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06156 nNW.JPG,/pub/fotos/stations/thumbs/06156 nNW.JPG,/pub/fotos/stations/thumbs/06156 nS.JPG,/pub/fotos/stations/06156 nS.JPG,/pub/fotos/stations/06156 nSO.JPG,/pub/fotos/stations/thumbs/06156 nSO.JPG,/pub/fotos/stations/thumbs/06156 nSW.JPG,/pub/fotos/stations/06156 nSW.JPG,/pub/fotos/stations/thumbs/06156 nW.JPG,/pub/fotos/stations/06156 nW.JPG,,,,,,
01:0007,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,16.434389,47.749044,214.0,EPSG:31287,1,HMW,,3.0,µg/m³,,,1,Pöttelsdorf,Berggasse,Amt der Burgenländischen Landesregierung,,,,,,,,,,,,,,,,
06:177,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,14.244676,47.565439,649.0,EPSG:31287,1,HMW,6.0,4.0,µg/m³,/pub/fotos/stations/06177 nN.JPG,/pub/fotos/stations/thumbs/06177 nN.JPG,1,Liezen Pyhrnbach,Alte Gasse 12,Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06177 nNW.JPG,/pub/fotos/stations/thumbs/06177 nNW.JPG,/pub/fotos/stations/thumbs/06177 nO.JPG,/pub/fotos/stations/06177 nO.JPG,/pub/fotos/stations/06177 nSO.JPG,/pub/fotos/stations/thumbs/06177 nSO.JPG,/pub/fotos/stations/thumbs/06177 nSW.JPG,/pub/fotos/stations/06177 nSW.JPG,/pub/fotos/stations/thumbs/06177 nW.JPG,/pub/fotos/stations/06177 nW.JPG,,,,,,
01:0004,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,16.32875,47.77907,254.0,EPSG:31287,1,HMW,,5.0,µg/m³,,,1,Bad Sauerbrunn,Freiwillige Feuerwehr,Amt der Burgenländischen Landesregierung,,,,,,,,,,,,,,,,
06:106,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,15.086667,47.06333,445.0,EPSG:31287,1,HMW,1.0,5.0,µg/m³,/pub/fotos/stations/06106 nSW.JPG,/pub/fotos/stations/thumbs/06106 nSW.JPG,1,Köflach,"Alter Rathausplatz, Volksschule Schulweg (B70: 90m)",Amt der Steiermärkischen Landesregierung,,,,,,,,,,,,,,,,
06:118,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,14.676666666666666,47.17833333333333,715.0,EPSG:31287,1,HMW,4.0,5.0,µg/m³,/pub/fotos/stations/06118 nN.JPG,/pub/fotos/stations/thumbs/06118 nN.JPG,1,"Judenburg, Sportplatz","Stadionstraße, südlich des Sportplatzes",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06118 nNW.JPG,/pub/fotos/stations/thumbs/06118 nNW.JPG,/pub/fotos/stations/thumbs/06118 nSO.JPG,/pub/fotos/stations/06118 nSO.JPG,/pub/fotos/stations/06118 nSW.JPG,/pub/fotos/stations/thumbs/06118 nSW.JPG,,,,,,,,,,
10:KLH1,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,15.95632,46.7672,415.0,EPSG:31287,1,HMW,6.0,6.0,µg/m³,/pub/fotos/stations/10KLH1 nN.jpg,/pub/fotos/stations/thumbs/10KLH1 nN.jpg,1,Klöch bei Bad Radkersburg,"Seindl, Dissay-Weg",Umweltbundesamt,/pub/fotos/stations/10KLH1 nNO.jpg,/pub/fotos/stations/thumbs/10KLH1 nNO.jpg,/pub/fotos/stations/thumbs/10KLH1 nNW.jpg,/pub/fotos/stations/10KLH1 nNW.jpg,/pub/fotos/stations/10KLH1 nO.jpg,/pub/fotos/stations/thumbs/10KLH1 nO.jpg,/pub/fotos/stations/thumbs/10KLH1 nSO.jpg,/pub/fotos/stations/10KLH1 nSO.jpg,/pub/fotos/stations/thumbs/10KLH1 nSW.jpg,/pub/fotos/stations/10KLH1 nSW.jpg,,,,,,
06:119,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,14.825277777777778,47.21037,635.0,EPSG:31287,1,HMW,4.0,7.0,µg/m³,/pub/fotos/stations/06119 nN.JPG,/pub/fotos/stations/thumbs/06119 nN.JPG,1,Knittelfeld Parkstraße,"Parkstraße, Pestalozzistraße",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06119 nO.JPG,/pub/fotos/stations/thumbs/06119 nO.JPG,/pub/fotos/stations/thumbs/06119 nS.JPG,/pub/fotos/stations/06119 nS.JPG,/pub/fotos/stations/06119 nW.JPG,/pub/fotos/stations/thumbs/06119 nW.JPG,,,,,,,,,,
06:180,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,15.253333,47.409443,485.0,EPSG:31287,1,HMW,7.0,7.0,µg/m³,/pub/fotos/stations/06180 nN.jpg,/pub/fotos/stations/thumbs/06180 nN.jpg,1,Bruck an der Mur Flurgasse,"Flurgasse 2, Ecke Oberdorfer Straße",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06180 nNW.JPG,/pub/fotos/stations/thumbs/06180 nNW.JPG,/pub/fotos/stations/thumbs/06180 nO.JPG,/pub/fotos/stations/06180 nO.JPG,/pub/fotos/stations/06180 nS.JPG,/pub/fotos/stations/thumbs/06180 nS.JPG,/pub/fotos/stations/thumbs/06180 nSO.jpg,/pub/fotos/stations/06180 nSO.jpg,/pub/fotos/stations/thumbs/06180 nSW.JPG,/pub/fotos/stations/06180 nSW.JPG,/pub/fotos/stations/06180 nW.jpg,/pub/fotos/stations/thumbs/06180 nW.jpg,,,,
06:114,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,14.753333,47.1925,675.0,EPSG:31287,1,HMW,4.0,8.0,µg/m³,/pub/fotos/stations/06114 nN.JPG,/pub/fotos/stations/thumbs/06114 nN.JPG,1,Zeltweg Hauptschule,"Feldgasse, Hauptschule",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06114 nNW.JPG,/pub/fotos/stations/thumbs/06114 nNW.JPG,/pub/fotos/stations/thumbs/06114 nSW.JPG,/pub/fotos/stations/06114 nSW.JPG,/pub/fotos/stations/06114 nW.JPG,/pub/fotos/stations/thumbs/06114 nW.JPG,,,,,,,,,,
06:151,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,15.495833333333332,46.87138888888889,449.0,EPSG:31287,1,HMW,4.0,8.0,µg/m³,/pub/fotos/stations/06151 nN.JPG,/pub/fotos/stations/thumbs/06151 nN.JPG,1,Bockberg,"Bockbergweg, Jöbstl-Arbeiter",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06151 nO.JPG,/pub/fotos/stations/thumbs/06151 nO.JPG,/pub/fotos/stations/thumbs/06151 nSO.JPG,/pub/fotos/stations/06151 nSO.JPG,/pub/fotos/stations/06151 nW.JPG,/pub/fotos/stations/thumbs/06151 nW.JPG,,,,,,,,,,
06:195,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,15.212777777777776,46.81388888888888,365.0,EPSG:31287,1,HMW,4.0,8.0,µg/m³,/pub/fotos/stations/06195 nN.JPG,/pub/fotos/stations/thumbs/06195 nN.JPG,1,Deutschlandsberg Rathausgasse,"Rathausgasse 3, Arbeiterkammer",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06195 nNO.JPG,/pub/fotos/stations/thumbs/06195 nNO.JPG,/pub/fotos/stations/thumbs/06195 nNW.JPG,/pub/fotos/stations/06195 nNW.JPG,/pub/fotos/stations/06195 nS.JPG,/pub/fotos/stations/thumbs/06195 nS.JPG,,,,,,,,,,
06:107,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,15.15277777777778,47.04472222222222,390.0,EPSG:31287,1,HMW,6.0,10.0,µg/m³,/pub/fotos/stations/06107 nN.JPG,/pub/fotos/stations/thumbs/06107 nN.JPG,1,Voitsberg Mühlgasse,"Mühlgasse, Ecke Franz Josef-Straße",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06107 nNO.JPG,/pub/fotos/stations/thumbs/06107 nNO.JPG,/pub/fotos/stations/thumbs/06107 nNW.jpg,/pub/fotos/stations/06107 nNW.jpg,/pub/fotos/stations/06107 nO.JPG,/pub/fotos/stations/thumbs/06107 nO.JPG,/pub/fotos/stations/thumbs/06107 nS.JPG,/pub/fotos/stations/06107 nS.JPG,/pub/fotos/stations/thumbs/06107 nW.JPG,/pub/fotos/stations/06107 nW.JPG,,,,,,
01:0002,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,16.207863,47.339926,344.0,EPSG:31287,1,HMW,5.0,11.0,µg/m³,/pub/fotos/stations/010002 nN.JPG,/pub/fotos/stations/thumbs/010002 nN.JPG,1,Oberschützen,"Schützenstraße 85, Wirtschaftshof der Gemeinde ",Amt der Burgenländischen Landesregierung,/pub/fotos/stations/010002 nNW.JPG,/pub/fotos/stations/thumbs/010002 nNW.JPG,/pub/fotos/stations/thumbs/010002 nO.JPG,/pub/fotos/stations/010002 nO.JPG,/pub/fotos/stations/010002 nS.JPG,/pub/fotos/stations/thumbs/010002 nS.JPG,/pub/fotos/stations/thumbs/010002 nW.JPG,/pub/fotos/stations/010002 nW.JPG,,,,,,,,
06:197,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,15.540555555555557,46.77833333333333,272.0,EPSG:31287,1,HMW,4.0,11.0,µg/m³,/pub/fotos/stations/06197 nN.JPG,/pub/fotos/stations/thumbs/06197 nN.JPG,1,Leibnitz Lastenstraße,"Lastenstraße 12, Volksschule",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06197 nO.JPG,/pub/fotos/stations/thumbs/06197 nO.JPG,/pub/fotos/stations/thumbs/06197 nS.JPG,/pub/fotos/stations/06197 nS.JPG,/pub/fotos/stations/06197 nW.JPG,/pub/fotos/stations/thumbs/06197 nW.JPG,,,,,,,,,,
06:143,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,15.0889,47.3823,543.0,EPSG:31287,1,HMW,5.0,12.0,µg/m³,/pub/fotos/stations/06143 nNO.JPG,/pub/fotos/stations/thumbs/06143 nNO.JPG,1,Leoben Zentrum,"Roseggerstraße, hinter Stadtkai, Altersheim, Josefinum",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06143 nO.JPG,/pub/fotos/stations/thumbs/06143 nO.JPG,/pub/fotos/stations/thumbs/06143 nS.jpg,/pub/fotos/stations/06143 nS.jpg,/pub/fotos/stations/06143 nSO.JPG,/pub/fotos/stations/thumbs/06143 nSO.JPG,/pub/fotos/stations/thumbs/06143 nW.JPG,/pub/fotos/stations/06143 nW.JPG,,,,,,,,
06:191,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,15.3232,47.1357,382.0,EPSG:31287,1,HMW,5.0,12.0,µg/m³,/pub/fotos/stations/06191 nN.JPG,/pub/fotos/stations/thumbs/06191 nN.JPG,1,Gratwein,Aufeldstraße,Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06191 nNO.JPG,/pub/fotos/stations/thumbs/06191 nNO.JPG,/pub/fotos/stations/thumbs/06191 nO.JPG,/pub/fotos/stations/06191 nO.JPG,/pub/fotos/stations/06191 nS.JPG,/pub/fotos/stations/thumbs/06191 nS.JPG,/pub/fotos/stations/thumbs/06191 nW.JPG,/pub/fotos/stations/06191 nW.JPG,,,,,,,,
06:138,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,15.4151111111111,47.0943611111,355.0,EPSG:31287,1,HMW,3.0,13.0,µg/m³,/pub/fotos/stations/06138 nN.JPG,/pub/fotos/stations/thumbs/06138 nN.JPG,1,Graz Nord Gösting,"Graz Nord, Josef Ornig-Strasse 16, Umspannwerk, Sportplatz",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06138 nNW.JPG,/pub/fotos/stations/thumbs/06138 nNW.JPG,/pub/fotos/stations/thumbs/06138 nO.JPG,/pub/fotos/stations/06138 nO.JPG,,,,,,,,,,,,
06:145,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,15.29032,47.44583333333333,517.0,EPSG:31287,1,HMW,5.0,14.0,µg/m³,/pub/fotos/stations/06145 nN.JPG,/pub/fotos/stations/thumbs/06145 nN.JPG,1,Kapfenberg St. Martin,"St. Martin, Anton Buchalka-Straße 13, Ecke Friedhofweg",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06145 nNO.JPG,/pub/fotos/stations/thumbs/06145 nNO.JPG,/pub/fotos/stations/thumbs/06145 nNW.JPG,/pub/fotos/stations/06145 nNW.JPG,/pub/fotos/stations/06145 nS.JPG,/pub/fotos/stations/thumbs/06145 nS.JPG,/pub/fotos/stations/thumbs/06145 nW.JPG,/pub/fotos/stations/06145 nW.JPG,,,,,,,,
06:176,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,15.270528,47.425667,504.0,EPSG:31287,1,HMW,,14.0,µg/m³,,,1,B116 (Bruck an der Mur),Wiener Straße 77,Amt der Steiermärkischen Landesregierung,,,,,,,,,,,,,,,,
06:139,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,15.404388,47.069443,370.0,EPSG:31287,1,HMW,3.0,15.0,µg/m³,/pub/fotos/stations/06139 nN.JPG,/pub/fotos/stations/thumbs/06139 nN.JPG,1,Graz West - Eggenberg,"Gaswerkstrasse 13, Bez. Eggenberg",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06139 nO.JPG,/pub/fotos/stations/thumbs/06139 nO.JPG,/pub/fotos/stations/thumbs/06139 nSO.JPG,/pub/fotos/stations/06139 nSO.JPG,,,,,,,,,,,,
06:171,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,15.46665,47.05952,366.0,EPSG:31287,1,HMW,5.0,16.0,µg/m³,/pub/fotos/stations/06171 nNW.JPG,/pub/fotos/stations/thumbs/06171 nNW.JPG,1,Graz Ost Petersgasse,"Petersgasse, gegenüber Eisteichgasse",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06171 nO.JPG,/pub/fotos/stations/thumbs/06171 nO.JPG,/pub/fotos/stations/thumbs/06171 nS.JPG,/pub/fotos/stations/06171 nS.JPG,/pub/fotos/stations/06171 nSO.JPG,/pub/fotos/stations/thumbs/06171 nSO.JPG,/pub/fotos/stations/thumbs/06171 nW.JPG,/pub/fotos/stations/06171 nW.JPG,,,,,,,,
